0x8e3	5	0x142	1
0x8e3	5	0x4a6	1
0x8e3	5	0x757	1
0x8e3	5	0x83d	1
0x8e3	5	0xc6f	1
0xf04	4	0xfbd	1
0xf04	4	0x1096	1
0xf04	4	0x1192	1
0xf04	4	0x148c	1
0x101d	20	0x1701	6
0x10f5	25	0x15dc	10
0x1114	9	0x1726	3
0x13fb	17	0x1a72	5
0x13fb	17	0x1a92	5
0x13fb	17	0x1a9f	5
0x14a7	11	0x1a17	5
0x15eb	4	0x29d	1
0x15eb	4	0x5b6	1
0x15eb	4	0xac4	1
0x15eb	4	0xd45	1
0x163c	4	0x301	1
0x163c	4	0x61a	1
0x163c	4	0xb1b	1
0x163c	4	0xd9c	1
0x1667	6	0x325	1
0x1667	6	0x3bb	1
0x1667	6	0x63e	1
0x1667	6	0x6d4	1
0x1667	6	0xb3f	1
0x1667	6	0xdc0	1
0x182b	3	0x468	1
0x182b	3	0x718	1
0x182b	3	0x9f9	1
0x18c1	6	0x47c	1
0x18c1	6	0x72d	1
0x18c1	6	0x813	1
0x18c1	6	0x9b0	1
0x18c1	6	0xa0e	1
0x18c1	6	0xc45	1
0x19b3	3	0x7fc	1
0x19b3	3	0x999	1
0x19b3	3	0xc2f	1
