0x37d
0x3bb
0x43a
0x4fa
0x524
0x6a3
0x6a4
0x6a5
0x6a6
0x6a7
0x6a8
0x6a9
0x6aa
0x6ab
0x6ac
0x6ad
0x7bc
0x7bd
0x7be
0x7bf
0x7c0
0x7c1
0x7c2
0x7c3
0x866
0x900
0x982
0x999
0x99a
0x99b
0x99c
0x99d
0x99e
0x99f
0x9a0
0x9a1
0x9a2
0x9a3
0x9a4
0x9b9
0x9d6
0x9f2
0xa0e
0xa2b
0xa47
0xa63
0xa80
0xa9c
0xabe
0xadf
0xafc
0xb2b
0xb5a
0xb9e
0xc55
0xc56
0xc77
0xc78
0xc79
0xc7b
0xc7d
0xc7e
0xc80
0xc81
0xca9
0xccb
0xce7
0xd82
0xe62
0xe63
0xe84
0xe85
0xe86
0xe88
0xe8a
0xe8b
0xe8d
0xe8e
0xeb6
0xef3
0xf37
0xf5e
0xf8c
0xfa9
