sid,family_id,class_name,y,exec_bytes,first_stop_offset,region_bytes,near_empty,whole_body,no_stop,stop_at_final_byte,feature_nnz,feature_l1,features_finite,oof_score_first_stop_full
optimism:0x7196f386cd5adfa125895540450c77bdcf0534b3,F00001,malicious,1,5087,132.0,133,False,False,False,False,65,235.4339599609375,True,0.8639504313468933
optimism:0x2f1211e38436327cc90408565ea2f16dfc082600,F00002,malicious,1,2807,91.0,92,False,False,False,False,57,186.7333221435547,True,0.9960873126983643
optimism:0xbe7ae1e53867f9f1778c8b728b533c00900a38be,F00003,malicious,1,1711,304.0,305,False,False,False,False,161,526.5103759765625,True,0.9926337599754333
optimism:0x24592cb8b7ec813a5eaeb73e5503322d2b93a878,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0xef0852258381dfbf20144ed38899d489935fa038,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x68d333198c60c8160848437b2870f3a5be693107,F00005,malicious,1,15576,134.0,135,False,False,False,False,84,222.80628967285156,True,0.9908679723739624
optimism:0xc0403282ba280a6670f469c136aaad86b780e098,F00006,malicious,1,2214,442.0,443,False,False,False,False,204,775.20703125,True,0.931821882724762
optimism:0xf738308d26d74b697b367cf2ac5ff8c0e08bcd66,F00007,malicious,1,2847,169.0,170,False,False,False,False,119,301.0081481933594,True,0.9968383312225342
optimism:0x22f0db4f3292807d919497802d951e30aa281f4f,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x89046d34e70a65acab2152c26a0c8e493b5ba629,F00008,malicious,1,3880,102.0,103,False,False,False,False,51,205.81491088867188,True,0.9994780421257019
optimism:0xbd8aac1ab758af1bfe61c3ae2f94e792b5134fed,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x128f99fc9bfda7c53a2707c16997fdb56b77cd89,F00002,malicious,1,3271,91.0,92,False,False,False,False,57,186.7333221435547,True,0.9960873126983643
optimism:0x095bc36d7d1cf990fc7ccb5f62c45163c37d03a5,F00010,malicious,1,2299,172.0,173,False,False,False,False,136,321.3863525390625,True,0.994216799736023
optimism:0x6a6d07ad4815fdee627c0e4bdbc475c3e1629ab8,F00011,malicious,1,2586,225.0,226,False,False,False,False,147,399.0217590332031,True,0.9993000030517578
optimism:0x480ac71ed6be1b8d7ae18d323e42a16384918e91,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x06839a2e8541f56ac5e9e42656ff6c534ad2558c,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x5bb4e04d6732c665ca924e6830b32731229fff6f,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x824aa93717c8d4d9cb1e213a9c02c726b947f774,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x0d69833bdd2ee5d545b950a85fcb1db9ed2b7572,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x00037763c2c4e6efa6bf9a03775f6a0b5112b578,F00013,malicious,1,3112,108.0,109,False,False,False,False,57,217.76864624023438,True,0.9980840682983398
optimism:0x20dd86b35eedce9159808218a57f8f622849c635,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x7b6ae45cbfcbcb2e31ec405b0bfe82cb2595fbeb,F00014,malicious,1,5601,92.0,93,False,False,False,False,54,187.74435424804688,True,0.9993295669555664
optimism:0xa213798e20fd04a31e468a93ddf2703364803a21,F00015,malicious,1,6377,80.0,81,False,False,False,False,51,163.67715454101562,True,0.9993033409118652
optimism:0x3447d54e4358e306d58e5bbfc3a19d728d53f78e,F00016,malicious,1,199,38.0,39,False,False,False,False,58,90.34375,True,0.03441518172621727
optimism:0xd24371bbe7c248597705b5b6ac753025dc2d2619,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x22da339cb99b917cf861ddfdc5c255a4d7df4036,F00017,malicious,1,3220,405.0,406,False,False,False,False,166,650.08984375,True,0.9994262456893921
optimism:0x281f3e79775f61cccfc7b7c3eacdc4f15a7f3252,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x043661a263719880069c2adb5bf625eb4b7b5db7,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x5f0393396359b58366049e7b11aa786de4c473fd,F00008,malicious,1,3544,91.0,92,False,False,False,False,51,184.7532958984375,True,0.9993245601654053
optimism:0xaa6491c5071d91e4fc398d512ba5f78f62e2b100,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0xb6252af4c3561714c187aa1c0a7b1f0ec2e70053,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x280c17a6c6819a718cf883c1c822cc68e73a20fc,F00002,malicious,1,2752,91.0,92,False,False,False,False,57,186.7333221435547,True,0.9960873126983643
optimism:0x761dc36a52733214423d04f4dcd84083e15d3735,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x2d274da31b0ef851c58333e066304ca763cbc2de,F00003,malicious,1,2028,304.0,305,False,False,False,False,161,526.5103759765625,True,0.9926337599754333
optimism:0x653c2018585b155586026d383044cb6683fc2ae4,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x916a0b8fdc003c43213b7abc50fcb85a17ce6a6b,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x6d7a717bf4932925e1098e92dcc627cc965277db,F00015,malicious,1,6377,80.0,81,False,False,False,False,51,163.67715454101562,True,0.9993033409118652
optimism:0x3a1605d52b511aaa3860e56e1dd3bacdaf6868f9,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x5988a86fc66edb1cf559dc64fef7c18868e64350,F00019,malicious,1,5566,121.0,122,False,False,False,False,64,213.54861450195312,True,0.8841226696968079
optimism:0xf443cf137ca01732500ccfc77c7b17f99a44dc30,F00002,malicious,1,2853,91.0,92,False,False,False,False,57,186.7333221435547,True,0.9960873126983643
optimism:0xeaa6aa358ee796dbc038b9424301eebb8e0570b8,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x35fbf40e41574dfa6c0b799ca1018d9cc7d84c60,F00020,malicious,1,1982,341.0,342,False,False,False,False,186,618.3803100585938,True,0.9961666464805603
optimism:0xd5544306da905a4a811fc8dbf78c4a0ac2ae84bd,F00021,malicious,1,1051,80.0,81,False,False,False,False,51,163.67715454101562,True,0.999277651309967
optimism:0x036be4f87fc09257284d44ff095a19e192903cb2,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0xae3c3839280afe3310c4cd5de9adb434965917a3,F00001,malicious,1,5110,132.0,133,False,False,False,False,65,235.4339599609375,True,0.8639504313468933
optimism:0xf2534d433a6ad5089e8d907f035bafd5925bdcbc,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x9ab329f4ecf6888d54afb15267a3d4faf0929ad7,F00022,malicious,1,4189,80.0,81,False,False,False,False,51,163.67715454101562,True,0.9995599389076233
optimism:0x0c1a92976039eabe9c22b933a8ee2ea495b5b0c6,F00002,malicious,1,2752,91.0,92,False,False,False,False,57,186.7333221435547,True,0.9960873126983643
optimism:0xd5771d92854f5298b33ccd73178c9ff8b88bd14f,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x4bf8cf165baea1b9386ad2b1e47a0b92280af6e3,F00023,malicious,1,989,289.0,290,False,False,False,False,145,472.256103515625,True,0.9961605072021484
optimism:0x23c3a46086bfaa35b4514edf65a04bb7f459228d,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0xeacc7e98583c0e10746d937a3c696248854fb01c,F00002,malicious,1,2807,91.0,92,False,False,False,False,57,186.7333221435547,True,0.9960873126983643
optimism:0x470a618326df6e320680642dd31794b0d2d12d0a,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x23c667184099f7c7d895cae4c6c4c571901297a8,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x2d9f726fab6f1c685c5ccd4f8d50ef60111bb693,F00020,malicious,1,1784,210.0,211,False,False,False,False,151,412.4334716796875,True,0.9455476999282837
optimism:0x9307637c1708c1cec79a5e96f4beea7d363f6ca0,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x000054507a812fd32582e7a997c83e6d446fd60e,F00013,malicious,1,3112,108.0,109,False,False,False,False,57,217.76864624023438,True,0.9980840682983398
optimism:0x0dd61275ecd8666b3bfe77ff1ce17a98b542caad,F00024,malicious,1,2140,129.0,130,False,False,False,False,58,257.90093994140625,True,0.9994309544563293
optimism:0xf799ca6393f11228aec787c35d6b2b96864c7608,F00025,malicious,1,2328,123.0,124,False,False,False,False,74,222.70388793945312,True,0.9419406652450562
optimism:0x3cf292682f0421cd196c131b2a30e00b266b5782,F00026,malicious,1,278,134.0,135,False,False,False,False,112,249.44871520996094,True,0.8687410354614258
optimism:0xb7fef9033507eee348d59102b6856c66051b8040,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x93d473ce2ceb00af7489694511ca778deb83ef88,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0xbdb6d1f0e52cf92e3037787149dd7b0cea20e035,F00027,malicious,1,1119,199.0,200,False,False,False,False,113,322.8289794921875,True,0.9912222623825073
optimism:0xd4661f44e3738d26eb1b7965f1e8ee4edd3d2a5d,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x9273e89a0f5e96d8a7554a23b2036dd4362ef035,F00028,malicious,1,1780,69.0,70,False,False,False,False,51,142.58070373535156,True,0.8612774610519409
optimism:0x073addd815abe9e72e8da16d4ec1b970f303cd86,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x42251614135ff529c2b8f9ec54b4cca4e1b172cd,F00029,malicious,1,2940,269.0,270,False,False,False,False,174,508.06817626953125,True,0.9991428852081299
optimism:0x21b65e7473e8afdb6396e9c52535521a4c6235d8,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x0f588d9e155d281742e292e551f3fa740f178760,F00030,malicious,1,616,48.0,49,False,False,False,False,52,103.2664566040039,True,0.9928550124168396
optimism:0xe7485fb4850972ca243988c0e1fce94bde7a3773,F00031,malicious,1,3711,315.0,316,False,False,False,False,156,548.3821411132812,True,0.9545584321022034
optimism:0x100bfe501da42fec877ba424b95265ca66eb9b07,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0xeed92ede46257477f6571f35fd458dbb46471a15,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x1990ed58c9af6a10e8a61174fec154b39b2460cc,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x56687f747b1762c318e80b2de713eb9885a4402e,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x1501af4f344d3ac6bdf4c2ed7063faf9422b8f0c,F00032,malicious,1,6989,202.0,203,False,False,False,False,119,363.88385009765625,True,0.992250382900238
optimism:0x7aef1df01285823845ee9b905f5bd20471c27e6c,F00033,malicious,1,15173,134.0,135,False,False,False,False,84,222.80628967285156,True,0.9868109822273254
optimism:0xc22efd7c592938a9ce328b6ed46ff54dc12e4d98,F00034,malicious,1,907,314.0,315,False,False,False,False,165,545.0335083007812,True,0.9965785145759583
optimism:0x33f053866f277b7cd831f2527655587dfde9f553,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x2674789cd25a32059322ba79a3991da380081840,F00030,malicious,1,616,48.0,49,False,False,False,False,52,103.2664566040039,True,0.9928550124168396
optimism:0xbec420215162d2e6a5bd6cb23a2bd86620a9d0fc,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0xcefd060da801a3f004d6b307f4cab943d1c9b45b,F00023,malicious,1,989,289.0,290,False,False,False,False,145,472.256103515625,True,0.9961605072021484
optimism:0x54827357b0a948f4079959f5404fca3d14568047,F00002,malicious,1,2907,91.0,92,False,False,False,False,57,186.7333221435547,True,0.9960873126983643
optimism:0xbb90a78b86f3f756c160886ebe7029205c4ba3f1,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x79cb9c3e43a673bb29ae1e7c7e8b2f3d0b79b52f,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x04a062033b7c8ea5e3cfef316a2d5937cade2e1d,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x08b46679cbab7cfbd4093038419f1461fe479e37,F00001,malicious,1,5110,132.0,133,False,False,False,False,65,235.4339599609375,True,0.8639504313468933
optimism:0xf3c4517b298c6c4c60240a29dc1c84447fbc5a8a,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x0000013e81b16d6f369a3376cb38381c06606ed8,F00013,malicious,1,3370,108.0,109,False,False,False,False,57,217.76864624023438,True,0.9980840682983398
optimism:0xfefd9d2e36fba47db535ca720365c51ba906d2da,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x0d8aff1934cae5b04d2534b530607a4eac4e10c3,F00035,malicious,1,1788,116.0,117,False,False,False,False,70,209.27450561523438,True,0.9828065633773804
optimism:0x47a1ef086545283991674ff23a7b5926d09d49ff,F00036,malicious,1,2981,265.0,266,False,False,False,False,149,477.6863098144531,True,0.9989369511604309
optimism:0x638b4f9ff3ccefc9a55abcc413af362b1a319d92,F00007,malicious,1,2847,169.0,170,False,False,False,False,119,301.0081481933594,True,0.9968383312225342
optimism:0x3ff1b6bf72726dd94435cbd74afab5ee0d3f3e24,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x5f41de8793e074117d8b9d8f06c40dee00ea3d9f,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x000005d2c018e5146489b81e850cf3c31260bd97,F00037,malicious,1,5389,140.0,141,False,False,False,False,57,277.8644714355469,True,0.998788058757782
optimism:0x6e86f8ab6ed57f8b667ae7e301e1af9e2cb7ee2b,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x068315334224a8433971b72504434e741a034e35,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0x9e70478412c51f17131a94e38cc2241eea4b92e3,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
optimism:0xef89adb7fa0cd0b8d877a8cd1022d94b06cacd33,F00004,malicious,1,836,187.0,188,False,False,False,False,122,330.8804016113281,True,0.17839884757995605
gnosis:0x95eb89311ffb27112e657b8a6eaaf7391192c83a,F00038,malicious,1,3444,160.0,161,False,False,False,False,107,282.8196716308594,True,0.9995266199111938
gnosis:0x9d1eaf1f10505f722f69184c235a1d0aa7e604ad,F00039,malicious,1,1946,304.0,305,False,False,False,False,156,527.4336547851562,True,0.9763626456260681
gnosis:0xdd3b42b0d15d74604f493a59a7876a87c6bffbc0,F00015,malicious,1,6377,80.0,81,False,False,False,False,51,163.67715454101562,True,0.9993033409118652
gnosis:0x6a37601de01b14f80073471d58b958db5397705c,F00023,malicious,1,989,289.0,290,False,False,False,False,145,472.256103515625,True,0.9961605072021484
gnosis:0x0000013e81b16d6f369a3376cb38381c06606ed8,F00013,malicious,1,3370,108.0,109,False,False,False,False,57,217.76864624023438,True,0.9980840682983398
gnosis:0x3a59958ac688f277389e7a6f270df93801a71259,F00020,malicious,1,1784,210.0,211,False,False,False,False,151,412.4334716796875,True,0.9455476999282837
gnosis:0x5d4bc0637d7246a5c61032d0e9dbf70ed63cb2ea,F00039,malicious,1,1946,304.0,305,False,False,False,False,156,527.4336547851562,True,0.9763626456260681
gnosis:0xc85230fbb8901f60a43cabaf4a7d15169c32b30b,F00001,malicious,1,5110,132.0,133,False,False,False,False,65,235.4339599609375,True,0.8639504313468933
gnosis:0x3f873015528da679bf41a939074851e2c9d65c4f,F00020,malicious,1,1784,210.0,211,False,False,False,False,151,412.4334716796875,True,0.9455476999282837
gnosis:0xa5a465f94e26fae4770a29560d46529131c56d02,F00020,malicious,1,1784,210.0,211,False,False,False,False,151,412.4334716796875,True,0.9455476999282837
gnosis:0xf6797c7ba905340e37233f1224bff64831d54daa,F00031,malicious,1,3711,315.0,316,False,False,False,False,156,548.3821411132812,True,0.9545584321022034
gnosis:0x68b33b340cce1e563877337865d91f595147e338,F00036,malicious,1,2981,265.0,266,False,False,False,False,149,477.6863098144531,True,0.9989369511604309
arbitrum:0x1e98fdd75814401686a495f072fa350a334c9fa0,F00040,malicious,1,3412,181.0,182,False,False,False,False,127,336.4376525878906,True,0.9994958639144897
arbitrum:0x913ef342a833f58ba924e819b25c345e2ae9e5a7,F00041,malicious,1,6206,102.0,103,False,False,False,False,51,205.81491088867188,True,0.999377965927124
arbitrum:0xc10fc591f2e9479c493a3da0e924a2c6cd3fc77a,F00022,malicious,1,4189,80.0,81,False,False,False,False,51,163.67715454101562,True,0.9995599389076233
arbitrum:0x019ec4777db677f05485d5e575cd0fe961e3e0b3,F00001,malicious,1,5087,132.0,133,False,False,False,False,65,235.4339599609375,True,0.8639504313468933
arbitrum:0x95bee585ec20700a56734c9c46245960c1e39d20,F00042,malicious,1,3946,81.0,82,False,False,False,False,50,165.63177490234375,True,0.9990710020065308
arbitrum:0x3d3562c4b60738ceee4d32f6d8234f27c4eb45d1,F00038,malicious,1,3444,160.0,161,False,False,False,False,107,282.8196716308594,True,0.9995266199111938
arbitrum:0xbc71a34405c357b76c5528bfaa92dc28c5cf0715,F00043,malicious,1,1289,214.0,215,False,False,False,False,154,409.4424133300781,True,0.9998549222946167
arbitrum:0x8439e23a0cf0e154e18dadd901c3c6df23558597,F00041,malicious,1,7549,282.0,283,False,False,False,False,149,506.9106750488281,True,0.04373449087142944
arbitrum:0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,F00044,malicious,1,2039,92.0,93,False,False,False,False,50,186.7083282470703,True,0.9993084669113159
arbitrum:0xe98ff50b1545465e864e21db780cc3e63ac440bc,F00022,malicious,1,3075,69.0,70,False,False,False,False,51,142.58070373535156,True,0.8016701340675354
arbitrum:0x1e142b1f5ea1b5b12ddb8db5d96f85aacdafb7cb,F00045,malicious,1,11792,236.0,237,False,False,False,False,128,475.63751220703125,True,0.6570164561271667
arbitrum:0x58656df2dc165bb366e342964555c23c1d38cc48,F00046,malicious,1,2702,181.0,182,False,False,False,False,127,336.4376525878906,True,0.8410876393318176
arbitrum:0xf01b73819eb14ff5394727bcb6ea656bdddbbea6,F00031,malicious,1,3399,315.0,316,False,False,False,False,156,548.3821411132812,True,0.9545584321022034
arbitrum:0x6e0abca1f2b71787fcbf9b6e8e26397cd980893e,F00020,malicious,1,1784,210.0,211,False,False,False,False,151,412.4334716796875,True,0.9455476999282837
arbitrum:0x3c07384a2887950532a010b14326ee8a0edfcb3b,F00031,malicious,1,3399,315.0,316,False,False,False,False,156,548.3821411132812,True,0.9545584321022034
arbitrum:0x5b5f9ee26421e88a6509f68d0b50a98e1946d96d,F00048,malicious,1,5406,224.0,225,False,False,False,False,114,404.9571533203125,True,0.9979116320610046
arbitrum:0x0e6513a4bd58c073aab8dea150fa09f65592476e,F00036,malicious,1,2981,265.0,266,False,False,False,False,149,477.6863098144531,True,0.9989369511604309
arbitrum:0xa8d943374c909ae9353f363c9c000f15e97c8f76,F00040,malicious,1,3411,181.0,182,False,False,False,False,127,336.4376525878906,True,0.9994958639144897
arbitrum:0x89046d34e70a65acab2152c26a0c8e493b5ba629,F00008,malicious,1,3544,91.0,92,False,False,False,False,51,184.7532958984375,True,0.9993245601654053
arbitrum:0x289c9c58355e1a7d2b0ad4a5e8f2c3c961b48ae9,F00008,malicious,1,3544,91.0,92,False,False,False,False,51,184.7532958984375,True,0.9993245601654053
arbitrum:0x163193c89de836e82bb121bd0dbcaba7e8ba67dc,F00008,malicious,1,3544,91.0,92,False,False,False,False,51,184.7532958984375,True,0.9993245601654053
arbitrum:0xe93bc144cf11af93c705e28a9602550242edea8f,F00049,malicious,1,2688,227.0,228,False,False,False,False,147,402.08843994140625,True,0.9993951320648193
arbitrum:0xbbc9e6412d2b48acd4273faca993bd1a3e0d11da,F00050,malicious,1,3518,281.0,282,False,False,False,False,157,506.8927307128906,True,0.9350136518478394
arbitrum:0xd6464c671084289ed0c3082a9853491b7115a630,F00007,malicious,1,2847,169.0,170,False,False,False,False,119,301.0081481933594,True,0.9968383312225342
arbitrum:0x926ee06fc0474b8158c049b8a32aa13a7e9aafad,F00032,malicious,1,6989,202.0,203,False,False,False,False,119,363.88385009765625,True,0.992250382900238
arbitrum:0xbd2bef4b50b16276b9765be7c240b006c91ffc85,F00040,malicious,1,3412,181.0,182,False,False,False,False,127,336.4376525878906,True,0.9994958639144897
arbitrum:0x8e7d36600b034e6b7e0266419ec899c36499f066,F00049,malicious,1,2614,227.0,228,False,False,False,False,147,402.08843994140625,True,0.9993951320648193
arbitrum:0x055e040ee80039ce86f65dfe004310fe61f7fe46,F00020,malicious,1,1784,210.0,211,False,False,False,False,151,412.4334716796875,True,0.9455476999282837
arbitrum:0x000005d2c018e5146489b81e850cf3c31260bd97,F00037,malicious,1,5389,140.0,141,False,False,False,False,57,277.8644714355469,True,0.998788058757782
arbitrum:0xc57a8d27297d19322ff8f3b9991039bed5ec70f1,F00051,malicious,1,2350,181.0,182,False,False,False,False,127,336.4376525878906,True,0.8691134452819824
arbitrum:0x4b35bd14dbb9a256184e663284c1db5ad04db403,F00022,malicious,1,4004,80.0,81,False,False,False,False,51,163.67715454101562,True,0.9995599389076233
arbitrum:0xe03a11a639c5a700ebcbaf849878513c62e8d73c,F00052,malicious,1,3097,249.0,250,False,False,False,False,160,473.6307373046875,True,0.9993152618408203
arbitrum:0xa95fe02029d9aa507fe44b4a46e7bb613fcf6dbb,F00003,malicious,1,2028,304.0,305,False,False,False,False,161,526.5103759765625,True,0.9926337599754333
arbitrum:0x3fbf05c536dfcde58d80febc2028476a32c2f3fd,F00039,malicious,1,1946,304.0,305,False,False,False,False,156,527.4336547851562,True,0.9763626456260681
arbitrum:0x9b9d06bba2f40ae51b352ae17381249fdfaac49f,F00007,malicious,1,2847,169.0,170,False,False,False,False,119,301.0081481933594,True,0.9968383312225342
arbitrum:0x0dd61275ecd8666b3bfe77ff1ce17a98b542caad,F00024,malicious,1,2140,129.0,130,False,False,False,False,58,257.90093994140625,True,0.9994309544563293
arbitrum:0x38c57fd1ad45425a2c89eecb1f2c78ec4290c254,F00043,malicious,1,1289,214.0,215,False,False,False,False,154,409.4424133300781,True,0.9998549222946167
arbitrum:0x38f34ffe6266c3f3e6a2c1e2a2ff091884a5482e,F00008,malicious,1,3544,91.0,92,False,False,False,False,51,184.7532958984375,True,0.9993245601654053
arbitrum:0xdd461b55a8b14da4c889fd2b5dab1f8768203ac4,F00001,malicious,1,5110,132.0,133,False,False,False,False,65,235.4339599609375,True,0.8639504313468933
arbitrum:0x93c1bfc95c20d212c85c6bbc74bd339b3c0086da,F00008,malicious,1,3785,130.0,131,False,False,False,False,59,259.89434814453125,True,0.9993982315063477
arbitrum:0x8ffee2ba2ee578ba6d2ebdb09e7dc27e8bc2c5d7,F00053,malicious,1,5287,187.0,188,False,False,False,False,67,371.9873352050781,True,0.9414406418800354
arbitrum:0xf1d92ee5c530138378069c7aa7796fe643bc1b03,F00054,malicious,1,3485,321.0,322,False,False,False,False,152,560.032958984375,True,0.9814853668212891
arbitrum:0x709c95a75c89d57f28b4f4ef8a8617a466ed7988,F00022,malicious,1,3507,69.0,70,False,False,False,False,51,142.58070373535156,True,0.8016701340675354
arbitrum:0x76ff9c83c537ec01ff2e4102c1554a314840e765,F00055,malicious,1,6382,103.0,104,False,False,False,False,50,207.77099609375,True,0.9996587038040161
arbitrum:0x39613fef285d9cee7288acfb2e6256e1ccfae8c1,F00020,malicious,1,1982,341.0,342,False,False,False,False,186,618.3803100585938,True,0.9961666464805603
arbitrum:0x1f18fb6e06c31539304bc700f8f203b43502d0d6,F00057,malicious,1,1626,59.0,60,False,False,False,False,50,123.4134292602539,True,0.9903087019920349
arbitrum:0x4e5575d4e5b559f32a3fb26711de499280b53bc9,F00031,malicious,1,3399,315.0,316,False,False,False,False,156,548.3821411132812,True,0.9545584321022034
arbitrum:0x0061a9da09d7deac392c4b17f3718fecba7c5259,F00023,malicious,1,989,289.0,290,False,False,False,False,145,472.256103515625,True,0.9961605072021484
arbitrum:0xe9243c7fa354d34b601fd5e5d1c9bff7194be325,F00053,malicious,1,5255,187.0,188,False,False,False,False,67,371.9873352050781,True,0.9414406418800354
arbitrum:0x475d10e5b1253e1c03e7ead90266352b98cfd994,F00007,malicious,1,2847,169.0,170,False,False,False,False,119,301.0081481933594,True,0.9968383312225342
arbitrum:0x43d9fb2969ba6fb94705bcf3e97b9cde1013c7a3,F00058,malicious,1,987,339.0,340,False,False,False,False,212,660.3660278320312,True,0.9742544889450073
arbitrum:0xfe9581540414b2e45b1f2eb6e17a8e2b28b4ba65,F00031,malicious,1,4593,339.0,340,False,False,False,False,149,568.5488891601562,True,0.6719399094581604
base:0xebd40467f4ff6e7bc6563890cdb50adebbb1c2b0,F00006,malicious,1,2214,442.0,443,False,False,False,False,204,775.20703125,True,0.931821882724762
base:0xaa114220c7f4b01ce91c6722da84e6f8021f7358,F00059,malicious,1,2249,101.0,102,False,False,False,False,54,204.80740356445312,True,0.9973920583724976
base:0xd8ee44eb8fa9c5ecc0052fc04ffe5d58904aff78,F00060,malicious,1,2353,101.0,102,False,False,False,False,54,204.80740356445312,True,0.9985646605491638
base:0xe091aa0fc886e16ada66fa7d1a3c6b3c9d7946b2,F00061,malicious,1,2933,128.0,129,False,False,False,False,75,235.81198120117188,True,0.9461227059364319
base:0x572065f25b2af0081bca42d1b173e507e8005e54,F00008,malicious,1,3544,91.0,92,False,False,False,False,51,184.7532958984375,True,0.9993245601654053
base:0xd0120967143b20b1142e9da31d6d2280d883f499,F00062,malicious,1,595,246.0,247,False,False,False,False,160,440.6194763183594,True,0.9995219707489014
base:0xfde6b0b682d7c99559fd66fbd4ac425301a03ec5,F00023,malicious,1,989,289.0,290,False,False,False,False,145,472.256103515625,True,0.9961605072021484
base:0xd1d4b213d67bf213563629da22769fe335950da2,F00063,malicious,1,1755,59.0,60,False,False,False,False,50,123.4134292602539,True,0.9751383066177368
