0x0	0xd
0xd	0x1d
0xb3	0xe2
0x9d	0xe96e
0x62	0x6e
0xe9	0xeb
0x149	0x1550x12a
0x10b9	0x10bc
0x1a8a	0x1ace
0x1109	0x110e
0x10e1	0x10f8
0x10bc	0x10c6
0x1ad5	0x1b16
0x1b1d	0x1b5e
0x1b65	0x1ba6
0x1bad	0x1bee
0x1bf5	0x1c36
0x1c3d	0x1c7e
0x1c85	0x1cc6
0x1ccd	0x1d0e
0x1d15	0x1d56
0x1d5d	0x1d9e
0x1da5	0x1de6
0x1e17	0x1e1c
0x27ea	0x2803
0x2823	0x2828
0x2828	0x2835
0x2852	0x2857
0xe970	0xb3
0x12a	0x132
0x184	0x18c
0x1b6	0x1be
0x1d5	0x1dd
0x2db2	0x2dc2
0x3e	0x49
0x1d	0x28
0x28	0x33
0x33	0x3e
0x49	0x54
0x54	0x5f
0x6e	0x79
0x79	0x84
0x84	0x8f
0x8f	0x9a
0x10c6	0x10da
0x2835	0x283e
0x2d39B0x278f	0x2d3eB0x278f
0x2d3eB0x278f	0x2d47B0x278f
0x2c45B0x18f	0x2c52B0x18f
0x2883B0x2c55B0x18f	0x2894B0x2c55B0x18f
0x2c74B0x1c1	0x2c83B0x1c1
0x2883B0x2c86B0x1c1	0x2894B0x2c86B0x1c1
0x2883B0x2c91B0x1c1	0x2894B0x2c91B0x1c1
0x2c67B0x2ca1B0x1c1	0x2c71B0x2ca1B0x1c1
0x28aaB0xf1	0x28b9B0xf1
0x2883B0x28bcB0xf1	0x2894B0x28bcB0xf1
0x2883B0x28c7B0xf1	0x2894B0x28c7B0xf1
0x2c45B0x171	0x2c52B0x171
0x2883B0x2c55B0x171	0x2894B0x2c55B0x171
0x28aaB0x1a3	0x28b9B0x1a3
0x2883B0x28bcB0x1a3	0x2894B0x28bcB0x1a3
0x2883B0x28c7B0x1a3	0x2894B0x28c7B0x1a3
0x2df4B0x283e	0x2e01B0x283e
0x2c67B0x2e04B0x283e	0x2c71B0x2e04B0x283e
0x20bB0xff	0x24fB0xff
0x256B0xff	0x297B0xff
0x29eB0xff	0x2dfB0xff
0x2e6B0xff	0x327B0xff
0x32eB0xff	0x36fB0xff
0x376B0xff	0x3b7B0xff
0x3beB0xff	0x3ffB0xff
0x406B0xff	0x447B0xff
0x44eB0xff	0x48fB0xff
