0x0	0xd
0x496B0xff	0x4d7B0xff
0x4deB0xff	0x51fB0xff
0x526B0xff	0x567B0xff
0x598B0xff	0x59dB0xff
0x5bdB0xff	0x5ccB0xff
0x5e3B0xff	0x620B0xff
0x64bB0xff	0x655B0xff
0x66cB0xff	0x674B0xff
0x6ed0x20bB0xff	0x6f70x20bB0xff
0x6ae0x20bB0xff	0x6c80x20bB0xff
0x6880x20bB0xff	0x68f0x20bB0xff
0x6e80x20bB0xff	0x6ed0x20bB0xff
0x2d39B0x68f0x20bB0xff	0x2d3eB0x68f0x20bB0xff
0x2d3eB0x68f0x20bB0xff	0x2d47B0x68f0x20bB0xff
0x2d00B0x627B0xff	0x2d0dB0x627B0xff
0x2b3eB0x135	0x2b4cB0x135
0x2b4fB0x135	0x2b62B0x135
0x2b65B0x135	0x2b72B0x135
0x2b85B0x135	0x2ba0B0x135
0x2ba3B0x135	0x2ba8B0x135
0x2ba8B0x135	0x2bb1B0x135
0x2925B0xe7fdB0x135	0x2947B0xe7fdB0x135
0x2883B0x2bb1B0x135	0x2894B0x2bb1B0x135
0x2956B0x2b75B0x135	0x2968B0x2b75B0x135
0x2883B0x289aB0x2bcaB0x135	0x2894B0x289aB0x2bcaB0x135
0x1689B0x17f	0x16cdB0x17f
0x16d4B0x17f	0x1715B0x17f
0x171cB0x17f	0x175dB0x17f
0x1764B0x17f	0x17a5B0x17f
0x17acB0x17f	0x17edB0x17f
0x17f4B0x17f	0x1835B0x17f
0x183cB0x17f	0x187dB0x17f
0x1884B0x17f	0x18c5B0x17f
0x18ccB0x17f	0x190dB0x17f
0x1914B0x17f	0x1955B0x17f
0x195cB0x17f	0x199dB0x17f
0x19a4B0x17f	0x19e5B0x17f
0x1a16B0x17f	0x1a1bB0x17f
0x1a32B0x17f	0x1a41B0x17f
0x1a58B0x17f	0x1a83B0x17f
0x1e55B0x1b1	0x1e99B0x1b1
0x1ea0B0x1b1	0x1ee1B0x1b1
0x1ee8B0x1b1	0x1f29B0x1b1
0x1f30B0x1b1	0x1f71B0x1b1
0x1f78B0x1b1	0x1fb9B0x1b1
0x1fc0B0x1b1	0x2001B0x1b1
0x2008B0x1b1	0x2049B0x1b1
0x2050B0x1b1	0x2091B0x1b1
0x2098B0x1b1	0x20d9B0x1b1
0x20e0B0x1b1	0x2121B0x1b1
0x2128B0x1b1	0x2169B0x1b1
0x2170B0x1b1	0x21b1B0x1b1
0x21e2B0x1b1	0x21e7B0x1b1
0x21feB0x1b1	0x220dB0x1b1
0x2224B0x1b1	0x2261B0x1b1
0x228cB0x1b1	0x2296B0x1b1
0x22adB0x1b1	0x22b5B0x1b1
0x2dd5B0x1b1	0x2ddcB0x1b1
0x6ed0x1e55B0x1b1	0x6f70x1e55B0x1b1
0x6ae0x1e55B0x1b1	0x6c80x1e55B0x1b1
0x6880x1e55B0x1b1	0x68f0x1e55B0x1b1
0x6e80x1e55B0x1b1	0x6ed0x1e55B0x1b1
0x2d39B0x68f0x1e55B0x1b1	0x2d3eB0x68f0x1e55B0x1b1
0x2d3eB0x68f0x1e55B0x1b1	0x2d47B0x68f0x1e55B0x1b1
0x2d00B0x2268B0x1b1	0x2d0dB0x2268B0x1b1
0x22cfB0x1d0	0x2313B0x1d0
0x231aB0x1d0	0x235bB0x1d0
0x2362B0x1d0	0x23a3B0x1d0
0x23aaB0x1d0	0x23ebB0x1d0
0x23f2B0x1d0	0x2433B0x1d0
0x243aB0x1d0	0x247bB0x1d0
0x2482B0x1d0	0x24c3B0x1d0
0x24caB0x1d0	0x250bB0x1d0
0x2512B0x1d0	0x2553B0x1d0
0x255aB0x1d0	0x259bB0x1d0
0x25a2B0x1d0	0x25e3B0x1d0
0x25eaB0x1d0	0x262bB0x1d0
0x265cB0x1d0	0x2661B0x1d0
0x2678B0x1d0	0x2687B0x1d0
0x269eB0x1d0	0x26dbB0x1d0
0x2706B0x1d0	0x2710B0x1d0
0x271fB0x1d0	0x2764B0x1d0
0x2d00B0x26e2B0x1d0	0x2d0dB0x26e2B0x1d0
0x2df4B0x276bB0x1d0	0x2e01B0x276bB0x1d0
0x2c67B0x2e04B0x276bB0x1d0	0x2c71B0x2e04B0x276bB0x1d0
0x2af1B0x117	0x2affB0x117
0x2b0dB0x117	0x2b25B0x117
0x2883B0x2b02B0x117	0x2894B0x2b02B0x117
0x2988B0x2b28B0x117	0x299bB0x2b28B0x117
0x29b5B0x2b28B0x117	0x29c6B0x2b28B0x117
0x2979B0x2b28B0x117	0x2985B0x2b28B0x117
0x2925B0x29a2B0x2b28B0x117	0x2947B0x29a2B0x2b28B0x117
0xbffB0x125	0xc43B0x125
0xc4aB0x125	0xc8bB0x125
0xc92B0x125	0xcd3B0x125
0xcdaB0x125	0xd1bB0x125
0xd22B0x125	0xd63B0x125
0xd6aB0x125	0xdabB0x125
0xdb2B0x125	0xdf3B0x125
0xdfaB0x125	0xe3bB0x125
0xe42B0x125	0xe83B0x125
0xe8aB0x125	0xecbB0x125
0xed2B0x125	0xf13B0x125
0xf1aB0x125	0xf5bB0x125
0xf8cB0x125	0xf91B0x125
0xfc1B0x125	0xfdaB0x125
0xffaB0x125	0xfffB0x125
0xfffB0x125	0x1009B0x125
0x1020B0x125	0x1028B0x125
0x102cB0x125	0x1032B0x125
0x1051B0x125	0x106bB0x125
0x108bB0x125	0x1090B0x125
0x1090B0x125	0x109aB0x125
0x1028B0x125	0x102cB0x125
0x2d39B0x1032B0x125	0x2d3eB0x1032B0x125
0x2d3eB0x1032B0x125	0x2d47B0x1032B0x125
0x2d39B0xfa8B0x125	0x2d3eB0xfa8B0x125
0x2d3eB0xfa8B0x125	0x2d47B0xfa8B0x125
0x2ab7B0x104	0x2ac4B0x104
0x2ac7B0x104	0x2adaB0x104
0x2a09B0x2addB0x104	0x2a24B0x2addB0x104
0x2a27B0x2addB0x104	0x2a2bB0x2addB0x104
0x2a4aB0x2addB0x104	0x2a5fB0x2addB0x104
0x28fcB0x2addB0x104	0x2918B0x2addB0x104
0x2a77B0x2addB0x104	0x2a87B0x2addB0x104
0x2a2bB0x2addB0x104	0x2a34B0x2addB0x104
0x29e5B0x2addB0x104	0x29f1B0x2addB0x104
0x2a34B0x2addB0x104	0x2a47B0x2addB0x104
0x2925B0xe7d9B0x2addB0x104	0x2947B0xe7d9B0x2addB0x104
0x2883B0x2a6aB0x2addB0x104	0x2894B0x2a6aB0x2addB0x104
0x2956B0x29f4B0x2addB0x104	0x2968B0x29f4B0x2addB0x104
0x2988B0x2a8aB0x2addB0x104	0x299bB0x2a8aB0x2addB0x104
0x29b5B0x2a8aB0x2addB0x104	0x29c6B0x2a8aB0x2addB0x104
0x2979B0x2a8aB0x2addB0x104	0x2985B0x2a8aB0x2addB0x104
0x2925B0x29a2B0x2a8aB0x2addB0x104	0x2947B0x29a2B0x2a8aB0x2addB0x104
0x2be5B0x15e	0x2bf4B0x15e
0x2bf7B0x15e	0x2c0aB0x15e
0x2883B0x2c19B0x15e	0x2894B0x2c19B0x15e
0x2883B0x2c2aB0x15e	0x2894B0x2c2aB0x15e
0x2a09B0x2c0dB0x15e	0x2a24B0x2c0dB0x15e
0x2a27B0x2c0dB0x15e	0x2a2bB0x2c0dB0x15e
0x2a4aB0x2c0dB0x15e	0x2a5fB0x2c0dB0x15e
0x28fcB0x2c0dB0x15e	0x2918B0x2c0dB0x15e
0x2a77B0x2c0dB0x15e	0x2a87B0x2c0dB0x15e
0x2a2bB0x2c0dB0x15e	0x2a34B0x2c0dB0x15e
0x29e5B0x2c0dB0x15e	0x29f1B0x2c0dB0x15e
0x2a34B0x2c0dB0x15e	0x2a47B0x2c0dB0x15e
0x2925B0xe7d9B0x2c0dB0x15e	0x2947B0xe7d9B0x2c0dB0x15e
0x2883B0x2a6aB0x2c0dB0x15e	0x2894B0x2a6aB0x2c0dB0x15e
0x2956B0x29f4B0x2c0dB0x15e	0x2968B0x29f4B0x2c0dB0x15e
0x2988B0x2a8aB0x2c0dB0x15e	0x299bB0x2a8aB0x2c0dB0x15e
0x29b5B0x2a8aB0x2c0dB0x15e	0x29c6B0x2a8aB0x2c0dB0x15e
0x2979B0x2a8aB0x2c0dB0x15e	0x2985B0x2a8aB0x2c0dB0x15e
0x2925B0x29a2B0x2a8aB0x2c0dB0x15e	0x2947B0x29a2B0x2a8aB0x2c0dB0x15e
0xacdB0x112	0xad8B0x112
0x718B0x112	0x75cB0x112
0x763B0x112	0x7a4B0x112
0x7abB0x112	0x7ecB0x112
0x7f3B0x112	0x834B0x112
0x83bB0x112	0x87cB0x112
0x883B0x112	0x8c4B0x112
0x8cbB0x112	0x90cB0x112
0x913B0x112	0x954B0x112
0x95bB0x112	0x99cB0x112
0x9a3B0x112	0x9e4B0x112
0x9ebB0x112	0xa2cB0x112
0xa33B0x112	0xa74B0x112
0xaa5B0x112	0xaaaB0x112
0xac1B0x112	0xac3B0x112
0xb72B0x112	0xb7aB0x112
0xb09B0x112	0xb22B0x112
0xb42B0x112	0xb47B0x112
0xb47B0x112	0xb51B0x112
0xac3B0x112	0xacdB0x112
0xb99B0x112	0xbb3B0x112
0xbd3B0x112	0xbd8B0x112
0xbd8B0x112	0xbe2B0x112
0x2d39B0xb7aB0x112	0x2d3eB0xb7aB0x112
0x2d3eB0xb7aB0x112	0x2d47B0xb7aB0x112
0x2d39B0xadfB0x112	0x2d3eB0xadfB0x112
0x2d3eB0xadfB0x112	0x2d47B0xadfB0x112
0x14c9B0x16c	0x14d4B0x16c
0x1114B0x16c	0x1158B0x16c
0x115fB0x16c	0x11a0B0x16c
0x11a7B0x16c	0x11e8B0x16c
0x11efB0x16c	0x1230B0x16c
0x1237B0x16c	0x1278B0x16c
0x127fB0x16c	0x12c0B0x16c
0x12c7B0x16c	0x1308B0x16c
0x130fB0x16c	0x1350B0x16c
0x1357B0x16c	0x1398B0x16c
0x139fB0x16c	0x13e0B0x16c
0x13e7B0x16c	0x1428B0x16c
0x142fB0x16c	0x1470B0x16c
0x14a1B0x16c	0x14a6B0x16c
0x14bdB0x16c	0x14bfB0x16c
0x156eB0x16c	0x15acB0x16c
0x1505B0x16c	0x151eB0x16c
0x153eB0x16c	0x1543B0x16c
0x1543B0x16c	0x154dB0x16c
0x14bfB0x16c	0x14c9B0x16c
0x15d7B0x16c	0x15e1B0x16c
0x1603B0x16c	0x160aB0x16c
0x1629B0x16c	0x1643B0x16c
0x1663B0x16c	0x1668B0x16c
0x1668B0x16c	0x1672B0x16c
0x2d39B0x160aB0x16c	0x2d3eB0x160aB0x16c
0x2d3eB0x160aB0x16c	0x2d47B0x160aB0x16c
0x2d39B0x14dbB0x16c	0x2d3eB0x14dbB0x16c
0x2d3eB0x14dbB0x16c	0x2d47B0x14dbB0x16c
0x2d00B0x15b3B0x16c	0x2d0dB0x15b3B0x16c
0x6790x20bB0xff	0x67b0x20bB0xff
0x6790x1e55B0x1b1	0x67b0x1e55B0x1b1
