0x5b4
0x5b5
0x5b7
0x5b8
0x5b9
0x5ba
0x5bb
0x5bc
0x710
0x711
0x712
0x713
0x714
0x715
0x716
0x717
0xbfb
0xbfc
0xbfd
0xbfe
0x10b3
0x10b4
0x10b5
0x10b6
0x10b7
0x10b8
0x2897
0x2898
0x2899
0x28e8
0x28e9
0x28ee
0x28f0
0x28f1
0x28f2
0x28f3
0x28f5
0x28f7
0x28f8
0x28fa
0x28fb
0x2a04
0x2a05
0x2a08
0x2c3a
0x2c3b
0x2c3c
0x2c3d
0x2c3e
0x2c3f
0x2c40
0x2c41
0x2c42
0x2c43
0x2c44
0x2c60
0x2c61
0x2c62
0x2c63
0x2c64
0x2c65
0x2c66
0x2cb1
0x2cb2
0x2cb7
0x2cb9
0x2cba
0x2cbb
0x2cbc
0x2cbe
0x2cc0
0x2cc1
0x2cc3
0x2cc4
