0x5f
0x60
0x61
0x62
0x65c
0x66f
0x689
0x69c
0x6e7
0x6fa
0x751
0x764
0x8c4
0x8c5
0x8c6
0x8c7
0x8c8
0x8c9
0x8ca
0x8cb
0x8e4
0x90e
0x92b
0x947
0x9c0
0x9dd
0xa0a
0xb6a
0xba8
0xbca
0xbe6
0xeaf
0xeb0
0xed1
0xed2
0xed3
0xed5
0xed7
0xed8
0xeda
0xedb
