budget,auprc_delta,auprc_ci_low,auprc_ci_high,auprc_excludes_zero,recall_5pct_delta,recall_5pct_ci_low,recall_5pct_ci_high,recall_5pct_excludes_zero
2048,0.033424702629226845,0.0035572751553973685,0.06618661138102916,True,0.11187528656579548,0.04523243410991007,0.18969021272075934,True
8192,-0.029901374547892694,-0.06433588360533803,-0.0008249205907745488,True,-0.005502063273727635,-0.03438766929669197,0.023580904878851564,False
16384,-0.02205233811517171,-0.05538505067599604,0.007955266104880376,False,-0.00687757909215958,-0.04176305939249392,0.022381324404761947,False
