budget,condition,auprc_delta,auprc_ci_low,auprc_ci_high,auprc_excludes_zero
2048,flood200,0.3612720130083646,0.26414204100576355,0.4588020574594766,True
8192,flood200,0.020725632448910753,-0.0183495441359114,0.06270636542575243,False
16384,flood200,0.010239007247703102,-0.02102906352502186,0.04098697635802581,False
