auprc,auroc,brier,threshold_1pct,recall_at_1pct,observed_fpr_at_1pct,precision_at_1pct,f1_at_1pct,threshold_5pct,recall_at_5pct,observed_fpr_at_5pct,precision_at_5pct,f1_at_5pct,threshold_10pct,recall_at_10pct,observed_fpr_at_10pct,precision_at_10pct,f1_at_10pct,model,seed,test_fold,val_fold,temperature,n_train,n_val,n_test,wall_seconds
0.7812828475357992,0.8290704439670604,0.17491911152244272,0.8075639605522156,0.3026315789473684,0.01020408163265306,0.9387755102040817,0.4577114427860696,0.5159500241279602,0.506578947368421,0.027210884353741496,0.9058823529411765,0.6497890295358648,0.3981780707836151,0.5328947368421053,0.07142857142857142,0.7941176470588235,0.6377952755905513,flat_cnn_matched_2048,7702,0,1,1.4062823057174683,1298,446,446,5.5259785652160645
0.8994895040596327,0.9423287671232877,0.08600779216602158,0.878843367099762,0.5821917808219178,0.03666666666666667,0.8854166666666666,0.7024793388429752,0.4958963096141815,0.8561643835616438,0.08666666666666667,0.8278145695364238,0.8417508417508417,0.36982300877571106,0.8835616438356164,0.12666666666666668,0.7724550898203593,0.8242811501597443,flat_cnn_matched_2048,7702,1,2,1.5973031520843506,1317,427,446,4.685849666595459
0.9228395266048885,0.9516507703595011,0.08575508421232897,0.7319138646125793,0.7034482758620689,0.01773049645390071,0.9532710280373832,0.8095238095238095,0.23892953991889954,0.8068965517241379,0.07446808510638298,0.8478260869565217,0.8268551236749117,0.09977468103170395,0.9103448275862069,0.12411347517730496,0.7904191616766467,0.8461538461538463,flat_cnn_matched_2048,7702,2,3,1.457273244857788,1316,447,427,7.6425440311431885
0.875767246231444,0.947724925581678,0.07383542141694392,0.9273139238357544,0.3655913978494624,0.002824858757062147,0.9714285714285714,0.53125,0.827879786491394,0.6129032258064516,0.002824858757062147,0.9827586206896551,0.7549668874172185,0.6916416883468628,0.7096774193548387,0.03672316384180791,0.8354430379746836,0.7674418604651164,flat_cnn_matched_2048,7702,3,4,2.195829391479492,1319,424,447,6.861652851104736
0.936997286856328,0.9445542997101319,0.1061718178614562,0.7029750347137451,0.5654450261780105,0.008583690987124463,0.9818181818181818,0.7176079734219271,0.5667917728424072,0.8219895287958116,0.04721030042918455,0.9345238095238095,0.8746518105849582,0.3400164544582367,0.9109947643979057,0.2145922746781116,0.7767857142857143,0.8385542168674699,flat_cnn_matched_2048,7702,4,0,4.686634540557861,1320,446,424,8.08687448501587
0.7426161208458085,0.793781328320802,0.17984313513282255,0.8454914093017578,0.40789473684210525,0.013605442176870748,0.9393939393939394,0.5688073394495412,0.5496253371238708,0.5131578947368421,0.061224489795918366,0.8125,0.6290322580645162,0.47033119201660156,0.5328947368421053,0.08843537414965986,0.7570093457943925,0.6254826254826256,flat_cnn_matched_2048,7703,0,1,1.6854939460754395,1298,446,446,4.859002113342285
0.8914417774232363,0.9301369863013699,0.09959463406009865,0.954442024230957,0.5753424657534246,0.016666666666666666,0.9438202247191011,0.7148936170212765,0.5328564047813416,0.8424657534246576,0.11333333333333333,0.7834394904458599,0.8118811881188119,0.47110289335250854,0.8561643835616438,0.13666666666666666,0.7530120481927711,0.8012820512820512,flat_cnn_matched_2048,7703,1,2,1.7141307592391968,1317,427,446,4.3725059032440186
0.9086838588553354,0.9499144044998777,0.08633905903142164,0.8343371152877808,0.5793103448275863,0.024822695035460994,0.9230769230769231,0.711864406779661,0.6077852845191956,0.8,0.10638297872340426,0.7945205479452054,0.7972508591065294,0.5512116551399231,0.8344827586206897,0.11702127659574468,0.7857142857142857,0.8093645484949833,flat_cnn_matched_2048,7703,2,3,0.6951591372489929,1316,447,427,2.523184299468994
0.8605349449724339,0.9479375493590911,0.07258409538889263,0.8468108177185059,0.27956989247311825,0.0,1.0,0.43697478991596633,0.6037170886993408,0.6451612903225806,0.04519774011299435,0.7894736842105263,0.7100591715976331,0.46299222111701965,0.7526881720430108,0.10451977401129943,0.6542056074766355,0.7,flat_cnn_matched_2048,7703,3,4,2.761120080947876,1319,424,447,6.037803888320923
0.9386174176720048,0.9523739972586118,0.10151192896455498,0.7365395426750183,0.518324607329843,0.008583690987124463,0.9801980198019802,0.6780821917808219,0.5331045985221863,0.7696335078534031,0.05150214592274678,0.9245283018867925,0.8400000000000001,0.4670698046684265,0.900523560209424,0.0815450643776824,0.900523560209424,0.9005235602094241,flat_cnn_matched_2048,7703,4,0,2.872312545776367,1320,446,424,3.9819741249084473
