item_id,dependence_cluster_id,dependence_cluster_size,authority_address,creator_address,creator_kind,linkage_evidence
ethereum:0xc8e4ddc2952f01399d9825a7fd0008a1a425304b,D0100,1,0xe38dfeae9eab4bc5d9c421abfd17070012a46b14,0x9cc2dad94adca4563ff700adf290e044af290f55,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xc915be4674907da70301b93544edfc8b581f32c2,D0064,3,0x5ac8f5935c7185fa95539e354ee0b417333f0446,0xe324c63fdb51f7d597ff68d92bec74fa054ee128,EOA,SHARED_AUTHORITY_EOA;SHARED_DEPLOYER_EOA
ethereum:0xcac2c3a3f39b23fd3cea6bf5256c1bf00d9c9ebf,D0101,2,0x6e56dbf85352b790a549642e76ea55124865d4a6,0x5700c14b17cc75b71e5976b044404c52d01f4d7c,EOA,SHARED_AUTHORITY_EOA;SHARED_DEPLOYER_EOA
ethereum:0xce613d7769c0266c03146f0e74c6882eaeb4131b,D0102,1,0xed03819a882103f1f16050afd0965ff05b34899b,0xe5efbab66cd584550cddb39d0c3ebc9603bf9943,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xd086d522c3e4e5b5545aa4c420ab1670718bdfa6,D0103,1,0x00c4fe3e7e50971dcb64b1fc07b45064a9f8fd0f,0x984f1fe18f58c22d17858d489518c5b15c3fd879,CONTRACT,SINGLETON_NO_MUST_LINK
ethereum:0xd0aee46690bea6d631c991317bcec929ab7e32a0,D0035,2,0x1fc331a1dee7538fc2c2ba46ab4bcb921d4e059c,0xe8b5bb3520ac6d39347dd0d40492906e2174df8d,EOA,SHARED_DEPLOYER_EOA
ethereum:0xd221318a751b3fcbf47b994f42e5335f655c5144,D0047,2,0x7310655b0215c077473cf5222f665bcc2c10dd7b,0x76d54f4cc560f0bd2b3fa84eb467efd84c272e5c,EOA,SHARED_DEPLOYER_EOA
ethereum:0xd25b513bdda3f2fcd2c5692758731bd632fed6ba,D0104,1,0x73914ea08d08944404c9c9aa14b137532b3a32c0,0xadfd40a2aa379840732a4fb643512a669d58af71,CONTRACT,SINGLETON_NO_MUST_LINK
ethereum:0xd2c66eb938fe5847522891a247264eac90eea93e,D0105,1,0x0ceb39c46adb562e3ea4ad785ef7488f1f3159ab,0x15ce2ea578ed16318f106393440446d11ba2e839,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xd3caa8ecf10cfd59c895991dc10fc0ff43771af6,D0031,2,0xfa23abfc059d8f6c5909fb4a6f8e6170d2a6f75e,0x4676d66b0d5bebe27d99d9c4529ea53c179cd9d2,CONTRACT,SHARED_AUTHORITY_EOA
ethereum:0xd55842a25d6329d76b252402a88c03949e4e1575,D0106,1,0xec1ec72280d406bb7863e1a78da980195e49fc33,0x83c54206ff0bf5a45fe91fb695fcf498b15bde2d,CONTRACT,SINGLETON_NO_MUST_LINK
ethereum:0xd57333cb2701a2f2cb4a60b924544079bf386830,D0107,1,0x2909f36085711790a87dfd75c31a84c3e04fbc31,0x4e59b44847b379578588920ca78fbf26c0b4956c,CONTRACT,SINGLETON_NO_MUST_LINK
ethereum:0xd7abf0c780e1a86198226eb8af1460961a47179e,D0108,1,0xf3df7b834b5d5f95c97e6ead09eb5e56fe94a348,0x459dc0dcb82c7e3c791041f9cdb5f797b6459315,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xd804e2254465160f6e77bac5d67b461291057713,D0109,1,0x695dc826b317e62dd73af1b71741acece4f127d3,0x4271a9d7e3855f0c93c20358b73b064ca8a2488a,CONTRACT,SINGLETON_NO_MUST_LINK
ethereum:0xd829ec00377fb60c1f967f719221eb0fb73ee809,D0110,1,0xce4ccf52a28304d41828fb9a4c53e696c0956062,0xc9ca21b7ec7c6f5e68dbe3649fad8ea4b010b362,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xd837064f54ce1dfefcbd6b7ac5124c91f7410076,D0111,1,0x9a82aa6edbc473a883b8906bf41084c9c1b760f2,0x25f05f77a424ee634759eb3e75ab819d8ddd0c1d,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xd961aeb0e18a1eddbfe62559ae793bf48e8c55df,D0112,1,0xea78d8595ab0127c283297af373a8f5ce7288bb0,0xb27747a3eccc2d4341e0ca47fb23231d286f08ed,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xda3fcb797703dbd914ec76c1ed7c28d8a9b762ba,D0094,2,0xd32a221d4a671724ad666689cc5cc4d103fb13bc,0xd32a221d4a671724ad666689cc5cc4d103fb13bc,CONTRACT,SHARED_AUTHORITY_EOA
ethereum:0xda77ac15efc047e1b0cb34361096172b5936678a,D0113,1,0x6a9ee69b6781c18164ee9f7c58f1763bcffc7c51,0x25dc768d5dad1972220058ea0d27259df7e00c2e,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xda8af8a148b4765d41de66394413e0be74555675,D0019,4,0x4de23f3f0fb3318287378adbde030cf61714b2f3,0xd4459f378bcc4cac5caac4d5f9aba6dd021b93c4,EOA,SHARED_AUTHORITY_EOA
ethereum:0xdc5ebf4013777839a63c84a49da7440a49e1a231,D0075,3,0xe55bad25f464b455a1b932b4a54308dc64bfb984,0x25559a1235637ea303b08aa937a86de8b928b547,EOA,SHARED_DEPLOYER_EOA
ethereum:0xdd1d6933f7be14be38708fa682ff9baf594dbc77,D0006,3,0xd5adabc8f98a485c8efa50599afbe926b3e6dd49,0x024b9e8e4c6c99a4cddec99eb81de826ce961238,EOA,SHARED_AUTHORITY_EOA;SHARED_DEPLOYER_EOA
ethereum:0xddbe20576137949e86517c26d31f62752574a011,D0114,1,0xbc97202312c9fdba229d0d797b216591cb9311d6,0xbc97202312c9fdba229d0d797b216591cb9311d6,CONTRACT,SINGLETON_NO_MUST_LINK
ethereum:0xe0370a580f6c1e092b7c471e1ae0eb74d3574179,D0115,1,0x0000001b4152fb988d37bdae91c86116cb55976c,0x4e59b44847b379578588920ca78fbf26c0b4956c,CONTRACT,SINGLETON_NO_MUST_LINK
ethereum:0xe0a2279460b03b46238068c0363f3146dd0a4b96,D0116,1,0x9f60aeaf1dfa9d4d54a6c7a9b44a5d0f96d37c14,0x00000781f774c6e40da5100047f32e8cc762bae2,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xec3cf3d8d6320fadffcd11a6df0ffd6c6b591414,D0117,1,0xf8d59231bd1c74b8878ccf244c4dfff412c872f5,0xb09ff7f74e627ac36f7ddf2dbdbf9cbea9350aa0,CONTRACT,SINGLETON_NO_MUST_LINK
ethereum:0xeef338963906d306595947a89626e04ea5097bbc,D0118,1,0xf085ea0085213526800cb9837ac62773e6d85892,0x694aada7357097358a96f4a2d8c969af23bb2a7e,CONTRACT,SINGLETON_NO_MUST_LINK
ethereum:0xef93688b67019e4b48f19d924f9f8c1f01fb4b3f,D0119,1,0xd145b17df899a1c30d1159a04b2680832d0b6a60,0xbffd2e0c7b8895aa57ee5534709f3796c21e6c5c,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xf0903e253b18e0dda618635d0a944c5211925006,D0120,1,0x2854b6fb7ed126069f58429d98910e5afdd9a59b,0x2854b6fb7ed126069f58429d98910e5afdd9a59b,CONTRACT,SINGLETON_NO_MUST_LINK
ethereum:0xf4c3b44bbce609c6ea58c4f078a039dd03703790,D0121,1,0xeeaa2562f89bd75d920d785aacd0c401a0105597,0xeeaa2562f89bd75d920d785aacd0c401a0105597,CONTRACT,SINGLETON_NO_MUST_LINK
ethereum:0xf58ad65e4df7d2abde6eabf75f713a945d7f4ac9,D0122,1,0x2c2b8c7505fde921ef91e7b19accda1cd82fdcae,0xd9bc5189fa908e9626ff0713d6a979a639566f48,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xf7e0c440ec56f072adb00f1de6b5574e5313fbb8,D0123,1,0x0ba68bc7f05aea5bb0889cd458c386bedea224d4,0x50452d1de4845b75e35c8ce4882875a111725679,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xfd99cb1daa381e8ffd8cd40effc878babb80e1e1,D0101,2,0x6e56dbf85352b790a549642e76ea55124865d4a6,0x5700c14b17cc75b71e5976b044404c52d01f4d7c,EOA,SHARED_AUTHORITY_EOA;SHARED_DEPLOYER_EOA
ethereum:0xffbbf27bea3680008fc038109045c6d3bdb71916,D0124,1,0x4cdb2078710ddbb40facb61dce2b630c952bca8e,0x140c9bfc3351d22ea2e204e542308a7501e5a8e8,CONTRACT,SINGLETON_NO_MUST_LINK
