item_id,dependence_cluster_id,dependence_cluster_size,authority_address,creator_address,creator_kind,linkage_evidence
ethereum:0xb9ca3b7e9fcdb14681962691b6eb8f3f6600231c,D0093,1,0x340505978c095f141f4ead955e935778669edba8,0xc8e8ab34fe8ba26772b79f3d46cd0583892c9758,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xba7526815e5f62271ea3089cc2824de5389dc956,D0094,2,0xd32a221d4a671724ad666689cc5cc4d103fb13bc,0xd32a221d4a671724ad666689cc5cc4d103fb13bc,CONTRACT,SHARED_AUTHORITY_EOA
ethereum:0xbad39476167ce7f3ae18c322c0fe5d3521816aba,D0095,1,0x681878dc5abaa70d182b3e1c4d6a3fd1e16922c0,0x681878dc5abaa70d182b3e1c4d6a3fd1e16922c0,CONTRACT,SINGLETON_NO_MUST_LINK
ethereum:0xbcc532c6e4786e2c1c1e1fad460a53929f4dc577,D0076,2,0x0e8a2a225eb3e082cd5dee44e35048cce5fe5778,0x93f11b5d00cac1bf3263944b87b53e0418a45e3d,CONTRACT,SHARED_AUTHORITY_EOA
ethereum:0xbe7c4f2d27d6a7c79e5dad8cb99e13c58e468933,D0005,2,0x3d12a3dd360ca2005ad314c51272ad68f6c624c5,0x63029b1ecca553eaf294a51c2be1765136b32d5f,EOA,SHARED_AUTHORITY_EOA
ethereum:0xbee2f0de34362ff34a9189c2b2e67ed61a3300e9,D0089,2,0xe6d91747ec9eb35da40b5d23224d715bcd9e1e62,0x9769f60ead91f63557a2bc9761970e138e34f1f8,EOA,SHARED_AUTHORITY_EOA
ethereum:0xbfdc2ff6acc9e78dd309e127d4d7a60d0af14b77,D0064,3,0xdd5cbdadc4460c85ed8ccce8120b2e6ee12853fc,0xe324c63fdb51f7d597ff68d92bec74fa054ee128,EOA,SHARED_DEPLOYER_EOA
ethereum:0xc172c561237b56b476259c218fedb76007c414a1,D0096,1,0xc9e3afc4f31727fc9e3da0cf8528bb6ed2632695,0xecaf4530a8a529edd8091248d1be8ec68494c41f,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xc3c89ff8589644332c916d9c6ec2883eb69d44e5,D0097,1,0xf4f0fd548774249192c95a644f3396a4af6630fd,0x4228c3d7fe60750f6dfe1136c0d60453d71dbe7c,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xc448e45d7c2327d0d47b128eb939a0ddf69da7ed,D0098,1,0x4fd8608ea002829d0478696f5b3330cf43761ea1,0x51158f0e10fca1fad380b7a2e74034ff058954bb,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xc8760dbc116db20657a66fb394c80c2a8d89202b,D0099,1,0xcfd4be287b8886796c69dfabcc148e98a2d3698f,0x4271a9d7e3855f0c93c20358b73b064ca8a2488a,CONTRACT,SINGLETON_NO_MUST_LINK
