sid,family_id,models,score_mean,score_min,score_max,fraction_flagged_05,opcode_count
ethereum:0x0000000020fe2F30453074aD916eDeB653eC7E9D,F00218,15,0.10253965682278712,0.002642078078135737,0.3097644044698423,0.0,14178
ethereum:0x000000005c84F8Fd50b21CAC312528A64437030e,F00220,15,0.09281170270262111,0.0015036782119894074,0.28331158437740295,0.0,12448
ethereum:0x69007702764179f14F51cdce752f4f775d74E139,F00221,15,0.11995419321880009,0.001968036193237895,0.3679209815550571,0.0,10542
ethereum:0xd6CEDDe84be40893d153Be9d467CD6aD37875b28,F00217,15,0.3795325272061257,0.05226110761907966,0.689164160544929,0.4,15936
ethereum:0xe40ccB2D94975c51bff0C004eFDfd9B3a5796fA4,F00219,15,0.15432082675753314,0.002100092570526211,0.4344264789168763,0.13333333333333333,13638
