model,seed,FPR_01,FPR_05,FPR_10,score_mean,score_median
chunk_attention_control_16384,7702,0.009284818067754079,0.0534504391468005,0.2602258469259724,0.13362973398124253,0.09844983956497909
chunk_attention_control_16384,7703,0.010790464240903387,0.06875784190715181,0.22007528230865744,0.137746562962933,0.10680136182299374
chunk_attention_control_16384,7704,0.02258469259723965,0.05545796737766625,0.25345043914680054,0.13984348417971668,0.0938523921081373
