model,n,FPR_01_mean,FPR_01_sd,FPR_05_mean,FPR_05_sd,FPR_10_mean,FPR_10_sd,score_mean_mean,score_mean_sd,score_median_mean,score_median_sd
chunk_attention_control_16384,797,0.014219991635299039,0.005946590577056035,0.05922208281053953,0.00679242561293577,0.24458385612714348,0.017549533338632288,0.13707326037463075,0.0025810430919585288,0.0997011978320367,0.005359936399092028
