0xc39	9	0xc97	1
0xc39	9	0xca4	1
0xc39	9	0xd71	1
0xc39	9	0xe8e	1
0xc39	9	0xe9b	1
0xc39	9	0xf1f	1
0xc39	9	0xf4b	1
0xc39	9	0xf8b	1
0xc39	9	0xfc5	1
0xc6c	5	0xcb5	1
0xc6c	5	0xd7e	1
0xc6c	5	0xeac	1
0xc6c	5	0xebd	1
0xc6c	5	0xf58	1
0xcd0	11	0xcdf	4
0xcdf	4	0xcd	1
0xcdf	4	0x133	1
0xcdf	4	0x6b5	1
0xcdf	4	0xa95	1
0xd04	3	0xdb0	1
0xd04	3	0xeef	1
0xd04	3	0xfb9	1
0x10e7	6	0x2f9	1
0x10e7	6	0x418	1
0x10e7	6	0x56d	1
0x10e7	6	0x67b	1
0x10e7	6	0x858	1
0x10e7	6	0x9b1	1
0x12c0	3	0x739	1
0x12c0	3	0x892	1
0x12c0	3	0xb0e	1
0x131c	3	0x7a4	1
0x131c	3	0x8fe	1
0x131c	3	0xb7c	1
