0x0	0xd
0xd	0x1d
0x7e	0x2c01
0x4d	0x59
0x91	0x99
0xb9	0xc1
0xe3	0xeb
0x11f	0x127
0x149	0x151
0x171	0x179
0x199	0x1a1
0x1c1	0x1c9
0x64	0x6f
0x3e	0x49
0x1d	0x28
0x28	0x33
0x33	0x3e
0x59	0x64
0x6f	0x7a
0xde6B0x109	0xdefB0x109
0xde4B0x109	0xde6B0x109
0x3ceB0x104	0x418B0x104
0x47cB0x104	0x496B0x104
0x4b6B0x104	0x4bbB0x104
0x4bbB0x104	0x4c6B0x104
0x1e9B0x2c03	0x1f2B0x2c03
0x22aB0x2c03	0x244B0x2c03
0x264B0x2c03	0x269B0x2c03
0x269B0x2c03	0x273B0x2c03
0xc80B0x9c	0xc8fB0x9c
0xc5fB0xc6cB0xcb5B0x9c	0xc66B0xc6cB0xcb5B0x9c
0xc2cB0xc39B0xc97B0x9c	0xc33B0xc39B0xc97B0x9c
0xc2cB0xc39B0xca4B0x9c	0xc33B0xc39B0xca4B0x9c
0xd59B0xee	0xd69B0xee
0xd8fB0xee	0xda8B0xee
0xd19B0xdb0B0xee	0xd2eB0xdb0B0xee
0xd36B0xdb0B0xee	0xd4aB0xdb0B0xee
0xd04B0xdb0B0xee	0xd11B0xdb0B0xee
0xc5fB0xc6cB0xd7eB0xee	0xc66B0xc6cB0xd7eB0xee
0xc2cB0xc39B0xd71B0xee	0xc33B0xc39B0xd71B0xee
0xe74B0x154	0xe86B0x154
0xeceB0x154	0xee7B0x154
0xd19B0xeefB0x154	0xd2eB0xeefB0x154
0xd36B0xeefB0x154	0xd4aB0xeefB0x154
0xd04B0xeefB0x154	0xd11B0xeefB0x154
0xc5fB0xc6cB0xeacB0x154	0xc66B0xc6cB0xeacB0x154
0xc5fB0xc6cB0xebdB0x154	0xc66B0xc6cB0xebdB0x154
0xc2cB0xc39B0xe8eB0x154	0xc33B0xc39B0xe8eB0x154
0xc2cB0xc39B0xe9bB0x154	0xc33B0xc39B0xe9bB0x154
0x525B0x16a	0x56dB0x16a
0x5feB0x16a	0x612B0x16a
0x615B0x16a	0x620B0x16a
0xf0aB0x17c	0xf17B0x17c
0xc2cB0xc39B0xf1fB0x17c	0xc33B0xc39B0xf1fB0x17c
0xf35B0x1a4	0xf43B0x1a4
0xc5fB0xc6cB0xf58B0x1a4	0xc66B0xc6cB0xf58B0x1a4
0xc2cB0xc39B0xf4bB0x1a4	0xc33B0xc39B0xf4bB0x1a4
0xf73B0x1cc	0xf83B0x1cc
0xf98B0x1cc	0xfb1B0x1cc
0xd19B0xfb9B0x1cc	0xd2eB0xfb9B0x1cc
0xd36B0xfb9B0x1cc	0xd4aB0xfb9B0x1cc
0xd04B0xfb9B0x1cc	0xd11B0xfb9B0x1cc
0xc2cB0xc39B0xf8bB0x1cc	0xc33B0xc39B0xf8bB0x1cc
0xc2cB0xc39B0xfc5B0x1cc	0xc33B0xc39B0xfc5B0x1cc
0x969B0x1e2	0x9b1B0x1e2
0xa13B0x1e2	0xa2cB0x1e2
0xa4cB0x1e2	0xa51B0x1e2
0xa51B0x1e2	0xa5bB0x1e2
0xacfB0x1e2	0xae3B0x1e2
0xb60B0x1e2	0xb75B0x1e2
0xba0B0x1e2	0xba8B0x1e2
0x1295B0xaeaB0x1e2	0x12a2B0xaeaB0x1e2
0xc5fB0x1281B0x12aaB0xaeaB0x1e2	0xc66B0x1281B0x12aaB0xaeaB0x1e2
0x131cB0xb7cB0x1e2	0x1329B0xb7cB0x1e2
0x12fbB0x1308B0x1331B0xb7cB0x1e2	0x1302B0x1308B0x1331B0xb7cB0x1e2
0x2b1B0xb2	0x2f9B0xb2
0x384B0xb2	0x398B0xb2
0x39bB0xb2	0x3a6B0xb2
0x633B0x192	0x67bB0x192
0x6efB0x192	0x703B0x192
0x72eB0x192	0x739B0x192
0x788B0x192	0x79dB0x192
0x7c8B0x192	0x7d0B0x192
0x1295B0x70aB0x192	0x12a2B0x70aB0x192
0xc5fB0x1281B0x12aaB0x70aB0x192	0xc66B0x1281B0x12aaB0x70aB0x192
0x131cB0x7a4B0x192	0x1329B0x7a4B0x192
0x12fbB0x1308B0x1331B0x7a4B0x192	0x1302B0x1308B0x1331B0x7a4B0x192
0x810B0x1ba	0x858B0x1ba
0x8e2B0x1ba	0x8f7B0x1ba
0x922B0x1ba	0x92aB0x1ba
0x131cB0x8feB0x1ba	0x1329B0x8feB0x1ba
0x12fbB0x1308B0x1331B0x8feB0x1ba	0x1302B0x1308B0x1331B0x8feB0x1ba
0x2adB0x2c03	0x2afB0x2c03
0x80aB0x192	0x80cB0x192
