0x204	5	0xa6	1
0x204	5	0xbd	1
0x204	5	0x71f	1
0x204	5	0x743	1
0x204	5	0x11c6	1
0x11e4	6	0x3b8	1
0x11e4	6	0x908	1
0x11e4	6	0xb6a	1
0x11e4	6	0xe83	1
0x11e4	6	0x103b	1
0x11e4	6	0x1352	1
0x1225	3	0x3c0	1
0x1225	3	0xe8b	1
0x1225	3	0x1043	1
0x1269	3	0x728	1
0x1269	3	0xfa2	1
0x1269	3	0x11d6	1
0x1610	11	0x1453	2
0x1691	5	0x160	1
0x1691	5	0x4d6	1
0x1691	5	0x56b	1
0x1691	5	0x5ea	1
0x1691	5	0x6be	1
0x1821	18	0x187f	7
0x18a1	7	0x37e	1
0x18a1	7	0x7c8	1
0x18a1	7	0x8ce	1
0x18a1	7	0xb30	1
0x18a1	7	0xd43	1
0x18a1	7	0xe49	1
0x18a1	7	0x1001	1
