0x4d5
0x56a
0x5e9
0x627
0x6bd
0x6e5
0x14bd
0x14da
0x14f6
0x1512
0x152f
0x154b
0x156a
0x1587
0x15b6
0x1668
0x16a5
0x1703
0x1720
0x173c
0x175a
0x1788
0x1b1b
0x1b3d
0x1b59
0x1d44
