0xa6
0xb0
0xbd
0xc7
0xdc
0xe3
0x101
0x138
0x14e
0x160
0x176
0x188
0x191
0x1c8
0x1d3
0x1e8
0x264
0x2e7
0x37e
0x3b8
0x3c0
0x3d6
0x41b
0x462
0x4d6
0x507
0x56b
0x59c
0x5ea
0x628
0x63a
0x6be
0x6e6
0x6f8
0x71f
0x728
0x736
0x743
0x7c8
0x80a
0x839
0x8ce
0x908
0x944
0x9b2
0x9ec
0xa41
0xa70
0xa9a
0xb30
0xb6a
0xba6
0xbe0
0xc35
0xc64
0xcae
0xd43
0xd85
0xdb4
0xe49
0xe83
0xe8b
0xea0
0xf23
0xf66
0xfa2
0x1001
0x103b
0x1043
0x107f
0x10ed
0x1127
0x118d
0x11c6
0x11d6
0x11e4
0x1272
0x127a
0x12bc
0x12d3
0x1306
0x1352
0x135a
0x139c
0x13b3
0x1453
0x1588
0x15b7
0x1601
0x1610
0x1629
0x163f
0x1669
0x1676
0x16a6
0x16d6
0x175b
0x1789
0x17ae
0x17b9
0x17eb
0x17fa
0x180d
0x187f
0x18e7
0x194f
0x19b7
0x1a4c
0x1ab4
0x1b70
0x1b7b
0x1bd7
0x1bf8
0x1c1e
0x1c5e
0x1cc6
0x1d06
0x1d1c
0x1d45
0x1d5b
0x1d6e
0x1d7b
0x1db8
0x1df8
0x1e0b
0x81e1
0x81e3
0x81e4
0x81e7
0x81ea
0x81ed
0x81f0
0x81f3
0x81f6
0x81f9
0x81fc
0x81ff
