0x0	0xd
0xd	0x1d
0x73	0x30c9
0x4d	0x59
0x64	0x6f
0x800	0x819
0x839	0x83e
0x83e	0x848
0x91d	0x931
0x99a	0x9af
0xa0b	0xa19
0x86	0x8e
0xb0	0xb8
0xec	0xf4
0x114	0x11c
0x13c	0x144
0x164	0x16c
0x18c	0x194
0x3e	0x49
0x1d	0x28
0x28	0x33
0x33	0x3e
0x59	0x64
0xdc1B0xd6	0xdcaB0xd6
0xdbfB0xd6	0xdc1B0xd6
0x143eB0x938	0x144bB0x938
0xcb2B0x142aB0x1453B0x938	0xcb9B0x142aB0x1453B0x938
0x1b4B0x30cb	0x1bdB0x30cb
0x1f5B0x30cb	0x20fB0x30cb
0x22fB0x30cb	0x234B0x30cb
0x234B0x30cb	0x23eB0x30cb
0x2c0B0xd1	0x2daB0xd1
0x2faB0xd1	0x2ffB0xd1
0x367B0xd1	0x375B0xd1
0x137eB0x9b6	0x138bB0x9b6
0x135dB0x136aB0x1393B0x9b6	0x1364B0x136aB0x1393B0x9b6
0xd34B0xbb	0xd44B0xbb
0xd6aB0xbb	0xd83B0xbb
0xcf4B0xd8bB0xbb	0xd09B0xd8bB0xbb
0xd11B0xd8bB0xbb	0xd25B0xd8bB0xbb
0xcdfB0xd8bB0xbb	0xcecB0xd8bB0xbb
0xcb2B0xcbfB0xd59B0xbb	0xcb9B0xcbfB0xd59B0xbb
0xc7fB0xc8cB0xd4cB0xbb	0xc86B0xc8cB0xd4cB0xbb
0xe4fB0xf7	0xe5fB0xf7
0xcb2B0xcbfB0xe96B0xf7	0xcb9B0xcbfB0xe96B0xf7
0xc7fB0xc8cB0xe67B0xf7	0xc86B0xc8cB0xe67B0xf7
0xc7fB0xc8cB0xe74B0xf7	0xc86B0xc8cB0xe74B0xf7
0xc7fB0xc8cB0xe85B0xf7	0xc86B0xc8cB0xe85B0xf7
0xeb3B0x11f	0xec2B0x11f
0xcb2B0xcbfB0xee8B0x11f	0xcb9B0xcbfB0xee8B0x11f
0xc7fB0xc8cB0xecaB0x11f	0xc86B0xc8cB0xecaB0x11f
0xc7fB0xc8cB0xed7B0x11f	0xc86B0xc8cB0xed7B0x11f
0xf03B0x147	0xf10B0x147
0xc7fB0xc8cB0xf18B0x147	0xc86B0xc8cB0xf18B0x147
0xf2eB0x16f	0xf3fB0x16f
0xf54B0x16f	0xf6dB0x16f
0xcf4B0xf75B0x16f	0xd09B0xf75B0x16f
0xd11B0xf75B0x16f	0xd25B0xf75B0x16f
0xcdfB0xf75B0x16f	0xcecB0xf75B0x16f
0xc7fB0xc8cB0xf47B0x16f	0xc86B0xc8cB0xf47B0x16f
0xc7fB0xc8cB0xf81B0x16f	0xc86B0xc8cB0xf81B0x16f
0xc7fB0xc8cB0xf94B0x16f	0xc86B0xc8cB0xf94B0x16f
0xfb2B0x197	0xfc5B0x197
0x101eB0x197	0x1037B0x197
0xcf4B0x103fB0x197	0xd09B0x103fB0x197
0xd11B0x103fB0x197	0xd25B0x103fB0x197
0xcdfB0x103fB0x197	0xcecB0x103fB0x197
0xcb2B0xcbfB0xffcB0x197	0xcb9B0xcbfB0xffcB0x197
0xcb2B0xcbfB0x100dB0x197	0xcb9B0xcbfB0x100dB0x197
0xc7fB0xc8cB0xfcdB0x197	0xc86B0xc8cB0xfcdB0x197
0xc7fB0xc8cB0xfdaB0x197	0xc86B0xc8cB0xfdaB0x197
0xc7fB0xc8cB0xfebB0x197	0xc86B0xc8cB0xfebB0x197
0xb02B0x1ad	0xb16B0x1ad
0xb19B0x1ad	0xb27B0x1ad
0xb2aB0x1ad	0xb2fB0x1ad
0xb36B0x1ad	0xb3bB0x1ad
0xbb3B0x1ad	0xbc1B0x1ad
0xb27B0x1ad	0xb2aB0x1ad
0x278B0x30cb	0x27aB0x30cb
0x3faB0x10d	0x40eB0x10d
0x411B0x10d	0x41fB0x10d
0x422B0x10d	0x427B0x10d
0x42eB0x10d	0x433B0x10d
0x4a9B0x10d	0x4b7B0x10d
0x41fB0x10d	0x422B0x10d
0x534B0x135	0x549B0x135
0x5ecB0x135	0x5faB0x135
0x137eB0x550B0x135	0x138bB0x550B0x135
0x135dB0x136aB0x1393B0x550B0x135	0x1364B0x136aB0x1393B0x550B0x135
0x674B0x15d	0x688B0x15d
0x6b3B0x15d	0x6beB0x15d
0x70dB0x15d	0x722B0x15d
0x74dB0x15d	0x755B0x15d
0x78fB0x15d	0x791B0x15d
0x143eB0x68fB0x15d	0x144bB0x68fB0x15d
0xcb2B0x142aB0x1453B0x68fB0x15d	0xcb9B0x142aB0x1453B0x68fB0x15d
0x137eB0x729B0x15d	0x138bB0x729B0x15d
0x135dB0x136aB0x1393B0x729B0x15d	0x1364B0x136aB0x1393B0x729B0x15d
