0x9	0x42
0x3e	0x51
0x44	0x51
0x48	0x4f
0x52	0x59
0x5f	0x66
0x68	0x81
0x73	0x7c
0x87	0x8e
0x90	0xa9
0x9b	0xa4
0xac	0xc5
0xb7	0xc0
0xc9	0xd2
0xdc	0xf5
0xe7	0xf0
0xf9	0x102
0x14f	0x223
0x157	0x160
0x15c	0x162
0x195	0x19d
0x1b3	0x1d7
0x1d3	0x1dc
0x1e2	0x220
0x20f	0x217
0x256	0x25f
0x26f	0x27a
0x295	0x29e
0x2a5	0x37c
0x2ee	0x2f8
0x309	0x314
0x32f	0x338
0x33c	0x37a
0x369	0x371
0x37d	0x384
0x23ef	0x23fa
0x23f1	0x23fd
0x23f3	0x2400
0x23f5	0x2403
0xc53V0x1e6	0xc5bB0x1e6
0xc57V0x1e6	0xc22B0x1e6
0xc31V0x1e6	0xc39B0x1e6
0xc35V0x1e6	0xbfaB0x1e6
0xc24V0x1e6	0xc2eB0x1e6
0xdccV0x340	0xdd4B0x340
0xdd0V0x340	0xd9bB0x340
0xdaaV0x340	0xdb2B0x340
0xdaeV0x340	0xd73B0x340
0xd9dV0x340	0xda7B0x340
0xbd8V0x162	0xbe0B0x162
0xbdcV0x162	0xbb6B0x162
0xbc4V0x162	0xbccB0x162
0xbb8V0x162	0xbc1B0x162
0x904V0xab	0x226aB0xab
0x921V0xab	0x228dB0xab
0x8fdV0xab	0x909B0xab
0x91aV0xab	0x926B0xab
0x927V0xab	0x932B0xab
0x851V0x926V0xab	0x21bbB0x926B0xab
0x86eV0x926V0xab	0x21deB0x926B0xab
0x88aV0x926V0xab	0x2201B0x926B0xab
0x867V0x926V0xab	0x873B0x926B0xab
0x883V0x926V0xab	0x88fB0x926B0xab
0x84aV0x926V0xab	0x856B0x926B0xab
0xcffV0x2a9	0xd0aB0x2a9
0xd0bV0x2a9	0xd17B0x2a9
0xd13V0x2a9	0xce8B0x2a9
0xce9V0x2a9	0xcf1B0x2a9
0xc63V0xcf7V0x2a9	0xc6bB0xcf7B0x2a9
0x7d1V0xc62V0xcf7V0x2a9	0x7d9B0xc62B0xcf7B0x2a9
0x7d5V0xc62V0xcf7V0x2a9	0x7b0B0xc62B0xcf7B0x2a9
0xc79V0x225	0xc84B0x225
0xc63V0xc71V0x225	0xc6bB0xc71B0x225
0x7d1V0xc62V0xc71V0x225	0x7d9B0xc62B0xc71B0x225
0x7d5V0xc62V0xc71V0x225	0x7b0B0xc62B0xc71B0x225
0x3c7V0xc0	0x1fd0B0xc0
0x41bV0xc0	0x427B0xc0
0x422V0xc0	0x201cB0xc0
0x43fV0xc0	0x2068B0xc0
0x4d3V0xc0	0x4dcB0xc0
0xe57V0xc0	0x23a5B0xc0
0x3c0V0xc0	0x3ccB0xc0
0x3e2V0xc0	0x405B0xc0
0x3ffV0xc0	0x3eaB0xc0
0x3ebV0xc0	0x3f2B0xc0
0x561V0xc0	0x568B0xc0
