0x294	0x388
0x3fd	0x4e3
0x4e7	0x558
0x7bb	0x840
0x845	0x9ec
0x9f3	0xa03
0xa7f	0xb0c
0xbc9	0xbc9
0xbec	0xc00
0x38f	0x35fa
0xa0a	0x361f
0xa37	0x3645
0xb34	0x366b
0xb53	0x3691
0xb86	0x36b6
