0x0	0xd
0xd	0x1e
0x43	0x6ef0
0x15e3	0x15fe
0x1602	0x1606
0x1606	0x160f
0x184e	0x1869
0x186d	0x1871
0x1871	0x187a
0x77	0x7f
0x97	0x9f
0x15bd	0x15ca
0x182d	0x183a
0x1e	0x29
0x29	0x34
0x34	0x3f
0x187a	0x1889
0x1568B0x6d66	0x158aB0x6d66
0x1568B0x6e70	0x158aB0x6e70
0x1364B0x83	0x1373B0x83
0x12d8B0x1377B0x83	0x12e9B0x1377B0x83
0x1364B0xa3	0x1373B0xa3
0x12d8B0x1377B0xa3	0x12e9B0x1377B0xa3
0x1340B0x64	0x134eB0x64
0x12d8B0x1352B0x64	0x12e9B0x1352B0x64
0x1599B0x15ce	0x15acB0x15ce
0x1599B0x183e	0x15acB0x183e
0x12feB0x4f	0x130fB0x4f
0x12d8B0x1313B0x4f	0x12e9B0x1313B0x4f
0x12f0B0x131eB0x4f	0x12faB0x131eB0x4f
0xc9B0x5d	0xd0B0x5d
0x1c8B0x5d	0x20aB0x5d
0x17eB0x5d	0x193B0x5d
0x211B0x5d	0x23eB0x5d
0x29cB0x5d	0x2b1B0x5d
0x1480B0x19cB0x5d	0x148eB0x19cB0x5d
0x1628B0x2baB0x5d	0x1636B0x2baB0x5d
0x163aB0x2baB0x5d	0x164dB0x2baB0x5d
0x13ecB0x1428B0x115B0x5d	0x13f5B0x1428B0x115B0x5d
0x13e2B0x1428B0x115B0x5d	0x13ecB0x1428B0x115B0x5d
0x14d9B0x1509B0x245B0x5d	0x14e2B0x1509B0x245B0x5d
0x14c5B0x1509B0x245B0x5d	0x14d9B0x1509B0x245B0x5d
0x319B0x72	0x3400x2e8B0x72
0x3dfB0x72	0x3eeB0x72
0x3eeB0x72	0x44dB0x72
0x714B0x72	0x75d0x2e8B0x72
0x2e8B0x72	0x319B0x72
0x349B0x72	0x39cB0x72
0x3c9B0x72	0x3dfB0x72
0x57aB0x72	0x5acB0x72
0x46eB0x72	0x4b0B0x72
0x4b7B0x72	0x4e4B0x72
0x543B0x72	0x558B0x72
0x647B0x72	0x65cB0x72
0x68aB0x72	0x6d4B0x72
0x701B0x72	0x714B0x72
0x804B0x72	0x81aB0x72
0x75d0x2e8B0x72	0x7730x2e8B0x72
0x55c0x2e8B0x72	0x5670x2e8B0x72
0x4510x2e8B0x72	0x45c0x2e8B0x72
0x1480B0x665B0x72	0x148eB0x665B0x72
0x1480B0x6ddB0x72	0x148eB0x6ddB0x72
0x1480B0x823B0x72	0x148eB0x823B0x72
0x14d9B0x1509B0x4ebB0x72	0x14e2B0x1509B0x4ebB0x72
0x14c5B0x1509B0x4ebB0x72	0x14d9B0x1509B0x4ebB0x72
0x1680B0x3a5B0x72	0x168fB0x3a5B0x72
0x153eB0x3a5B0x72	0x155bB0x3a5B0x72
0x12d8B0x1665B0x169bB0x3a5B0x72	0x12e9B0x1665B0x169bB0x3a5B0x72
0x12d8B0x1665B0x16abB0x3a5B0x72	0x12e9B0x1665B0x16abB0x3a5B0x72
0x12f0B0x1675B0x16bcB0x3a5B0x72	0x12faB0x1675B0x16bcB0x3a5B0x72
0x940B0x92	0x94fB0x92
0x94fB0x92	0x9a7B0x92
0xbbbB0x92	0xbcaB0x92
0xbcaB0x92	0xc22B0x92
0x84eB0x92	0x87fB0x92
0x8aaB0x92	0x8fdB0x92
0x92aB0x92	0x940B0x92
0xb89B0x92	0xbbbB0x92
0xa1cB0x92	0xa4aB0x92
0xa51B0x92	0xa92B0x92
0xa99B0x92	0xb01B0x92
0xb6fB0x92	0xb85B0x92
0xeb9B0x92	0xf12B0x92
0xc4fB0x92	0xca8B0x92
0xcacB0x92	0xcb7B0x92
0xcc0B0x92	0xd0dB0x92
0xd3aB0x92	0xd43B0x92
0xe20B0x92	0xe6eB0x92
0xddbB0x92	0xdf1B0x92
0x75d0x84eB0x92	0x7730x84eB0x92
0x55c0x84eB0x92	0x5670x84eB0x92
0x4510x84eB0x92	0x45c0x84eB0x92
0x14d9B0x17b6B0x92	0x14e2B0x17b6B0x92
0x14c5B0x17b6B0x92	0x14d9B0x17b6B0x92
