0x0	0xd
0x1480B0xd16B0x92	0x148eB0xd16B0x92
0x1480B0xdfaB0x92	0x148eB0xdfaB0x92
0x1480B0xe77B0x92	0x148eB0xe77B0x92
0x1799B0x9b0B0x92	0x17a7B0x9b0B0x92
0x12f0B0x17abB0x9b0B0x92	0x12faB0x17abB0x9b0B0x92
0x1799B0xb0aB0x92	0x17a7B0xb0aB0x92
0x12f0B0x17abB0xb0aB0x92	0x12faB0x17abB0xb0aB0x92
0x1799B0xc2bB0x92	0x17a7B0xc2bB0x92
0x12f0B0x17abB0xc2bB0x92	0x12faB0x17abB0xc2bB0x92
0x1799B0xf1bB0x92	0x17a7B0xf1bB0x92
0x12f0B0x17abB0xf1bB0x92	0x12faB0x17abB0xf1bB0x92
0x13ecB0x1428B0xf86B0x92	0x13f5B0x1428B0xf86B0x92
0x13e2B0x1428B0xf86B0x92	0x13ecB0x1428B0xf86B0x92
0x1680B0x906B0x92	0x168fB0x906B0x92
0x153eB0x906B0x92	0x155bB0x906B0x92
0x12d8B0x1665B0x169bB0x906B0x92	0x12e9B0x1665B0x169bB0x906B0x92
0x12d8B0x1665B0x16abB0x906B0x92	0x12e9B0x1665B0x16abB0x906B0x92
0x12f0B0x1675B0x16bcB0x906B0x92	0x12faB0x1675B0x16bcB0x906B0x92
0x1085B0xb2	0x10c6B0xb2
0xfedB0xb2	0x1042B0xb2
0x106fB0xb2	0x1085B0xb2
0x11c1B0xb2	0x11f3B0xb2
0x10cdB0xb2	0x10faB0xb2
0x1155B0xb2	0x1169B0xb2
0x119aB0xb2	0x11a8B0xb2
0x1281B0xb2	0x1297B0xb2
0x1628B0x1172B0xb2	0x1636B0x1172B0xb2
0x163aB0x1172B0xb2	0x164dB0x1172B0xb2
0x13ecB0x180bB0xb2	0x13f5B0x180bB0xb2
0x13e2B0x180bB0xb2	0x13ecB0x180bB0xb2
0x14d9B0x17f2B0x1101B0xb2	0x14e2B0x17f2B0x1101B0xb2
0x14c5B0x17f2B0x1101B0xb2	0x14d9B0x17f2B0x1101B0xb2
0x1680B0x104bB0xb2	0x168fB0x104bB0xb2
0x153eB0x104bB0xb2	0x155bB0x104bB0xb2
0x12d8B0x1665B0x169bB0x104bB0xb2	0x12e9B0x1665B0x169bB0x104bB0xb2
0x12d8B0x1665B0x16abB0x104bB0xb2	0x12e9B0x1665B0x16abB0x104bB0xb2
0x12f0B0x1675B0x16bcB0x104bB0xb2	0x12faB0x1675B0x16bcB0x104bB0xb2
0x189bB0x12a0B0xb2	0x18adB0x12a0B0xb2
0x18b1B0x12a0B0xb2	0x18cdB0x12a0B0xb2
0x18d1B0x12a0B0xb2	0x18e1B0x12a0B0xb2
0x18f3B0x12a0B0xb2	0x190eB0x12a0B0xb2
0x1912B0x12a0B0xb2	0x1917B0x12a0B0xb2
0x1939B0x12a0B0xb2	0x194eB0x12a0B0xb2
0x1917B0x12a0B0xb2	0x1920B0x12a0B0xb2
0x195eB0x12a0B0xb2	0x1970B0x12a0B0xb2
0x1568B0x6ebeB0x12a0B0xb2	0x158aB0x6ebeB0x12a0B0xb2
0x12d8B0x1920B0x12a0B0xb2	0x12e9B0x1920B0x12a0B0xb2
0x1599B0x18e5B0x12a0B0xb2	0x15acB0x18e5B0x12a0B0xb2
0x847B0x72	0x84aB0x72
0xe1eB0x92	0xe20B0x92
0x12c8B0xb2	0x12d0B0xb2
