0x79a
0xf0e
0xf0f
0xf10
0xf11
0xfc5
0xfe2
0xffe
0x1023
0x10b7
0x11d3
0x1359
0x163e
0x1736
0x17b9
0x17d0
0x17d1
0x17f2
0x17f3
0x17f4
0x17f6
0x17f8
0x17f9
0x17fb
0x17fc
0x1838
0x1976
