auprc,auroc,brier,threshold_1pct,recall_at_1pct,observed_fpr_at_1pct,precision_at_1pct,f1_at_1pct,threshold_5pct,recall_at_5pct,observed_fpr_at_5pct,precision_at_5pct,f1_at_5pct,threshold_10pct,recall_at_10pct,observed_fpr_at_10pct,precision_at_10pct,f1_at_10pct,model,seed,test_fold,val_fold,temperature,n_train,n_val,n_test,wall_seconds
0.8313343586533517,0.885797081990691,0.15672309724111327,0.9465765953063965,0.3881578947368421,0.01020408163265306,0.9516129032258065,0.5514018691588785,0.8604519367218018,0.5921052631578947,0.030612244897959183,0.9090909090909091,0.7171314741035856,0.49664080142974854,0.6118421052631579,0.08503401360544217,0.788135593220339,0.6888888888888889,authguard_multiscale,7702,0,1,1.7078396081924438,1298,446,446,16.61085057258606
0.9128775509069376,0.9668264840182649,0.06447493700770841,0.9499018788337708,0.6643835616438356,0.013333333333333334,0.9603960396039604,0.7854251012145749,0.6979644298553467,0.9383561643835616,0.08666666666666667,0.8404907975460123,0.8867313915857605,0.20094165205955505,0.952054794520548,0.09666666666666666,0.8273809523809523,0.8853503184713376,authguard_multiscale,7702,1,2,1.4588993787765503,1317,427,446,13.357869386672974
0.9366198136817449,0.9655416972364881,0.05031416578426856,0.2066834270954132,0.9586206896551724,0.09219858156028368,0.8424242424242424,0.896774193548387,0.023176463320851326,0.9586206896551724,0.11347517730496454,0.8128654970760234,0.879746835443038,0.023176463320851326,0.9586206896551724,0.11347517730496454,0.8128654970760234,0.879746835443038,authguard_multiscale,7702,2,3,1.4066011905670166,1316,447,427,31.356709003448486
0.9065541072660995,0.9797703663203936,0.03787618191232875,0.9273463487625122,0.4838709677419355,0.014124293785310734,0.9,0.6293706293706294,0.8711310029029846,0.8172043010752689,0.025423728813559324,0.8941176470588236,0.8539325842696629,0.8342528343200684,0.9247311827956989,0.02824858757062147,0.8958333333333334,0.9100529100529101,authguard_multiscale,7702,3,4,2.0570309162139893,1319,424,447,24.79533863067627
0.9350759443076799,0.9585421207559041,0.08201778029638239,0.8946624398231506,0.3717277486910995,0.012875536480686695,0.9594594594594594,0.5358490566037736,0.7025681734085083,0.8638743455497382,0.09871244635193133,0.8776595744680851,0.8707124010554089,0.4914356470108032,0.9528795811518325,0.14163090128755365,0.8465116279069768,0.8965517241379309,authguard_multiscale,7702,4,0,1.8469880819320679,1320,446,424,11.517423152923584
0.8866497312580268,0.9518103293949158,0.16274400132360772,0.8792837858200073,0.3092105263157895,0.01020408163265306,0.94,0.4653465346534654,0.38678818941116333,0.5263157894736842,0.047619047619047616,0.851063829787234,0.6504065040650406,0.05770379677414894,0.9473684210526315,0.08163265306122448,0.8571428571428571,0.9,authguard_multiscale,7703,0,1,2.26088547706604,1298,446,446,20.814223051071167
0.9357359645529184,0.9781050228310502,0.06005035856956869,0.9573066234588623,0.2465753424657534,0.006666666666666667,0.9473684210526315,0.391304347826087,0.9275557994842529,0.9452054794520548,0.05,0.9019607843137255,0.923076923076923,0.1775360256433487,0.9931506849315068,0.16333333333333333,0.7474226804123711,0.8529411764705882,authguard_multiscale,7703,1,2,1.8697463274002075,1317,427,446,13.103642225265503
0.9296029259681698,0.9765712888236733,0.05533570923087758,0.028402235358953476,0.9724137931034482,0.08156028368794327,0.8597560975609756,0.9126213592233009,0.004792182706296444,0.9724137931034482,0.11702127659574468,0.8103448275862069,0.8840125391849528,0.003199542174115777,0.9724137931034482,0.16666666666666666,0.75,0.8468468468468469,authguard_multiscale,7703,2,3,1.1193926334381104,1316,447,427,25.857296228408813
0.919587209206314,0.981957353745216,0.10019911125703464,0.9258801341056824,0.6021505376344086,0.005649717514124294,0.9655172413793104,0.7417218543046358,0.9085501432418823,0.9354838709677419,0.05084745762711865,0.8285714285714286,0.8787878787878788,0.8508926630020142,0.967741935483871,0.07909604519774012,0.7627118644067796,0.8530805687203792,authguard_multiscale,7703,3,4,2.4396331310272217,1319,424,447,24.27033257484436
0.9467569197328141,0.9745859829674405,0.062437369770726545,0.8574387431144714,0.32460732984293195,0.012875536480686695,0.9538461538461539,0.48437499999999994,0.27736756205558777,0.9947643979057592,0.19313304721030042,0.8085106382978723,0.8920187793427231,0.14146894216537476,1.0,0.3261802575107296,0.7153558052434457,0.834061135371179,authguard_multiscale,7703,4,0,3.4406089782714844,1320,446,424,21.154553651809692
0.9017562862296645,0.9629766380236305,0.14721983792757334,0.9407680630683899,0.3223684210526316,0.01020408163265306,0.9423076923076923,0.48039215686274506,0.5371659398078918,0.5592105263157895,0.027210884353741496,0.9139784946236559,0.6938775510204082,0.07072991877794266,0.6578947368421053,0.061224489795918366,0.847457627118644,0.7407407407407407,authguard_multiscale,7704,0,1,2.0278820991516113,1298,446,446,17.73995614051819
0.9150707378522618,0.968082191780822,0.05448179948895786,0.9554687738418579,0.4178082191780822,0.013333333333333334,0.9384615384615385,0.5781990521327015,0.5139496922492981,0.9315068493150684,0.06333333333333334,0.8774193548387097,0.9036544850498338,0.030861230567097664,0.9726027397260274,0.18333333333333332,0.7208121827411168,0.8279883381924198,authguard_multiscale,7704,1,2,1.68114173412323,1317,427,446,19.524775981903076
0.9113446204324773,0.9677916360968452,0.06923914428959199,0.20966055989265442,0.8896551724137931,0.04964539007092199,0.9020979020979021,0.8958333333333334,0.016435259953141212,0.9586206896551724,0.06382978723404255,0.8853503184713376,0.9205298013245035,0.008035870268940926,0.9586206896551724,0.07092198581560284,0.8742138364779874,0.9144736842105264,authguard_multiscale,7704,2,3,1.1433533430099487,1316,447,427,19.586071968078613
0.92819903655794,0.9856023327865865,0.02778904812283255,0.963390588760376,0.2903225806451613,0.005649717514124294,0.9310344827586207,0.4426229508196722,0.9028987884521484,0.8602150537634409,0.014124293785310734,0.9411764705882353,0.898876404494382,0.10884500294923782,0.956989247311828,0.025423728813559324,0.9081632653061225,0.9319371727748691,authguard_multiscale,7704,3,4,1.581856369972229,1319,424,447,21.087555170059204
0.9521022711057665,0.9726759993708288,0.049993707355857446,0.9151888489723206,0.3036649214659686,0.012875536480686695,0.9508196721311475,0.46031746031746035,0.40947723388671875,0.9895287958115183,0.0815450643776824,0.9086538461538461,0.9473684210526315,0.22000828385353088,0.9895287958115183,0.11587982832618025,0.875,0.9287469287469288,authguard_multiscale,7704,4,0,2.2836151123046875,1320,446,424,13.168519973754883
