model_a,model_b,auprc_delta_mean,auprc_ci_low_mean,auprc_ci_high_mean,auprc_excludes_zero,recall_5pct_delta_mean,recall_5pct_ci_low_mean,recall_5pct_ci_high_mean,recall_5pct_excludes_zero
authguard_multiscale,authguard_reference_v3,-0.009633637033138428,-0.04906229150011867,0.028524049649496595,False,0.008711600183402076,-0.02457899242608881,0.04821858784015435,False
authguard_sequence_dense,authguard_reference_v3,0.011719249239463029,-0.014290520775013062,0.04047888760447019,False,-0.005502063273727635,-0.04685056236666985,0.0404246642434905,False
authguard_sequence_ngram,authguard_reference_v3,-0.028580744600641677,-0.06592801587916133,0.006800258214619084,False,-0.018340210912425475,-0.06233908354309353,0.025008073708991732,False
authguard_all_views,authguard_reference_v3,-0.035203327819115726,-0.07934031971104281,0.0058168078940113764,False,-0.02613480055020634,-0.07568632064089735,0.022339750066208707,False
