auprc,auroc,brier,threshold_1pct,recall_at_1pct,observed_fpr_at_1pct,precision_at_1pct,f1_at_1pct,threshold_5pct,recall_at_5pct,observed_fpr_at_5pct,precision_at_5pct,f1_at_5pct,threshold_10pct,recall_at_10pct,observed_fpr_at_10pct,precision_at_10pct,f1_at_10pct,model,seed,test_fold,val_fold,temperature,n_train,n_val,n_test,wall_seconds
0.7750265615609646,0.8282201038310061,0.1757799507387662,0.8594164848327637,0.3157894736842105,0.006802721088435374,0.96,0.47524752475247517,0.38041600584983826,0.4934210526315789,0.023809523809523808,0.9146341463414634,0.6410256410256411,0.16581463813781738,0.5592105263157895,0.034013605442176874,0.8947368421052632,0.6882591093117408,chunk_attention_8192,7702,0,1,2.67659592628479,1298,446,446,12.344073295593262
0.9470402600078534,0.9760958904109589,0.06488791170052799,0.9754315614700317,0.4931506849315068,0.013333333333333334,0.9473684210526315,0.6486486486486486,0.7223404049873352,0.952054794520548,0.056666666666666664,0.8910256410256411,0.9205298013245035,0.3531230092048645,0.952054794520548,0.14333333333333334,0.7637362637362637,0.8475609756097561,chunk_attention_8192,7702,1,2,1.4691946506500244,1317,427,446,6.346045017242432
0.9555063487259674,0.9753974076791392,0.057060525236567836,0.07994475960731506,0.8758620689655172,0.04609929078014184,0.9071428571428571,0.8912280701754385,0.008384579792618752,0.9379310344827586,0.13829787234042554,0.7771428571428571,0.85,0.004053525160998106,0.9586206896551724,0.1453900709219858,0.7722222222222223,0.8553846153846154,chunk_attention_8192,7702,2,3,0.9817175269126892,1316,447,427,7.057452440261841
0.9748489723912719,0.9900370572869206,0.03390100427385168,0.8780549168586731,0.45161290322580644,0.0,1.0,0.6222222222222222,0.17043688893318176,0.956989247311828,0.022598870056497175,0.9175257731958762,0.9368421052631579,0.015109099447727203,0.989247311827957,0.059322033898305086,0.8141592920353983,0.8932038834951458,chunk_attention_8192,7702,3,4,1.4087923765182495,1319,424,447,9.385516166687012
0.947096121340795,0.9722265914657439,0.08231607459171313,0.7202239036560059,0.2513089005235602,0.012875536480686695,0.9411764705882353,0.396694214876033,0.33315327763557434,0.9790575916230366,0.07725321888412018,0.9121951219512195,0.9444444444444444,0.2767336666584015,0.9790575916230366,0.1072961373390558,0.8820754716981132,0.9280397022332506,chunk_attention_8192,7702,4,0,4.856464862823486,1320,446,424,8.647483348846436
0.8524162558771756,0.9311336376655925,0.16125671624109345,0.8039502501487732,0.4473684210526316,0.01020408163265306,0.9577464788732394,0.609865470852018,0.27741047739982605,0.5526315789473685,0.023809523809523808,0.9230769230769231,0.6913580246913581,0.14043863117694855,0.5592105263157895,0.06462585034013606,0.8173076923076923,0.6640624999999999,chunk_attention_8192,7703,0,1,2.285158157348633,1298,446,446,12.340205192565918
0.9406091089224368,0.9635388127853881,0.05472395051431162,0.8156026005744934,0.636986301369863,0.02,0.9393939393939394,0.7591836734693878,0.17133477330207825,0.9657534246575342,0.11,0.8103448275862069,0.8812499999999999,0.06509841978549957,0.9657534246575342,0.15,0.7580645161290323,0.8493975903614458,chunk_attention_8192,7703,1,2,1.5058892965316772,1317,427,446,7.135775804519653
0.9559930717929986,0.9730251895328932,0.057900304647373425,0.8132843971252441,0.8275862068965517,0.0425531914893617,0.9090909090909091,0.8664259927797834,0.11491215974092484,0.9517241379310345,0.1099290780141844,0.8165680473372781,0.8789808917197452,0.11491215974092484,0.9517241379310345,0.1099290780141844,0.8165680473372781,0.8789808917197452,chunk_attention_8192,7703,2,3,0.6804503202438354,1316,447,427,7.13490629196167
0.967617188689121,0.9910698013486422,0.0616850029507369,0.6747044920921326,0.4838709677419355,0.0,1.0,0.6521739130434783,0.29353299736976624,0.7204301075268817,0.005649717514124294,0.9710144927536232,0.8271604938271604,0.05352206155657768,0.967741935483871,0.0480225988700565,0.8411214953271028,0.9000000000000001,chunk_attention_8192,7703,3,4,2.4844088554382324,1319,424,447,13.979463577270508
0.9780855560276883,0.984428016088803,0.04886497900757358,0.7906158566474915,0.6596858638743456,0.017167381974248927,0.9692307692307692,0.7850467289719627,0.2060481160879135,0.9895287958115183,0.12017167381974249,0.8709677419354839,0.9264705882352942,0.1626976579427719,0.9947643979057592,0.1888412017167382,0.811965811965812,0.8941176470588236,chunk_attention_8192,7703,4,0,2.7103536128997803,1320,446,424,7.12904953956604
0.7883119733617735,0.8416465270318654,0.17517411625923826,0.7929177284240723,0.4276315789473684,0.01020408163265306,0.9558823529411765,0.5909090909090909,0.5810633301734924,0.5,0.030612244897959183,0.8941176470588236,0.6413502109704642,0.2909649610519409,0.5131578947368421,0.047619047619047616,0.8478260869565217,0.639344262295082,chunk_attention_8192,7704,0,1,1.9391124248504639,1298,446,446,9.331811666488647
0.9571705946344109,0.9763470319634703,0.048468919498158645,0.9632198214530945,0.5684931506849316,0.01,0.9651162790697675,0.7155172413793103,0.6802570223808289,0.9246575342465754,0.03333333333333333,0.9310344827586207,0.9278350515463917,0.29018327593803406,0.9657534246575342,0.14,0.7704918032786885,0.8571428571428571,chunk_attention_8192,7704,1,2,1.4392069578170776,1317,427,446,6.363317489624023
0.9357714827852686,0.9662509170946443,0.10840325331377577,0.09953727573156357,0.8137931034482758,0.0425531914893617,0.9076923076923077,0.858181818181818,0.014392457902431488,0.9103448275862069,0.1347517730496454,0.7764705882352941,0.8380952380952382,0.00718293571844697,0.9655172413793104,0.1879432624113475,0.7253886010362695,0.8284023668639053,chunk_attention_8192,7704,2,3,1.5767645835876465,1316,447,427,8.695441961288452
0.9742329218457874,0.9924366684891562,0.024031366255803627,0.9426714777946472,0.5806451612903226,0.002824858757062147,0.9818181818181818,0.7297297297297297,0.5902888774871826,0.9032258064516129,0.00847457627118644,0.9655172413793104,0.9333333333333333,0.11407388001680374,0.989247311827957,0.12994350282485875,0.6666666666666666,0.7965367965367967,chunk_attention_8192,7704,3,4,1.7126317024230957,1319,424,447,10.15509843826294
0.9727935542096269,0.983012381187785,0.09062607777776396,0.6355311870574951,0.6178010471204188,0.02575107296137339,0.9516129032258065,0.7492063492063493,0.3261236548423767,0.9738219895287958,0.060085836909871244,0.93,0.9514066496163682,0.23293811082839966,0.9895287958115183,0.09871244635193133,0.8915094339622641,0.9379652605459057,chunk_attention_8192,7704,4,0,6.076746940612793,1320,446,424,10.19315242767334
