model_a,model_b,auprc_delta_mean,auprc_ci_low_mean,auprc_ci_high_mean,auprc_excludes_zero,recall_5pct_delta_mean,recall_5pct_ci_low_mean,recall_5pct_ci_high_mean,recall_5pct_excludes_zero
chunk_attention_2048,flat_cnn_2048,0.03248597210308576,-0.01204774677234409,0.07763378440945674,False,0.12654745529573588,0.03991200454868227,0.21911897346213083,True
chunk_attention_8192,flat_cnn_8192,-0.025585318067949763,-0.06473811784525633,0.008859480738041344,False,-0.008711600183402113,-0.04984245576825222,0.03155734697430688,False
chunk_attention_16384,flat_cnn_16384,-0.025015924029733478,-0.05856207679161992,0.0023352643499866283,False,-0.009170105456212737,-0.055050904721429574,0.03495320992659309,False
chunk_attention_16384,chunk_mean_16384,0.03445126334296048,0.000920324308597477,0.07012483722468411,True,0.0715268225584594,0.018322682001225797,0.13210605273255208,True
chunk_attention_16384,chunk_max_16384,0.005630628938286142,-0.04404712120803741,0.05810566005935014,False,0.03713892709766161,-0.008895583380680873,0.09201484307680312,False
chunk_attention_2048,chunk_attention_8192,-0.002033896709024393,-0.02908519526499929,0.02249881289913394,False,-0.0132966529115085,-0.06503988154533909,0.028081409252384056,False
chunk_attention_8192,chunk_attention_16384,0.0030807549547128645,-0.027955600905654434,0.03182491647116347,False,0.0022925263640531934,-0.037014761555514135,0.0466355145614537,False
