seed,fold,model,threshold_05
7702,0,authguard_seq,0.8807859598726948
7702,0,emulator_logreg,0.7103429007723083
7702,1,authguard_seq,0.824652998038506
7702,1,emulator_logreg,0.7929441047964202
7702,2,authguard_seq,0.8473295580993215
7702,2,emulator_logreg,0.8212519634160353
7702,3,authguard_seq,0.6314570356647751
7702,3,emulator_logreg,0.8465080064698751
7702,4,authguard_seq,0.03509882176436745
7702,4,emulator_logreg,0.7877269281355248
