seed,fold,model,threshold_05
7704,0,authguard_seq,0.6098818796266194
7704,0,emulator_logreg,0.8377327867835411
7704,1,authguard_seq,0.09101211825358643
7704,1,emulator_logreg,0.0839932650937046
7704,2,authguard_seq,0.009878081950264647
7704,2,emulator_logreg,0.6722747523170792
7704,3,authguard_seq,0.6667040761323692
7704,3,emulator_logreg,0.843137216562728
7704,4,authguard_seq,0.36400287066076087
7704,4,emulator_logreg,0.7873964211563192
