seed,fold,model,threshold_05
7703,0,authguard_seq,0.09353571052937223
7703,0,emulator_logreg,0.7164355724314002
7703,1,authguard_seq,0.23090243989801745
7703,1,emulator_logreg,0.7965876603874322
7703,2,authguard_seq,0.7734604565107339
7703,2,emulator_logreg,0.8457469778019409
7703,3,authguard_seq,0.11897993178736845
7703,3,emulator_logreg,0.7853252727241355
7703,4,authguard_seq,0.01252592621252814
7703,4,emulator_logreg,0.574417126351936
