seed,fold,model,threshold_05
7703,0,authguard_seq,0.6515356724612891
7703,0,emulator_logreg,0.8377327867835411
7703,1,authguard_seq,0.6968296979351614
7703,1,emulator_logreg,0.0839932650937046
7703,2,authguard_seq,0.02520124411019088
7703,2,emulator_logreg,0.6722747523170792
7703,3,authguard_seq,0.8253296992563424
7703,3,emulator_logreg,0.843137216562728
7703,4,authguard_seq,0.30699338025673345
7703,4,emulator_logreg,0.7873964211563192
