sid,calldata,representation,comparable,behavior_equivalent,post_first_stop_pc_executed,statically_reachable_after_first_stop,removed_cfg_pc_executed,first_stop_pc,original_trace_steps,variant_trace_steps,same_failed,same_return,same_calls,same_call_count,same_sstore,same_logs,same_opcount
ethereum:0x3fb35d27c96adbe45e8814a2a4110cd002422345,3ccfd60b,reachable_masked_preserve_metadata,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0x3fb35d27c96adbe45e8814a2a4110cd002422345,3ccfd60b,reachable_compact,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0x3fb35d27c96adbe45e8814a2a4110cd002422345,3fc8cef3,metadata_stripped,True,True,True,True,False,219,173,173,True,True,True,True,True,True,True
ethereum:0x3fb35d27c96adbe45e8814a2a4110cd002422345,3fc8cef3,first_stop,True,False,True,True,False,219,173,33,False,False,True,True,True,True,False
ethereum:0x3fb35d27c96adbe45e8814a2a4110cd002422345,3fc8cef3,reachable_masked_preserve_metadata,True,True,True,True,False,219,173,173,True,True,True,True,True,True,True
ethereum:0x3fb35d27c96adbe45e8814a2a4110cd002422345,3fc8cef3,reachable_compact,True,True,True,True,False,219,173,173,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,,metadata_stripped,True,True,False,True,False,219,47,47,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,,first_stop,True,True,False,True,False,219,47,47,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,,reachable_masked_preserve_metadata,True,True,False,True,False,219,47,47,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,,reachable_compact,True,True,False,True,False,219,47,47,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,00000000,metadata_stripped,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,00000000,first_stop,True,False,True,True,False,219,76,40,False,True,False,False,True,True,False
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,00000000,reachable_masked_preserve_metadata,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,00000000,reachable_compact,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,095ea7b3,metadata_stripped,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,095ea7b3,first_stop,True,False,True,True,False,219,76,40,False,True,False,False,True,True,False
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,095ea7b3,reachable_masked_preserve_metadata,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,095ea7b3,reachable_compact,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,1d073a7a,metadata_stripped,True,True,True,True,False,219,109,109,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,1d073a7a,first_stop,True,False,True,True,False,219,109,23,False,False,True,True,True,True,False
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,1d073a7a,reachable_masked_preserve_metadata,True,True,True,True,False,219,109,109,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,1d073a7a,reachable_compact,True,True,True,True,False,219,109,109,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,2be11ae2,metadata_stripped,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,2be11ae2,first_stop,True,False,True,True,False,219,76,40,False,True,False,False,True,True,False
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,2be11ae2,reachable_masked_preserve_metadata,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,2be11ae2,reachable_compact,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,2e1a7d4d,metadata_stripped,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,2e1a7d4d,first_stop,True,False,True,True,False,219,76,40,False,True,False,False,True,True,False
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,2e1a7d4d,reachable_masked_preserve_metadata,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,2e1a7d4d,reachable_compact,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,32fe7b26,metadata_stripped,True,True,True,True,False,219,114,114,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,32fe7b26,first_stop,True,False,True,True,False,219,114,28,False,False,True,True,True,True,False
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,32fe7b26,reachable_masked_preserve_metadata,True,True,True,True,False,219,114,114,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,32fe7b26,reachable_compact,True,True,True,True,False,219,114,114,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,3ccfd60b,metadata_stripped,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,3ccfd60b,first_stop,True,False,True,True,False,219,76,40,False,True,False,False,True,True,False
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,3ccfd60b,reachable_masked_preserve_metadata,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,3ccfd60b,reachable_compact,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,3fc8cef3,metadata_stripped,True,True,True,True,False,219,173,173,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,3fc8cef3,first_stop,True,False,True,True,False,219,173,33,False,False,True,True,True,True,False
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,3fc8cef3,reachable_masked_preserve_metadata,True,True,True,True,False,219,173,173,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,3fc8cef3,reachable_compact,True,True,True,True,False,219,173,173,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,414bf389,metadata_stripped,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,414bf389,first_stop,True,False,True,True,False,219,76,40,False,True,False,False,True,True,False
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,414bf389,reachable_masked_preserve_metadata,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,414bf389,reachable_compact,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,,metadata_stripped,True,True,False,True,False,219,47,47,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,,first_stop,True,True,False,True,False,219,47,47,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,,reachable_masked_preserve_metadata,True,True,False,True,False,219,47,47,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,,reachable_compact,True,True,False,True,False,219,47,47,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,00000000,metadata_stripped,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,00000000,first_stop,True,False,True,True,False,219,76,40,False,True,False,False,True,True,False
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,00000000,reachable_masked_preserve_metadata,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,00000000,reachable_compact,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,095ea7b3,metadata_stripped,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,095ea7b3,first_stop,True,False,True,True,False,219,76,40,False,True,False,False,True,True,False
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,095ea7b3,reachable_masked_preserve_metadata,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,095ea7b3,reachable_compact,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,1d073a7a,metadata_stripped,True,True,True,True,False,219,109,109,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,1d073a7a,first_stop,True,False,True,True,False,219,109,23,False,False,True,True,True,True,False
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,1d073a7a,reachable_masked_preserve_metadata,True,True,True,True,False,219,109,109,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,1d073a7a,reachable_compact,True,True,True,True,False,219,109,109,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,2be11ae2,metadata_stripped,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,2be11ae2,first_stop,True,False,True,True,False,219,76,40,False,True,False,False,True,True,False
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,2be11ae2,reachable_masked_preserve_metadata,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,2be11ae2,reachable_compact,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,2e1a7d4d,metadata_stripped,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,2e1a7d4d,first_stop,True,False,True,True,False,219,76,40,False,True,False,False,True,True,False
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,2e1a7d4d,reachable_masked_preserve_metadata,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,2e1a7d4d,reachable_compact,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,32fe7b26,metadata_stripped,True,True,True,True,False,219,114,114,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,32fe7b26,first_stop,True,False,True,True,False,219,114,28,False,False,True,True,True,True,False
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,32fe7b26,reachable_masked_preserve_metadata,True,True,True,True,False,219,114,114,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,32fe7b26,reachable_compact,True,True,True,True,False,219,114,114,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,3ccfd60b,metadata_stripped,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,3ccfd60b,first_stop,True,False,True,True,False,219,76,40,False,True,False,False,True,True,False
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,3ccfd60b,reachable_masked_preserve_metadata,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,3ccfd60b,reachable_compact,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,3fc8cef3,metadata_stripped,True,True,True,True,False,219,173,173,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,3fc8cef3,first_stop,True,False,True,True,False,219,173,33,False,False,True,True,True,True,False
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,3fc8cef3,reachable_masked_preserve_metadata,True,True,True,True,False,219,173,173,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,3fc8cef3,reachable_compact,True,True,True,True,False,219,173,173,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,414bf389,metadata_stripped,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,414bf389,first_stop,True,False,True,True,False,219,76,40,False,True,False,False,True,True,False
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,414bf389,reachable_masked_preserve_metadata,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xa283d9f6be0e452ea7615466f23830be0311ab1e,414bf389,reachable_compact,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,,metadata_stripped,True,True,False,True,False,208,47,47,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,,first_stop,True,True,False,True,False,208,47,47,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,,reachable_masked_preserve_metadata,True,True,False,True,False,208,47,47,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,,reachable_compact,True,True,False,True,False,208,47,47,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,00000000,metadata_stripped,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,00000000,first_stop,True,False,True,True,False,208,71,35,False,True,False,False,True,True,False
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,00000000,reachable_masked_preserve_metadata,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,00000000,reachable_compact,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,095ea7b3,metadata_stripped,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,095ea7b3,first_stop,True,False,True,True,False,208,71,35,False,True,False,False,True,True,False
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,095ea7b3,reachable_masked_preserve_metadata,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,095ea7b3,reachable_compact,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,1d073a7a,metadata_stripped,True,True,True,True,False,208,109,109,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,1d073a7a,first_stop,True,False,True,True,False,208,109,23,False,False,True,True,True,True,False
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,1d073a7a,reachable_masked_preserve_metadata,True,True,True,True,False,208,109,109,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,1d073a7a,reachable_compact,True,True,True,True,False,208,109,109,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,2be11ae2,metadata_stripped,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,2be11ae2,first_stop,True,False,True,True,False,208,71,35,False,True,False,False,True,True,False
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,2be11ae2,reachable_masked_preserve_metadata,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,2be11ae2,reachable_compact,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,2e1a7d4d,metadata_stripped,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,2e1a7d4d,first_stop,True,False,True,True,False,208,71,35,False,True,False,False,True,True,False
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,2e1a7d4d,reachable_masked_preserve_metadata,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,2e1a7d4d,reachable_compact,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,32fe7b26,metadata_stripped,True,True,True,True,False,208,114,114,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,32fe7b26,first_stop,True,False,True,True,False,208,114,28,False,False,True,True,True,True,False
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,32fe7b26,reachable_masked_preserve_metadata,True,True,True,True,False,208,114,114,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,32fe7b26,reachable_compact,True,True,True,True,False,208,114,114,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,3ccfd60b,metadata_stripped,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,3ccfd60b,first_stop,True,False,True,True,False,208,71,35,False,True,False,False,True,True,False
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,3ccfd60b,reachable_masked_preserve_metadata,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,3ccfd60b,reachable_compact,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,3fc8cef3,metadata_stripped,True,True,True,True,False,208,173,173,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,3fc8cef3,first_stop,True,False,True,True,False,208,173,33,False,False,True,True,True,True,False
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,3fc8cef3,reachable_masked_preserve_metadata,True,True,True,True,False,208,173,173,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,3fc8cef3,reachable_compact,True,True,True,True,False,208,173,173,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,414bf389,metadata_stripped,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,414bf389,first_stop,True,False,True,True,False,208,71,35,False,True,False,False,True,True,False
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,414bf389,reachable_masked_preserve_metadata,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x4ddcdd0b68a849d7edbf129bccfb35c525ffa306,414bf389,reachable_compact,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,,metadata_stripped,True,True,False,True,False,219,47,47,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,,first_stop,True,True,False,True,False,219,47,47,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,,reachable_masked_preserve_metadata,True,True,False,True,False,219,47,47,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,,reachable_compact,True,True,False,True,False,219,47,47,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,00000000,metadata_stripped,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,00000000,first_stop,True,False,True,True,False,219,76,40,False,True,False,False,True,True,False
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,00000000,reachable_masked_preserve_metadata,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,00000000,reachable_compact,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,08c379a0,metadata_stripped,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,08c379a0,first_stop,True,False,True,True,False,219,76,40,False,True,False,False,True,True,False
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,08c379a0,reachable_masked_preserve_metadata,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,08c379a0,reachable_compact,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,095ea7b3,metadata_stripped,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
