sid,calldata,representation,comparable,behavior_equivalent,post_first_stop_pc_executed,statically_reachable_after_first_stop,removed_cfg_pc_executed,first_stop_pc,original_trace_steps,variant_trace_steps,same_failed,same_return,same_calls,same_call_count,same_sstore,same_logs,same_opcount
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,095ea7b3,first_stop,True,False,True,True,False,219,76,40,False,True,False,False,True,True,False
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,095ea7b3,reachable_masked_preserve_metadata,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,095ea7b3,reachable_compact,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,13236d04,metadata_stripped,True,True,True,True,False,219,69,69,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,13236d04,first_stop,True,True,True,True,False,219,69,23,True,True,True,True,True,True,False
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,13236d04,reachable_masked_preserve_metadata,True,True,True,True,False,219,69,69,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,13236d04,reachable_compact,True,True,True,True,False,219,69,69,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,1698ee82,metadata_stripped,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,1698ee82,first_stop,True,False,True,True,False,219,76,40,False,True,False,False,True,True,False
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,1698ee82,reachable_masked_preserve_metadata,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,1698ee82,reachable_compact,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,1d073a7a,metadata_stripped,True,True,True,True,False,219,114,114,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,1d073a7a,first_stop,True,False,True,True,False,219,114,28,False,False,True,True,True,True,False
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,1d073a7a,reachable_masked_preserve_metadata,True,True,True,True,False,219,114,114,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,1d073a7a,reachable_compact,True,True,True,True,False,219,114,114,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,2be11ae2,metadata_stripped,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,2be11ae2,first_stop,True,False,True,True,False,219,76,40,False,True,False,False,True,True,False
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,2be11ae2,reachable_masked_preserve_metadata,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,2be11ae2,reachable_compact,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,32fe7b26,metadata_stripped,True,True,True,True,False,219,119,119,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,32fe7b26,first_stop,True,False,True,True,False,219,119,33,False,False,True,True,True,True,False
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,32fe7b26,reachable_masked_preserve_metadata,True,True,True,True,False,219,119,119,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,32fe7b26,reachable_compact,True,True,True,True,False,219,119,119,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,3ccfd60b,metadata_stripped,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,3ccfd60b,first_stop,True,False,True,True,False,219,76,40,False,True,False,False,True,True,False
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,3ccfd60b,reachable_masked_preserve_metadata,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
ethereum:0xeef06c47306a6fb4f94b1ad779112214d11ce1a5,3ccfd60b,reachable_compact,True,True,True,True,False,219,76,76,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,,metadata_stripped,True,True,True,True,False,174,26,26,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,,first_stop,True,False,True,True,False,174,26,15,False,True,True,True,True,True,False
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,,reachable_masked_preserve_metadata,True,True,True,True,False,174,26,26,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,,reachable_compact,True,True,True,True,False,174,26,26,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,00000000,metadata_stripped,True,True,True,True,False,174,60,60,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,00000000,first_stop,True,False,True,True,False,174,60,45,False,True,True,True,True,True,False
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,00000000,reachable_masked_preserve_metadata,True,True,True,True,False,174,60,60,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,00000000,reachable_compact,True,True,True,True,False,174,60,60,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,01ffc9a7,metadata_stripped,True,True,True,True,False,174,61,61,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,01ffc9a7,first_stop,True,True,True,True,False,174,61,23,True,True,True,True,True,True,False
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,01ffc9a7,reachable_masked_preserve_metadata,True,True,True,True,False,174,61,61,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,01ffc9a7,reachable_compact,True,True,True,True,False,174,61,61,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,150b7a02,metadata_stripped,True,True,True,True,False,174,70,70,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,150b7a02,first_stop,True,True,True,True,False,174,70,28,True,True,True,True,True,True,False
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,150b7a02,reachable_masked_preserve_metadata,True,True,True,True,False,174,70,70,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,150b7a02,reachable_compact,True,True,True,True,False,174,70,70,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,1cff79cd,metadata_stripped,True,True,True,True,False,174,73,73,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,1cff79cd,first_stop,True,True,True,True,False,174,73,33,True,True,True,True,True,True,False
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,1cff79cd,reachable_masked_preserve_metadata,True,True,True,True,False,174,73,73,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,1cff79cd,reachable_compact,True,True,True,True,False,174,73,73,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,2eb2c2d6,metadata_stripped,True,True,True,True,False,174,60,60,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,2eb2c2d6,first_stop,True,False,True,True,False,174,60,45,False,True,True,True,True,True,False
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,2eb2c2d6,reachable_masked_preserve_metadata,True,True,True,True,False,174,60,60,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,2eb2c2d6,reachable_compact,True,True,True,True,False,174,60,60,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,3b175d70,metadata_stripped,True,True,True,True,False,174,133,133,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,3b175d70,first_stop,True,False,True,True,False,174,133,38,False,False,True,True,True,True,False
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,3b175d70,reachable_masked_preserve_metadata,True,True,True,True,False,174,133,133,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,3b175d70,reachable_compact,True,True,True,True,False,174,133,133,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,42842e0e,metadata_stripped,True,True,True,True,False,174,60,60,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,42842e0e,first_stop,True,False,True,True,False,174,60,45,False,True,True,True,True,True,False
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,42842e0e,reachable_masked_preserve_metadata,True,True,True,True,False,174,60,60,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,42842e0e,reachable_compact,True,True,True,True,False,174,60,60,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,63fb0b96,metadata_stripped,True,True,True,True,False,174,84,84,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,63fb0b96,first_stop,True,True,True,True,False,174,84,43,True,True,True,True,True,True,False
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,63fb0b96,reachable_masked_preserve_metadata,True,True,True,True,False,174,84,84,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,63fb0b96,reachable_compact,True,True,True,True,False,174,84,84,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,70a08231,metadata_stripped,True,True,True,True,False,174,60,60,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,70a08231,first_stop,True,False,True,True,False,174,60,45,False,True,True,True,True,True,False
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,70a08231,reachable_masked_preserve_metadata,True,True,True,True,False,174,60,60,True,True,True,True,True,True,True
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,70a08231,reachable_compact,True,True,True,True,False,174,60,60,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,,metadata_stripped,True,True,False,True,False,208,47,47,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,,first_stop,True,True,False,True,False,208,47,47,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,,reachable_masked_preserve_metadata,True,True,False,True,False,208,47,47,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,,reachable_compact,True,True,False,True,False,208,47,47,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,00000000,metadata_stripped,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,00000000,first_stop,True,False,True,True,False,208,71,35,False,True,False,False,True,True,False
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,00000000,reachable_masked_preserve_metadata,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,00000000,reachable_compact,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,095ea7b3,metadata_stripped,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,095ea7b3,first_stop,True,False,True,True,False,208,71,35,False,True,False,False,True,True,False
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,095ea7b3,reachable_masked_preserve_metadata,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,095ea7b3,reachable_compact,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,1d073a7a,metadata_stripped,True,True,True,True,False,208,109,109,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,1d073a7a,first_stop,True,False,True,True,False,208,109,23,False,False,True,True,True,True,False
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,1d073a7a,reachable_masked_preserve_metadata,True,True,True,True,False,208,109,109,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,1d073a7a,reachable_compact,True,True,True,True,False,208,109,109,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,2be11ae2,metadata_stripped,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,2be11ae2,first_stop,True,False,True,True,False,208,71,35,False,True,False,False,True,True,False
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,2be11ae2,reachable_masked_preserve_metadata,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,2be11ae2,reachable_compact,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,32fe7b26,metadata_stripped,True,True,True,True,False,208,114,114,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,32fe7b26,first_stop,True,False,True,True,False,208,114,28,False,False,True,True,True,True,False
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,32fe7b26,reachable_masked_preserve_metadata,True,True,True,True,False,208,114,114,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,32fe7b26,reachable_compact,True,True,True,True,False,208,114,114,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,3ccfd60b,metadata_stripped,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,3ccfd60b,first_stop,True,False,True,True,False,208,71,35,False,True,False,False,True,True,False
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,3ccfd60b,reachable_masked_preserve_metadata,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,3ccfd60b,reachable_compact,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,3fc8cef3,metadata_stripped,True,True,True,True,False,208,173,173,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,3fc8cef3,first_stop,True,False,True,True,False,208,173,33,False,False,True,True,True,True,False
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,3fc8cef3,reachable_masked_preserve_metadata,True,True,True,True,False,208,173,173,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,3fc8cef3,reachable_compact,True,True,True,True,False,208,173,173,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,414bf389,metadata_stripped,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,414bf389,first_stop,True,False,True,True,False,208,71,35,False,True,False,False,True,True,False
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,414bf389,reachable_masked_preserve_metadata,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,414bf389,reachable_compact,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,44df8e70,metadata_stripped,True,True,True,True,False,208,85,85,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,44df8e70,first_stop,True,False,True,True,False,208,85,22,False,True,False,False,True,True,False
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,44df8e70,reachable_masked_preserve_metadata,True,True,True,True,False,208,85,85,True,True,True,True,True,True,True
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,44df8e70,reachable_compact,True,True,True,True,False,208,85,85,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,,metadata_stripped,True,True,False,True,False,208,47,47,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,,first_stop,True,True,False,True,False,208,47,47,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,,reachable_masked_preserve_metadata,True,True,False,True,False,208,47,47,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,,reachable_compact,True,True,False,True,False,208,47,47,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,00000000,metadata_stripped,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,00000000,first_stop,True,False,True,True,False,208,71,35,False,True,False,False,True,True,False
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,00000000,reachable_masked_preserve_metadata,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,00000000,reachable_compact,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,095ea7b3,metadata_stripped,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,095ea7b3,first_stop,True,False,True,True,False,208,71,35,False,True,False,False,True,True,False
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,095ea7b3,reachable_masked_preserve_metadata,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,095ea7b3,reachable_compact,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,1d073a7a,metadata_stripped,True,True,True,True,False,208,109,109,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,1d073a7a,first_stop,True,False,True,True,False,208,109,23,False,False,True,True,True,True,False
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,1d073a7a,reachable_masked_preserve_metadata,True,True,True,True,False,208,109,109,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,1d073a7a,reachable_compact,True,True,True,True,False,208,109,109,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,2be11ae2,metadata_stripped,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,2be11ae2,first_stop,True,False,True,True,False,208,71,35,False,True,False,False,True,True,False
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,2be11ae2,reachable_masked_preserve_metadata,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,2be11ae2,reachable_compact,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,32fe7b26,metadata_stripped,True,True,True,True,False,208,114,114,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,32fe7b26,first_stop,True,False,True,True,False,208,114,28,False,False,True,True,True,True,False
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,32fe7b26,reachable_masked_preserve_metadata,True,True,True,True,False,208,114,114,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,32fe7b26,reachable_compact,True,True,True,True,False,208,114,114,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,3ccfd60b,metadata_stripped,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,3ccfd60b,first_stop,True,False,True,True,False,208,71,35,False,True,False,False,True,True,False
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,3ccfd60b,reachable_masked_preserve_metadata,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,3ccfd60b,reachable_compact,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,3fc8cef3,metadata_stripped,True,True,True,True,False,208,173,173,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,3fc8cef3,first_stop,True,False,True,True,False,208,173,33,False,False,True,True,True,True,False
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,3fc8cef3,reachable_masked_preserve_metadata,True,True,True,True,False,208,173,173,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,3fc8cef3,reachable_compact,True,True,True,True,False,208,173,173,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,414bf389,metadata_stripped,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,414bf389,first_stop,True,False,True,True,False,208,71,35,False,True,False,False,True,True,False
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,414bf389,reachable_masked_preserve_metadata,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,414bf389,reachable_compact,True,True,True,True,False,208,71,71,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,44df8e70,metadata_stripped,True,True,True,True,False,208,85,85,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,44df8e70,first_stop,True,False,True,True,False,208,85,22,False,True,False,False,True,True,False
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,44df8e70,reachable_masked_preserve_metadata,True,True,True,True,False,208,85,85,True,True,True,True,True,True,True
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,44df8e70,reachable_compact,True,True,True,True,False,208,85,85,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,,metadata_stripped,True,True,True,True,False,134,31,31,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,,first_stop,True,True,True,True,False,134,31,27,True,True,True,True,True,True,False
optimism:0x68d333198c60c8160848437b2870f3a5be693107,,reachable_masked_preserve_metadata,True,True,True,True,False,134,31,31,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,,reachable_compact,True,True,True,True,False,134,31,31,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,00000000,metadata_stripped,True,True,True,True,False,134,116,116,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,00000000,first_stop,True,True,True,True,False,134,116,9,True,True,True,True,True,True,False
optimism:0x68d333198c60c8160848437b2870f3a5be693107,00000000,reachable_masked_preserve_metadata,True,True,True,True,False,134,116,116,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,00000000,reachable_compact,True,True,True,True,False,134,116,116,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,01ffc9a7,metadata_stripped,True,True,True,True,False,134,40,40,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,01ffc9a7,first_stop,True,True,True,True,False,134,40,9,True,True,True,True,True,True,False
optimism:0x68d333198c60c8160848437b2870f3a5be693107,01ffc9a7,reachable_masked_preserve_metadata,True,True,True,True,False,134,40,40,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,01ffc9a7,reachable_compact,True,True,True,True,False,134,40,40,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,299ed167,metadata_stripped,True,True,True,True,False,134,52,52,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,299ed167,first_stop,True,True,True,True,False,134,52,9,True,True,True,True,True,True,False
optimism:0x68d333198c60c8160848437b2870f3a5be693107,299ed167,reachable_masked_preserve_metadata,True,True,True,True,False,134,52,52,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,299ed167,reachable_compact,True,True,True,True,False,134,52,52,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,2ab11a7a,metadata_stripped,True,True,True,True,False,134,50,50,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,2ab11a7a,first_stop,True,True,True,True,False,134,50,9,True,True,True,True,True,True,False
optimism:0x68d333198c60c8160848437b2870f3a5be693107,2ab11a7a,reachable_masked_preserve_metadata,True,True,True,True,False,134,50,50,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,2ab11a7a,reachable_compact,True,True,True,True,False,134,50,50,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,3e3f8f73,metadata_stripped,True,True,True,True,False,134,116,116,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,3e3f8f73,first_stop,True,True,True,True,False,134,116,9,True,True,True,True,True,True,False
optimism:0x68d333198c60c8160848437b2870f3a5be693107,3e3f8f73,reachable_masked_preserve_metadata,True,True,True,True,False,134,116,116,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,3e3f8f73,reachable_compact,True,True,True,True,False,134,116,116,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,45809d84,metadata_stripped,True,True,True,True,False,134,55,55,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,45809d84,first_stop,True,True,True,True,False,134,55,9,True,True,True,True,True,True,False
optimism:0x68d333198c60c8160848437b2870f3a5be693107,45809d84,reachable_masked_preserve_metadata,True,True,True,True,False,134,55,55,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,45809d84,reachable_compact,True,True,True,True,False,134,55,55,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,533c1273,metadata_stripped,True,True,True,True,False,134,60,60,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,533c1273,first_stop,True,True,True,True,False,134,60,9,True,True,True,True,True,True,False
optimism:0x68d333198c60c8160848437b2870f3a5be693107,533c1273,reachable_masked_preserve_metadata,True,True,True,True,False,134,60,60,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,533c1273,reachable_compact,True,True,True,True,False,134,60,60,True,True,True,True,True,True,True
optimism:0x68d333198c60c8160848437b2870f3a5be693107,5817ebe4,metadata_stripped,True,True,True,True,False,134,83,83,True,True,True,True,True,True,True
