0x0	0xd
0xd	0x1e
0x2d	0x4c19
0xf0c	0xf1b
0x4e	0x56
0x1e	0x29
0xed0B0xf1f	0xee1B0xf1f
0xee8B0x39	0xef6B0x39
0xed0B0xefaB0x39	0xee1B0xefaB0x39
0x9fB0x47	0xc60x6eB0x47
0x165B0x47	0x174B0x47
0x174B0x47	0x1d3B0x47
0x49aB0x47	0x4e30x6eB0x47
0x6eB0x47	0x9fB0x47
0xcfB0x47	0x122B0x47
0x14fB0x47	0x165B0x47
0x300B0x47	0x332B0x47
0x1f4B0x47	0x236B0x47
0x1d7B0x47	0x1e2B0x47
0x23dB0x47	0x26aB0x47
0x2c9B0x47	0x2deB0x47
0x3cdB0x47	0x3e2B0x47
0x410B0x47	0x45aB0x47
0x487B0x47	0x49aB0x47
0x5a7B0x47	0x5bdB0x47
0x4fd0x6eB0x47	0x5080x6eB0x47
0x4e30x6eB0x47	0x4f90x6eB0x47
0x2e20x6eB0x47	0x2ed0x6eB0x47
0x106aB0x109aB0x47	0x1073B0x109aB0x47
0x1056B0x109aB0x47	0x106aB0x109aB0x47
0x1138B0x3ebB0x47	0x1146B0x3ebB0x47
0x1138B0x463B0x47	0x1146B0x463B0x47
0x1138B0x5c6B0x47	0x1146B0x5c6B0x47
0xf90B0x12bB0x47	0xf9fB0x12bB0x47
0xf38B0x12bB0x47	0xf55B0x12bB0x47
0xf80B0xfccB0x12bB0x47	0xf8cB0xfccB0x12bB0x47
0xed0B0xf70B0xfabB0x12bB0x47	0xee1B0xf70B0xfabB0x12bB0x47
0xed0B0xf70B0xfbbB0x12bB0x47	0xee1B0xf70B0xfbbB0x12bB0x47
0x6e4B0x69	0x6f3B0x69
0x6f3B0x69	0x74bB0x69
0x97dB0x69	0x98cB0x69
0x98cB0x69	0x9e4B0x69
0x5f2B0x69	0x623B0x69
0x64eB0x69	0x6a1B0x69
0x6ceB0x69	0x6e4B0x69
0x94bB0x69	0x97dB0x69
0x7c0B0x69	0x7eeB0x69
0x7f5B0x69	0x836B0x69
0x83dB0x69	0x8a5B0x69
0x913B0x69	0x929B0x69
0x92dB0x69	0x938B0x69
0xc7bB0x69	0xcd4B0x69
0xa11B0x69	0xa6aB0x69
0xa6eB0x69	0xa79B0x69
0xa82B0x69	0xacfB0x69
0xafcB0x69	0xb05B0x69
0xbe2B0x69	0xc30B0x69
0xb9dB0x69	0xbb3B0x69
0xdd9B0x69	0xdefB0x69
0x11a8B0x69	0x11c2B0x69
0xe1cB0x69	0xe6bB0x69
0xeb6B0x69	0xeccB0x69
0x11c2B0x69	0x11cbB0x69
0x4fd0x5f2B0x69	0x5080x5f2B0x69
0x4e30x5f2B0x69	0x4f90x5f2B0x69
0x2e20x5f2B0x69	0x2ed0x5f2B0x69
0x106aB0x116cB0x69	0x1073B0x116cB0x69
0x1056B0x116cB0x69	0x106aB0x116cB0x69
0x1138B0xad8B0x69	0x1146B0xad8B0x69
0x1138B0xbbcB0x69	0x1146B0xbbcB0x69
0x1138B0xc39B0x69	0x1146B0xc39B0x69
0x1138B0xdf8B0x69	0x1146B0xdf8B0x69
0x1138B0xe74B0x69	0x1146B0xe74B0x69
0x1151B0x754B0x69	0x115fB0x754B0x69
0xf80B0x1163B0x754B0x69	0xf8cB0x1163B0x754B0x69
0x1151B0x8aeB0x69	0x115fB0x8aeB0x69
0xf80B0x1163B0x8aeB0x69	0xf8cB0x1163B0x8aeB0x69
0x1151B0x9edB0x69	0x115fB0x9edB0x69
0xf80B0x1163B0x9edB0x69	0xf8cB0x1163B0x9edB0x69
0x1151B0xcddB0x69	0x115fB0xcddB0x69
0xf80B0x1163B0xcddB0x69	0xf8cB0x1163B0xcddB0x69
0xf90B0x6aaB0x69	0xf9fB0x6aaB0x69
0xf38B0x6aaB0x69	0xf55B0x6aaB0x69
0xf80B0xfccB0x6aaB0x69	0xf8cB0xfccB0x6aaB0x69
0xed0B0xf70B0xfabB0x6aaB0x69	0xee1B0xf70B0xfabB0x6aaB0x69
0xed0B0xf70B0xfbbB0x6aaB0x69	0xee1B0xf70B0xfbbB0x6aaB0x69
0x5eaB0x47	0x5ec0x6eB0x47
0xbe0B0x69	0xbe2B0x69
