model,seed,fold,temperature,best_val_AUPRC,threshold_01,threshold_05,threshold_10,AUPRC,AUROC,Brier,Recall_01,FPR_01,Recall_05,FPR_05,Recall_10,FPR_10
transformer,7703,1,4.963119983673096,0.6135310800170215,0.8299323144449336,0.7572715163832473,0.7247724446588175,0.5423394073328714,0.7131735159817352,0.19912541870051295,0.0136986301369863,0.0033333333333333335,0.1506849315068493,0.04,0.2054794520547945,0.04666666666666667
authguard_seq,7703,1,1.5576764345169067,0.9336141916810407,0.9572550311801051,0.6967716060558016,0.1236071254989938,0.9270882378640608,0.9654337899543379,0.051742742317740655,0.3493150684931507,0.01,0.9452054794520548,0.05333333333333334,0.952054794520548,0.13
hist_ngram_xgb,7703,2,1.222786784172058,,0.7772417189343714,0.48671696840667134,0.48644451868890104,0.8591102857291191,0.9252384446074834,0.13081145532427108,0.42758620689655175,0.03546099290780142,0.5310344827586206,0.06028368794326241,0.5310344827586206,0.06028368794326241
dense_only,7703,2,2.4515302181243896,0.6976985132760011,0.8371486341949191,0.8351627286496912,0.7474635698700354,0.644747095027087,0.7956224015651748,0.18891614061635598,0.18620689655172415,0.03900709219858156,0.19310344827586207,0.03900709219858156,0.42758620689655175,0.08865248226950355
ngram_only,7703,2,1.6451600790023804,0.8463013458074222,0.967665255684789,0.8051021575543988,0.6604998279144825,0.9158443504574164,0.9627292736610418,0.07124120683279606,0.10344827586206896,0.0,0.903448275862069,0.05673758865248227,0.9517241379310345,0.07801418439716312
flat_cnn,7703,2,1.6947627067565918,0.893291607799678,0.7382429229071552,0.3612168290608634,0.17032514180508534,0.9371074583864397,0.9626559060895084,0.08365709242216902,0.45517241379310347,0.0070921985815602835,0.7586206896551724,0.04964539007092199,0.9241379310344827,0.09929078014184398
bigru,7703,2,2.796125650405884,0.4411179741175349,0.5991236978096948,0.5906490016940596,0.5839312132749203,0.4096428654203297,0.589899730985571,0.24349529209584017,0.034482758620689655,0.014184397163120567,0.14482758620689656,0.0851063829787234,0.2,0.18085106382978725
transformer,7703,2,4.251064777374268,0.47575197347638787,0.8416076462902732,0.7872512743177147,0.71070300254635,0.4763893118259938,0.6079970652971386,0.2437911487703033,0.04827586206896552,0.014184397163120567,0.16551724137931034,0.024822695035460994,0.22758620689655173,0.08865248226950355
authguard_seq,7703,2,0.8450417518615723,0.9920706097888423,0.6816468354512873,0.15946493558005292,0.015027338583663688,0.9265115773715252,0.9742968941061384,0.039429020477852725,0.9517241379310345,0.03546099290780142,0.9586206896551724,0.05319148936170213,0.9724137931034482,0.23404255319148937
hist_ngram_xgb,7703,3,2.230961799621582,,0.9249866074224884,0.5650366961004483,0.46073240817744465,0.7909270514592457,0.9177145981410607,0.08792987545408586,0.03225806451612903,0.0,0.5806451612903226,0.01977401129943503,0.6774193548387096,0.0480225988700565
