unit_key,model,seed,fold,condition,layout,aggregation,token_budget,reference,best_val_AUPRC,temperature,threshold_01,threshold_05,threshold_10,AUPRC,AUROC,Brier,Recall_01,FPR_01,Recall_05,FPR_05,Recall_10,FPR_10
flat_control_2048:7703:1,flat_control_2048,7703,1,F200,flat,flat,2048,False,0.9115821918536731,1.2328953742980957,0.9030244849046847,0.39163339534774655,0.27954111946185634,0.5420148282937223,0.6635388127853881,0.2360528717666287,0.0273972602739726,0.0,0.2054794520547945,0.043333333333333335,0.2465753424657534,0.09666666666666666
flat_control_16384:7703:1,flat_control_16384,7703,1,M0,flat,flat,16384,False,0.9647582425157679,0.9693924188613892,0.9270926281341578,0.5138096545424958,0.14851172460612316,0.9391767387881829,0.9738356164383563,0.057003657883802406,0.5342465753424658,0.013333333333333334,0.9315068493150684,0.07,0.958904109589041,0.13
flat_control_16384:7703:1,flat_control_16384,7703,1,F200,flat,flat,16384,False,0.9647582425157679,0.9693924188613892,0.9270926281341578,0.5138096545424958,0.14851172460612316,0.8208304459942318,0.8907990867579909,0.14025924781536941,0.2602739726027397,0.0033333333333333335,0.5342465753424658,0.04666666666666667,0.7328767123287672,0.16333333333333333
chunk_attention_control_2048:7703:1,chunk_attention_control_2048,7703,1,M0,chunk,attention,2048,False,0.9411007360690251,1.4302772283554077,0.9234955173048072,0.3463551120797984,0.1751651586907442,0.932075545766067,0.9731735159817352,0.056622559843060354,0.5958904109589042,0.013333333333333334,0.9452054794520548,0.1,0.958904109589041,0.15
chunk_attention_control_2048:7703:1,chunk_attention_control_2048,7703,1,F200,chunk,attention,2048,False,0.9411007360690251,1.4302772283554077,0.9234955173048072,0.3463551120797984,0.1751651586907442,0.9292046811695732,0.9659817351598173,0.061319242038962815,0.5821917808219178,0.01,0.9178082191780822,0.09333333333333334,0.952054794520548,0.17
chunk_mean_control_16384:7703:1,chunk_mean_control_16384,7703,1,M0,chunk,mean,16384,False,0.9394061799732734,1.2387181520462036,0.9577149234837228,0.41658428597720554,0.2842828278419921,0.9088844458763098,0.9678538812785389,0.06316917112546178,0.4657534246575342,0.013333333333333334,0.9931506849315068,0.09666666666666666,0.9931506849315068,0.12333333333333334
chunk_mean_control_16384:7703:1,chunk_mean_control_16384,7703,1,F200,chunk,mean,16384,False,0.9394061799732734,1.2387181520462036,0.9577149234837228,0.41658428597720554,0.2842828278419921,0.7272650230250718,0.8473059360730594,0.17959540064130866,0.0273972602739726,0.0,0.3904109589041096,0.05333333333333334,0.4794520547945205,0.08333333333333333
chunk_attention_control_16384:7703:1,chunk_attention_control_16384,7703,1,M0,chunk,attention,16384,False,0.9653309208608999,1.705525279045105,0.9625500957132711,0.21305422338543947,0.10007078277833242,0.9399982207414067,0.973538812785388,0.045914433562207806,0.589041095890411,0.016666666666666666,0.952054794520548,0.09,0.9657534246575342,0.16666666666666666
chunk_attention_control_16384:7703:1,chunk_attention_control_16384,7703,1,F200,chunk,attention,16384,False,0.9653309208608999,1.705525279045105,0.9625500957132711,0.21305422338543947,0.10007078277833242,0.9259976413300207,0.961986301369863,0.06355885547954254,0.547945205479452,0.02,0.9657534246575342,0.12,0.9657534246575342,0.26
authguard_reference_16384:7703:1,authguard_reference_16384,7703,1,M0,chunk,attention,16384,True,0.9496924376140468,1.4699057340621948,0.8781333118040795,0.07627882986127042,0.05016378879018719,0.9186858946367334,0.9682420091324201,0.046134446260661315,0.6643835616438356,0.016666666666666666,0.952054794520548,0.06666666666666667,0.952054794520548,0.08
authguard_reference_16384:7703:1,authguard_reference_16384,7703,1,F200,chunk,attention,16384,True,0.9496924376140468,1.4699057340621948,0.8781333118040795,0.07627882986127042,0.05016378879018719,0.9129988892416051,0.9605479452054796,0.056086379868939364,0.4520547945205479,0.016666666666666666,0.952054794520548,0.08333333333333333,0.952054794520548,0.10666666666666667
flat_control_2048:7704:1,flat_control_2048,7704,1,M0,flat,flat,2048,False,0.8962267481794789,1.220799207687378,0.9833921666410014,0.6415464320938864,0.4283540854539461,0.8812976618787483,0.9325342465753425,0.10197794042924113,0.4041095890410959,0.013333333333333334,0.815068493150685,0.09333333333333334,0.8698630136986302,0.15333333333333332
flat_control_2048:7704:1,flat_control_2048,7704,1,F200,flat,flat,2048,False,0.8962267481794789,1.220799207687378,0.9833921666410014,0.6415464320938864,0.4283540854539461,0.551006634761271,0.6629680365296804,0.21075581711103075,0.0821917808219178,0.0033333333333333335,0.2876712328767123,0.07333333333333333,0.3835616438356164,0.16
flat_control_16384:7704:1,flat_control_16384,7704,1,M0,flat,flat,16384,False,0.9526123193650584,0.8392226099967957,0.972466384791772,0.2788367911004763,0.12224524677923379,0.9183643199254454,0.9611643835616438,0.07797040612136026,0.3972602739726027,0.006666666666666667,0.8767123287671232,0.08333333333333333,0.9657534246575342,0.15333333333333332
flat_control_16384:7704:1,flat_control_16384,7704,1,F200,flat,flat,16384,False,0.9526123193650584,0.8392226099967957,0.972466384791772,0.2788367911004763,0.12224524677923379,0.8157499832611361,0.8861872146118722,0.14966564808602792,0.13013698630136986,0.0033333333333333335,0.6301369863013698,0.06666666666666667,0.726027397260274,0.12333333333333334
chunk_attention_control_2048:7704:1,chunk_attention_control_2048,7704,1,M0,chunk,attention,2048,False,0.95493751954511,1.5359010696411133,0.8916793017233582,0.260783608155867,0.1308136499096258,0.919598541578477,0.9665753424657535,0.06060261866351972,0.5958904109589042,0.013333333333333334,0.958904109589041,0.09666666666666666,0.9657534246575342,0.14666666666666667
chunk_attention_control_2048:7704:1,chunk_attention_control_2048,7704,1,F200,chunk,attention,2048,False,0.95493751954511,1.5359010696411133,0.8916793017233582,0.260783608155867,0.1308136499096258,0.9209292136777514,0.9692465753424657,0.05628453216567342,0.6027397260273972,0.01,0.958904109589041,0.10666666666666667,0.9794520547945206,0.23
chunk_mean_control_16384:7704:1,chunk_mean_control_16384,7704,1,M0,chunk,mean,16384,False,0.9163701360675099,1.7029293775558472,0.9851094611537383,0.49187399899957535,0.3671242118969044,0.8861900959245924,0.9448173515981735,0.07567703156820069,0.0821917808219178,0.006666666666666667,0.8287671232876712,0.07,0.958904109589041,0.09333333333333334
chunk_mean_control_16384:7704:1,chunk_mean_control_16384,7704,1,F200,chunk,mean,16384,False,0.9163701360675099,1.7029293775558472,0.9851094611537383,0.49187399899957535,0.3671242118969044,0.7233363259902172,0.8509132420091323,0.17078073936996926,0.0,0.0,0.3082191780821918,0.03333333333333333,0.4315068493150685,0.06333333333333334
chunk_attention_control_16384:7704:1,chunk_attention_control_16384,7704,1,M0,chunk,attention,16384,False,0.9322972542916775,1.9850525856018066,0.9238154696668868,0.3037096198868334,0.10597658751074943,0.9216705228388826,0.9707534246575342,0.055864449477671184,0.4726027397260274,0.006666666666666667,0.958904109589041,0.07,0.9657534246575342,0.13
chunk_attention_control_16384:7704:1,chunk_attention_control_16384,7704,1,F200,chunk,attention,16384,False,0.9322972542916775,1.9850525856018066,0.9238154696668868,0.3037096198868334,0.10597658751074943,0.9044638999511194,0.9537442922374428,0.07283082401830908,0.4726027397260274,0.01,0.8561643835616438,0.08666666666666667,0.958904109589041,0.21
authguard_reference_16384:7704:1,authguard_reference_16384,7704,1,M0,chunk,attention,16384,True,0.9758775167595553,1.6611558198928833,0.9518384922579408,0.1377457872873779,0.05502041792870438,0.9382814099751928,0.9678310502283105,0.03998061270306319,0.6301369863013698,0.02,0.9657534246575342,0.08,0.9657534246575342,0.17666666666666667
authguard_reference_16384:7704:1,authguard_reference_16384,7704,1,F200,chunk,attention,16384,True,0.9758775167595553,1.6611558198928833,0.9518384922579408,0.1377457872873779,0.05502041792870438,0.8912170949733679,0.9334018264840184,0.09176889076279675,0.410958904109589,0.013333333333333334,0.815068493150685,0.07333333333333333,0.8835616438356164,0.12333333333333334
flat_control_2048:7702:2,flat_control_2048,7702,2,M0,flat,flat,2048,False,0.7988200775538596,1.975703477859497,0.8552426974059784,0.7558706521016608,0.7558706521016608,0.9343819905165723,0.9634874052335535,0.12065273243046293,0.6275862068965518,0.014184397163120567,0.6689655172413793,0.03546099290780142,0.6689655172413793,0.03546099290780142
flat_control_2048:7702:2,flat_control_2048,7702,2,F200,flat,flat,2048,False,0.7988200775538596,1.975703477859497,0.8552426974059784,0.7558706521016608,0.7558706521016608,0.47082770217148034,0.5998288089997554,0.24750299524797315,0.0896551724137931,0.014184397163120567,0.12413793103448276,0.0425531914893617,0.12413793103448276,0.0425531914893617
flat_control_16384:7702:2,flat_control_16384,7702,2,M0,flat,flat,16384,False,0.9794216506628004,1.213297963142395,0.8209212895582321,0.6280824709008954,0.21250641731624972,0.9566530521286689,0.9799951088285644,0.047536104854266424,0.8068965517241379,0.024822695035460994,0.8551724137931035,0.04609929078014184,0.9862068965517241,0.10638297872340426
flat_control_16384:7702:2,flat_control_16384,7702,2,F200,flat,flat,16384,False,0.9794216506628004,1.213297963142395,0.8209212895582321,0.6280824709008954,0.21250641731624972,0.7961449247022503,0.8403277084861823,0.1683901573047911,0.3586206896551724,0.014184397163120567,0.4413793103448276,0.031914893617021274,0.593103448275862,0.0673758865248227
chunk_attention_control_2048:7702:2,chunk_attention_control_2048,7702,2,M0,chunk,attention,2048,False,0.9909798823911824,0.8804948925971985,0.4553976413841677,0.0717265429732384,0.032282503119692794,0.972000215638524,0.9833700171191,0.05300161064430858,0.8896551724137931,0.0425531914893617,0.9655172413793104,0.10638297872340426,0.9724137931034482,0.1524822695035461
chunk_attention_control_2048:7702:2,chunk_attention_control_2048,7702,2,F200,chunk,attention,2048,False,0.9909798823911824,0.8804948925971985,0.4553976413841677,0.0717265429732384,0.032282503119692794,0.9389721064956846,0.9575690877965273,0.08615111347280699,0.7793103448275862,0.0425531914893617,0.8344827586206897,0.09219858156028368,0.8827586206896552,0.13120567375886524
chunk_mean_control_16384:7702:2,chunk_mean_control_16384,7702,2,M0,chunk,mean,16384,False,0.9776746807991881,1.5104643106460571,0.7367958374693568,0.3399025786284394,0.33244193596460697,0.9172197225544548,0.9497187576424554,0.08160409389911187,0.7931034482758621,0.07092198581560284,0.9103448275862069,0.1702127659574468,0.9103448275862069,0.18439716312056736
chunk_mean_control_16384:7702:2,chunk_mean_control_16384,7702,2,F200,chunk,mean,16384,False,0.9776746807991881,1.5104643106460571,0.7367958374693568,0.3399025786284394,0.33244193596460697,0.767843397996217,0.8535094155050134,0.18953898045068443,0.11724137931034483,0.0,0.4,0.0425531914893617,0.41379310344827586,0.04609929078014184
chunk_attention_control_16384:7702:2,chunk_attention_control_16384,7702,2,M0,chunk,attention,16384,False,0.9924835819070286,0.6117453575134277,0.21045140702354098,0.034146691056358786,0.013906172957791089,0.9685881649169622,0.9811934458302765,0.03669227812963739,0.9517241379310345,0.024822695035460994,0.9517241379310345,0.08865248226950355,0.9517241379310345,0.10283687943262411
