model,n_successful_winners,pct_only_tierA_actions,pct_only_tierB_actions,pct_contains_address,pct_contains_selector,pct_contains_address_or_selector,pct_contains_flooding,pct_contains_metadata,pct_contains_neutral25,seed_scope,fold_scope,provenance,interpretation
authguard_seq,600,0.07333333333333333,0.31333333333333335,0.55,0.325,0.6866666666666666,1.0,0.715,0.2816666666666667,"[7702, 7703, 7704]","[0, 1, 2, 3, 4]",stored_artifact,winner composition; lower bound
emulator_logreg,1778,0.06917885264341957,0.4651293588301462,0.38976377952755903,0.2761529808773903,0.5348706411698537,0.9988751406074241,0.6524184476940382,0.5095613048368954,"[7702, 7703, 7704]","[0, 1, 2, 3, 4]",stored_artifact,winner composition; lower bound
flat_cnn,2915,0.09742710120068611,0.3941680960548885,0.4631217838765009,0.28130360205831906,0.6058319039451114,0.9993138936535163,0.5917667238421955,0.4542024013722127,"[7702, 7703, 7704]","[0, 1, 2, 3, 4]",stored_artifact,winner composition; lower bound
hist_ngram_xgb,2690,0.0687732342007435,0.4171003717472119,0.44535315985130114,0.27026022304832714,0.5828996282527881,0.9992565055762082,0.6460966542750929,0.5576208178438662,"[7702, 7703, 7704]","[0, 1, 2, 3, 4]",stored_artifact,winner composition; lower bound
