model,condition,seed,fold,n_test,n_positive,temperature,best_val_AUPRC,threshold_01,threshold_05,threshold_10,AUPRC,AUROC,Brier,Recall_01,FPR_01,Recall_05,FPR_05,Recall_10,FPR_10
flat_cnn,M0,7704,2,427,145,1.4890390634536743,0.9355145053020384,0.9614351059994245,0.7610626746396478,0.3413407071783668,0.9343759994184053,0.964954756664221,0.0698621854792501,0.593103448275862,0.01773049645390071,0.896551724137931,0.06382978723404255,0.9448275862068966,0.1276595744680851
flat_cnn,F200,7704,2,427,145,1.4890390634536743,0.9355145053020384,0.9614351059994245,0.7610626746396478,0.3413407071783668,0.516788327379972,0.6175348495964783,0.2394785280214547,0.08275862068965517,0.0035460992907801418,0.2,0.024822695035460994,0.32413793103448274,0.22340425531914893
flat_cnn,M3+F200,7704,2,427,145,1.4890390634536743,0.9355145053020384,0.9614351059994245,0.7610626746396478,0.3413407071783668,0.48030552962236284,0.5949865492785521,0.24880534908731794,0.08275862068965517,0.0035460992907801418,0.13793103448275862,0.02127659574468085,0.33793103448275863,0.20921985815602837
hist_ngram_xgb,M0,7704,2,427,145,1.1785304546356201,,0.8912988246065189,0.40166170286892633,0.40166170286892633,0.8805628617253134,0.9353876253362681,0.11640303455782812,0.38620689655172413,0.010638297872340425,0.6896551724137931,0.0673758865248227,0.6896551724137931,0.0673758865248227
hist_ngram_xgb,F200,7704,2,427,145,1.1785304546356201,,0.8912988246065189,0.40166170286892633,0.40166170286892633,0.625849440116565,0.7292981168989974,0.2420069197146744,0.034482758620689655,0.0,0.2,0.024822695035460994,0.2,0.024822695035460994
hist_ngram_xgb,M3+F200,7704,2,427,145,1.1785304546356201,,0.8912988246065189,0.40166170286892633,0.40166170286892633,0.6134370625742807,0.7497676693568109,0.2474013646219092,0.020689655172413793,0.0070921985815602835,0.20689655172413793,0.028368794326241134,0.20689655172413793,0.028368794326241134
authguard_seq,M0,7702,3,447,93,1.3286383152008057,0.9810123589207135,0.9450515472276179,0.294791291746628,0.005523380233990859,0.9739981965632731,0.990978676872608,0.028259398723732065,0.5053763440860215,0.0,0.9139784946236559,0.00847457627118644,0.978494623655914,0.1384180790960452
authguard_seq,F200,7702,3,447,93,1.3286383152008057,0.9810123589207135,0.9450515472276179,0.294791291746628,0.005523380233990859,0.9646585085491247,0.979709616669704,0.05420664692168109,0.34408602150537637,0.0,0.7849462365591398,0.0,0.9139784946236559,0.03954802259887006
authguard_seq,M3+F200,7702,3,447,93,1.3286383152008057,0.9810123589207135,0.9450515472276179,0.294791291746628,0.005523380233990859,0.9645397484342898,0.9858149565639998,0.058327785789045815,0.34408602150537637,0.0,0.7311827956989247,0.002824858757062147,0.9139784946236559,0.0423728813559322
flat_cnn,M0,7702,3,447,93,2.3249735832214355,0.9447484009499885,0.8364484011860692,0.6463511436639394,0.5487192333893254,0.8450648197853731,0.9494562906263289,0.07322209280897256,0.41935483870967744,0.014124293785310734,0.6774193548387096,0.0480225988700565,0.7311827956989247,0.05084745762711865
flat_cnn,F200,7702,3,447,93,2.3249735832214355,0.9447484009499885,0.8364484011860692,0.6463511436639394,0.5487192333893254,0.3879732948470781,0.6521171253265294,0.16781078834035498,0.08602150537634409,0.00847457627118644,0.16129032258064516,0.05084745762711865,0.25806451612903225,0.06779661016949153
flat_cnn,M3+F200,7702,3,447,93,2.3249735832214355,0.9447484009499885,0.8364484011860692,0.6463511436639394,0.5487192333893254,0.36159570651329065,0.6463459085110261,0.17300658564930818,0.06451612903225806,0.005649717514124294,0.13978494623655913,0.0480225988700565,0.22580645161290322,0.08192090395480225
hist_ngram_xgb,M0,7702,3,447,93,2.458563804626465,,0.8879302326954823,0.5980496471504075,0.44219805120582417,0.7965814112325201,0.930897272340684,0.0889294357402928,0.053763440860215055,0.0,0.4731182795698925,0.01694915254237288,0.7419354838709677,0.13559322033898305
hist_ngram_xgb,F200,7702,3,447,93,2.458563804626465,,0.8879302326954823,0.5980496471504075,0.44219805120582417,0.4557332005511076,0.7539942895328353,0.14302067509137065,0.0,0.0,0.053763440860215055,0.002824858757062147,0.12903225806451613,0.03389830508474576
hist_ngram_xgb,M3+F200,7702,3,447,93,2.458563804626465,,0.8879302326954823,0.5980496471504075,0.44219805120582417,0.4286627932277707,0.7506530587449122,0.14516270080826363,0.0,0.0,0.010752688172043012,0.014124293785310734,0.16129032258064516,0.031073446327683617
authguard_seq,M0,7703,3,447,93,1.3677085638046265,0.974712096100045,0.9781480226849948,0.8253285288470547,0.21245984407864776,0.9889539792650509,0.9967802685134561,0.019061684637934614,0.43010752688172044,0.0,0.9032258064516129,0.002824858757062147,0.967741935483871,0.05367231638418079
authguard_seq,F200,7703,3,447,93,1.3677085638046265,0.974712096100045,0.9781480226849948,0.8253285288470547,0.21245984407864776,0.9578559658852019,0.9767632586112629,0.0350118474446458,0.08602150537634409,0.0,0.6129032258064516,0.0,0.9354838709677419,0.05649717514124294
authguard_seq,M3+F200,7703,3,447,93,1.3677085638046265,0.974712096100045,0.9781480226849948,0.8253285288470547,0.21245984407864776,0.9482425732088089,0.9791932446388434,0.037423391698912796,0.043010752688172046,0.0,0.6344086021505376,0.002824858757062147,0.9139784946236559,0.07627118644067797
flat_cnn,M0,7703,3,447,93,1.6278351545333862,0.9546424903534116,0.9134404005345669,0.77569272681479,0.4239667779361776,0.8296840517303544,0.9468136808213352,0.07527253410342766,0.34408602150537637,0.005649717514124294,0.46236559139784944,0.02824858757062147,0.8064516129032258,0.07344632768361582
flat_cnn,F200,7703,3,447,93,1.6278351545333862,0.9546424903534116,0.9134404005345669,0.77569272681479,0.4239667779361776,0.4009422424353768,0.6516918777717029,0.16877241834220866,0.08602150537634409,0.00847457627118644,0.11827956989247312,0.022598870056497175,0.34408602150537637,0.13559322033898305
flat_cnn,M3+F200,7703,3,447,93,1.6278351545333862,0.9546424903534116,0.9134404005345669,0.77569272681479,0.4239667779361776,0.33962980750964683,0.6368082133527732,0.1839123598094504,0.053763440860215055,0.002824858757062147,0.10752688172043011,0.02824858757062147,0.23655913978494625,0.14689265536723164
hist_ngram_xgb,M0,7703,3,447,93,2.230961799621582,,0.9249866074224884,0.5650366961004483,0.46073240817744465,0.7909270514592457,0.9177145981410607,0.08792987545408586,0.03225806451612903,0.0,0.5806451612903226,0.01977401129943503,0.6774193548387096,0.0480225988700565
