0x386	0x51d
0x6d6	0x813
0x869	0x89f
0x8ab	0x8e3
0x916	0x99c
0x9aa	0xa24
0xb70	0xb70
0x148	0x38c8
0x527	0x38f0
0x81d	0x3918
0xa32	0x393e
0xb0b	0x3964
0xc01	0x398a
0x107	0x1450x107
0x818	0x1450x818
0xacd	0xb010xacd
0xb80	0xb010xb80
0xbb4	0xb010xbb4
