0x3b2	3	0xfa	1
0x3b2	3	0x181b	1
0x3b2	3	0x5ccd	1
0x19b0	11	0x19bf	5
0x19bf	5	0x118	1
0x19bf	5	0x2b5	1
0x19bf	5	0x34a	1
0x19bf	5	0x6b2	1
0x19bf	5	0xd1d	1
0x1afa	48	0x1dbf	17
0x1b35	6	0x1cbc	1
0x1b35	6	0x1ce8	1
0x1b35	6	0x1cfc	1
0x1b35	6	0x1e36	1
0x1b35	6	0x1e4e	1
0x1b35	6	0x1e62	1
0x1dbf	17	0x1e80	4
0x1e80	4	0x24f	1
0x1e80	4	0x28b	1
0x1e80	4	0x39c	1
0x1e80	4	0x167f	1
0x1f86	6	0x36b	1
0x1f86	6	0x659	1
0x1f86	6	0x69d	1
0x1f86	6	0x83f	1
0x1f86	6	0x14d6	1
0x1f86	6	0x1537	1
0x1ff2	19	0x200c	5
0x20b4	5	0x20dd	2
0x2120	3	0x7a1	1
0x2120	3	0xdde	1
0x2120	3	0x16df	1
0x236f	3	0x9a8	1
0x236f	3	0x17c5	1
0x236f	3	0x1891	1
