fold,seed,model,condition,AUPRC,Recall_01,FPR_01,Recall_05,FPR_05,Recall_10,FPR_10
0,7703,ordinary_aug,cleanM0,0.670343149204836,0.07236842105263158,0.003134796238244514,0.3092105263157895,0.018808777429467086,0.40131578947368424,0.02821316614420063
0,7703,ordinary_aug,F200,0.46570869931307646,0.21710526315789475,0.07210031347962383,0.42105263157894735,0.20689655172413793,0.5,0.3166144200626959
0,7703,ordinary_aug,M3F200,0.40178818007166317,0.2565789473684211,0.14420062695924765,0.40789473684210525,0.329153605015674,0.5,0.45768025078369906
0,7703,ordinary_aug,adaptive_transfer,0.638083460994081,0.05263157894736842,0.003134796238244514,0.23684210526315788,0.018808777429467086,0.3026315789473684,0.02821316614420063
0,7703,source_balanced_aug,cleanM0,0.8020892949580262,0.15789473684210525,0.003134796238244514,0.4276315789473684,0.01567398119122257,0.5,0.018808777429467086
0,7703,source_balanced_aug,F200,0.5771098420630495,0.0,0.0,0.125,0.009404388714733543,0.23026315789473684,0.050156739811912224
0,7703,source_balanced_aug,M3F200,0.5038608016444918,0.013157894736842105,0.0,0.08552631578947369,0.018808777429467086,0.20394736842105263,0.050156739811912224
0,7703,source_balanced_aug,adaptive_transfer,0.503182735107625,0.0,0.003134796238244514,0.013157894736842105,0.01567398119122257,0.05921052631578947,0.018808777429467086
0,7703,tc_hard,cleanM0,0.7353595440059882,0.03289473684210526,0.0,0.3223684210526316,0.0219435736677116,0.4144736842105263,0.06583072100313479
0,7703,tc_hard,F200,0.4560386059636319,0.02631578947368421,0.0,0.17105263157894737,0.0877742946708464,0.3092105263157895,0.16614420062695925
0,7703,tc_hard,M3F200,0.40700537192915687,0.006578947368421052,0.006269592476489028,0.18421052631578946,0.07836990595611286,0.3026315789473684,0.16300940438871472
0,7703,tc_hard,adaptive_transfer,0.572887763517314,0.0,0.0,0.11842105263157894,0.0219435736677116,0.2236842105263158,0.06583072100313479
0,7704,clean,cleanM0,0.8268096589827556,0.2631578947368421,0.003134796238244514,0.3881578947368421,0.012539184952978056,0.46710526315789475,0.047021943573667714
0,7704,clean,F200,0.5060212232824166,0.0,0.0,0.013157894736842105,0.009404388714733543,0.09868421052631579,0.02821316614420063
0,7704,clean,M3F200,0.46546463771316626,0.0,0.0,0.02631578947368421,0.0,0.07894736842105263,0.018808777429467086
0,7704,clean,adaptive_transfer,0.31036045801685863,0.0,0.003134796238244514,0.0,0.012539184952978056,0.006578947368421052,0.047021943573667714
0,7704,ordinary_aug,cleanM0,0.6912101097635392,0.08552631578947369,0.003134796238244514,0.34868421052631576,0.0219435736677116,0.4934210526315789,0.05329153605015674
0,7704,ordinary_aug,F200,0.43802086805525775,0.16447368421052633,0.05956112852664577,0.42105263157894735,0.2413793103448276,0.5789473684210527,0.4608150470219436
0,7704,ordinary_aug,M3F200,0.39846352426695975,0.21052631578947367,0.11598746081504702,0.40131578947368424,0.3667711598746082,0.5789473684210527,0.5799373040752351
0,7704,ordinary_aug,adaptive_transfer,0.6506063201326394,0.05921052631578947,0.003134796238244514,0.23684210526315788,0.0219435736677116,0.40789473684210525,0.05329153605015674
0,7704,source_balanced_aug,cleanM0,0.7910132370128832,0.125,0.003134796238244514,0.4144736842105263,0.01567398119122257,0.5131578947368421,0.034482758620689655
0,7704,source_balanced_aug,F200,0.5536370421950827,0.006578947368421052,0.0,0.125,0.01567398119122257,0.25,0.05329153605015674
0,7704,source_balanced_aug,M3F200,0.5014300546238147,0.0,0.0,0.07894736842105263,0.012539184952978056,0.2236842105263158,0.05956112852664577
0,7704,source_balanced_aug,adaptive_transfer,0.49653463684287485,0.0,0.003134796238244514,0.0,0.01567398119122257,0.09210526315789473,0.034482758620689655
0,7704,tc_hard,cleanM0,0.7354756595092785,0.06578947368421052,0.003134796238244514,0.19078947368421054,0.034482758620689655,0.4473684210526316,0.06896551724137931
0,7704,tc_hard,F200,0.45784843667166336,0.05263157894736842,0.012539184952978056,0.15789473684210525,0.05642633228840126,0.375,0.21630094043887146
