fold,seed,model,condition,AUPRC,Recall_01,FPR_01,Recall_05,FPR_05,Recall_10,FPR_10
3,7704,clean,F200,0.4334873900991668,0.0,0.0,0.08602150537634409,0.01358695652173913,0.11827956989247312,0.024456521739130436
3,7704,clean,M3F200,0.4236396324623264,0.0,0.0,0.06451612903225806,0.021739130434782608,0.12903225806451613,0.03804347826086957
3,7704,clean,adaptive_transfer,0.2454279898783961,0.0,0.002717391304347826,0.010752688172043012,0.021739130434782608,0.021505376344086023,0.029891304347826088
3,7704,ordinary_aug,cleanM0,0.8053284578701619,0.23655913978494625,0.010869565217391304,0.6881720430107527,0.051630434782608696,0.8817204301075269,0.06793478260869565
3,7704,ordinary_aug,F200,0.5086480295993244,0.6774193548387096,0.2554347826086957,0.9247311827956989,0.6114130434782609,0.9354838709677419,0.7255434782608695
3,7704,ordinary_aug,M3F200,0.39418657761848364,0.5913978494623656,0.35054347826086957,0.978494623655914,0.6739130434782609,1.0,0.7989130434782609
3,7704,ordinary_aug,adaptive_transfer,0.8177410951418123,0.3010752688172043,0.010869565217391304,0.7096774193548387,0.051630434782608696,0.8172043010752689,0.06793478260869565
3,7704,source_balanced_aug,cleanM0,0.8927041039072532,0.1827956989247312,0.002717391304347826,0.8387096774193549,0.02717391304347826,0.9354838709677419,0.1331521739130435
3,7704,source_balanced_aug,F200,0.6242836062590094,0.010752688172043012,0.0,0.3655913978494624,0.04076086956521739,0.6021505376344086,0.09239130434782608
3,7704,source_balanced_aug,M3F200,0.5655845552596878,0.0,0.0,0.3118279569892473,0.04076086956521739,0.6344086021505376,0.11956521739130435
3,7704,source_balanced_aug,adaptive_transfer,0.5494110710696896,0.0,0.002717391304347826,0.24731182795698925,0.02717391304347826,0.5161290322580645,0.1331521739130435
3,7704,tc_hard,cleanM0,0.7452961471385734,0.13978494623655913,0.002717391304347826,0.3655913978494624,0.021739130434782608,0.6989247311827957,0.1331521739130435
3,7704,tc_hard,F200,0.532980763284865,0.03225806451612903,0.005434782608695652,0.3333333333333333,0.04891304347826087,0.6559139784946236,0.18478260869565216
3,7704,tc_hard,M3F200,0.46280012223576783,0.021505376344086023,0.0,0.21505376344086022,0.04619565217391304,0.6129032258064516,0.22554347826086957
3,7704,tc_hard,adaptive_transfer,0.6642671472809573,0.053763440860215055,0.002717391304347826,0.2903225806451613,0.021739130434782608,0.6344086021505376,0.1331521739130435
4,7702,clean,cleanM0,0.8897281854351162,0.5706806282722513,0.02092050209205021,0.8795811518324608,0.1297071129707113,0.9738219895287958,0.16317991631799164
4,7702,clean,F200,0.7064956114945102,0.06282722513089005,0.012552301255230125,0.4607329842931937,0.11297071129707113,0.581151832460733,0.19246861924686193
4,7702,clean,M3F200,0.7067568781996687,0.09424083769633508,0.0,0.39790575916230364,0.11715481171548117,0.5235602094240838,0.2217573221757322
4,7702,clean,adaptive_transfer,0.4826869773012157,0.005235602094240838,0.02092050209205021,0.06806282722513089,0.1297071129707113,0.14659685863874344,0.16317991631799164
4,7702,ordinary_aug,cleanM0,0.9046659198469682,0.4293193717277487,0.016736401673640166,0.6701570680628273,0.06276150627615062,0.9109947643979057,0.12552301255230125
4,7702,ordinary_aug,F200,0.62192232657527,0.7015706806282722,0.4100418410041841,0.8586387434554974,0.602510460251046,0.9738219895287958,0.7615062761506276
4,7702,ordinary_aug,M3F200,0.6435172476512714,0.7382198952879581,0.45188284518828453,0.8900523560209425,0.6694560669456067,0.9738219895287958,0.7907949790794979
4,7702,ordinary_aug,adaptive_transfer,0.9055214012653092,0.39790575916230364,0.016736401673640166,0.6492146596858639,0.06276150627615062,0.9214659685863874,0.12552301255230125
4,7702,source_balanced_aug,cleanM0,0.9183364427181953,0.6544502617801047,0.03765690376569038,0.837696335078534,0.0794979079497908,0.8900523560209425,0.13807531380753138
4,7702,source_balanced_aug,F200,0.7805438591464962,0.18848167539267016,0.029288702928870293,0.3717277486910995,0.07112970711297072,0.774869109947644,0.2175732217573222
4,7702,source_balanced_aug,M3F200,0.7579257614074498,0.2198952879581152,0.029288702928870293,0.3612565445026178,0.08786610878661087,0.6963350785340314,0.24686192468619247
4,7702,source_balanced_aug,adaptive_transfer,0.6652604134292166,0.05235602094240838,0.03765690376569038,0.19895287958115182,0.0794979079497908,0.5340314136125655,0.13807531380753138
4,7702,tc_hard,cleanM0,0.8693945170272357,0.33507853403141363,0.02092050209205021,0.774869109947644,0.05439330543933055,0.8586387434554974,0.1506276150627615
4,7702,tc_hard,F200,0.6355105484172087,0.17801047120418848,0.07531380753138076,0.43455497382198954,0.18828451882845187,0.675392670157068,0.35564853556485354
4,7702,tc_hard,M3F200,0.6240294923187877,0.16753926701570682,0.07112970711297072,0.3717277486910995,0.18410041841004185,0.6544502617801047,0.3389121338912134
4,7702,tc_hard,adaptive_transfer,0.7918520901134128,0.17801047120418848,0.02092050209205021,0.4293193717277487,0.05439330543933055,0.680628272251309,0.1506276150627615
4,7703,clean,cleanM0,0.8769481740830511,0.5863874345549738,0.03347280334728033,0.7958115183246073,0.13389121338912133,0.9842931937172775,0.17154811715481172
4,7703,clean,F200,0.7058885496225059,0.05759162303664921,0.016736401673640166,0.450261780104712,0.09623430962343096,0.6282722513089005,0.2217573221757322
4,7703,clean,M3F200,0.6973172702021341,0.09424083769633508,0.0041841004184100415,0.39790575916230364,0.1297071129707113,0.5706806282722513,0.2510460251046025
4,7703,clean,adaptive_transfer,0.48155916619247696,0.0,0.03347280334728033,0.06806282722513089,0.13389121338912133,0.14136125654450263,0.17154811715481172
4,7703,ordinary_aug,cleanM0,0.9061548722665986,0.49214659685863876,0.02510460251046025,0.6492146596858639,0.06276150627615062,0.7539267015706806,0.10460251046025104
4,7703,ordinary_aug,F200,0.6389857520416364,0.6544502617801047,0.37656903765690375,0.8115183246073299,0.5564853556485355,0.9633507853403142,0.698744769874477
4,7703,ordinary_aug,M3F200,0.6488437625197595,0.7382198952879581,0.40585774058577406,0.8795811518324608,0.5941422594142259,0.9738219895287958,0.7615062761506276
4,7703,ordinary_aug,adaptive_transfer,0.8959016818101634,0.3717277486910995,0.02510460251046025,0.6073298429319371,0.06276150627615062,0.8429319371727748,0.10460251046025104
4,7703,source_balanced_aug,cleanM0,0.9047103325692413,0.5968586387434555,0.029288702928870293,0.7277486910994765,0.0794979079497908,0.8848167539267016,0.14644351464435146
4,7703,source_balanced_aug,F200,0.7870108195500662,0.1099476439790576,0.012552301255230125,0.450261780104712,0.07112970711297072,0.7120418848167539,0.18828451882845187
4,7703,source_balanced_aug,M3F200,0.7413568118140109,0.13089005235602094,0.008368200836820083,0.4031413612565445,0.11297071129707113,0.6282722513089005,0.2217573221757322
4,7703,source_balanced_aug,adaptive_transfer,0.6602088402866979,0.031413612565445025,0.029288702928870293,0.193717277486911,0.0794979079497908,0.4973821989528796,0.14644351464435146
4,7703,tc_hard,cleanM0,0.859199412464968,0.6020942408376964,0.04602510460251046,0.837696335078534,0.08786610878661087,0.8534031413612565,0.19665271966527198
4,7703,tc_hard,F200,0.6391982906592311,0.31413612565445026,0.11297071129707113,0.5130890052356021,0.20920502092050208,0.7643979057591623,0.3807531380753138
4,7703,tc_hard,M3F200,0.6861786393794475,0.2931937172774869,0.08368200836820083,0.4607329842931937,0.1589958158995816,0.7277486910994765,0.36401673640167365
4,7703,tc_hard,adaptive_transfer,0.7597433402044281,0.29842931937172773,0.04602510460251046,0.518324607329843,0.08786610878661087,0.7172774869109948,0.19665271966527198
4,7704,clean,cleanM0,0.886231664528471,0.5445026178010471,0.03347280334728033,0.8481675392670157,0.13389121338912133,0.9528795811518325,0.16736401673640167
4,7704,clean,F200,0.710735529776382,0.04712041884816754,0.008368200836820083,0.418848167539267,0.11297071129707113,0.5706806282722513,0.16736401673640167
4,7704,clean,M3F200,0.7206803024211769,0.07329842931937172,0.0041841004184100415,0.3769633507853403,0.100418410041841,0.5445026178010471,0.18828451882845187
4,7704,clean,adaptive_transfer,0.47649607114259757,0.0,0.03347280334728033,0.06806282722513089,0.13389121338912133,0.1256544502617801,0.16736401673640167
4,7704,ordinary_aug,cleanM0,0.9110407310192542,0.43455497382198954,0.029288702928870293,0.7068062827225131,0.06276150627615062,0.8638743455497382,0.100418410041841
4,7704,ordinary_aug,F200,0.6272204956055508,0.7068062827225131,0.4435146443514644,0.8586387434554974,0.5774058577405857,0.9476439790575916,0.7112970711297071
4,7704,ordinary_aug,M3F200,0.6456884066678461,0.7643979057591623,0.4476987447698745,0.8586387434554974,0.602510460251046,0.9685863874345549,0.7322175732217573
4,7704,ordinary_aug,adaptive_transfer,0.9037395365908686,0.44502617801047123,0.029288702928870293,0.6649214659685864,0.06276150627615062,0.8795811518324608,0.100418410041841
4,7704,source_balanced_aug,cleanM0,0.909341266682544,0.6282722513089005,0.02092050209205021,0.7382198952879581,0.07531380753138076,0.8795811518324608,0.1297071129707113
4,7704,source_balanced_aug,F200,0.783399012071672,0.1256544502617801,0.012552301255230125,0.44502617801047123,0.07112970711297072,0.6858638743455497,0.17154811715481172
4,7704,source_balanced_aug,M3F200,0.7567424300282002,0.14136125654450263,0.016736401673640166,0.387434554973822,0.08368200836820083,0.6387434554973822,0.18828451882845187
4,7704,source_balanced_aug,adaptive_transfer,0.6773180094810818,0.041884816753926704,0.02092050209205021,0.18848167539267016,0.07531380753138076,0.4607329842931937,0.1297071129707113
4,7704,tc_hard,cleanM0,0.8708885731430895,0.6596858638743456,0.04602510460251046,0.7801047120418848,0.06276150627615062,0.837696335078534,0.2301255230125523
4,7704,tc_hard,F200,0.6024281684485507,0.3612565445026178,0.14225941422594143,0.47643979057591623,0.22594142259414227,0.6910994764397905,0.36401673640167365
4,7704,tc_hard,M3F200,0.6687505827043677,0.35602094240837695,0.12552301255230125,0.46596858638743455,0.2175732217573222,0.6387434554973822,0.3807531380753138
4,7704,tc_hard,adaptive_transfer,0.7752742341923244,0.33507853403141363,0.04602510460251046,0.45549738219895286,0.06276150627615062,0.680628272251309,0.2301255230125523
