0x7b
0x80
0xa4
0xc4
0xc9
0xe6
0x158
0x296
0x2c9
0x304
0x312
0x505
0x540
0x54e
0x828
0x9de
0xa0a
0xa36
0xb6b
0xb96
0xbad
