flood_fraction,n,appended_chunk_share,attention_on_appended,attention_on_appended_sd,mean_pool_on_appended,dilution_resisted
0.0,191,0.0,0.0,0.0,0.0,0.0
0.25,191,0.14844973470955566,0.10943661280054384,0.09948125951450958,0.14844973470955566,0.03901312190901182
0.5,191,0.281851007744143,0.20677893472279554,0.12139742504950084,0.281851007744143,0.07507207302134747
1.0,191,0.4408708561328303,0.30405206342486185,0.1221328034751256,0.4408708561328303,0.13681879270796843
2.0,191,0.6151325925713471,0.4583400395060085,0.1215938842646616,0.6151325925713471,0.15679255306533862
