flood_fraction,n,appended_chunk_share,attention_on_appended,attention_on_appended_sd,mean_pool_on_appended,dilution_resisted
0.0,145,0.0,0.0,0.0,0.0,0.0
0.25,145,0.17266728819974256,0.07289423482364107,0.07994430510036697,0.17266728819974256,0.09977305337610148
0.5,145,0.30548669418518937,0.12616950661136672,0.12460941634537753,0.30548669418518937,0.17931718757382265
1.0,145,0.47566930755196035,0.21967851406541364,0.15262982602930208,0.47566930755196035,0.25599079348654674
2.0,145,0.6307666463045246,0.3207461496622398,0.1948344322350829,0.6307666463045246,0.3100204966422848
