flood_fraction,n,appended_chunk_share,attention_on_appended,attention_on_appended_sd,mean_pool_on_appended,dilution_resisted
0.0,146,0.0,0.0,0.0,0.0,0.0
0.25,146,0.1755099797833442,0.05162681091245111,0.046681802562584515,0.1755099797833442,0.1238831688708931
0.5,146,0.30498445075830677,0.09627997489288857,0.06707465504876489,0.30498445075830677,0.20870447586541818
1.0,146,0.4650703988220003,0.1753651887841829,0.10414500004077205,0.4650703988220003,0.2897052100378174
2.0,146,0.6268478449105624,0.2899301049541937,0.1348608199006953,0.6268478449105624,0.33691773995636876
