flood_fraction,n,appended_chunk_share,attention_on_appended,attention_on_appended_sd,mean_pool_on_appended,dilution_resisted
0.0,93,0.0,0.0,0.0,0.0,0.0
0.25,93,0.16272586443114756,0.07093098718592877,0.08345199352772674,0.16272586443114756,0.09179487724521879
0.5,93,0.2804519889364263,0.11086176636738963,0.1029081873054302,0.2804519889364263,0.16959022256903666
1.0,93,0.45114205530788476,0.1717388171862851,0.13312709829703132,0.45114205530788476,0.2794032381215997
2.0,93,0.6243042056590213,0.27781074033469283,0.1568004512089437,0.6243042056590213,0.3464934653243285
