flood_fraction,n,appended_chunk_share,attention_on_appended,attention_on_appended_sd,mean_pool_on_appended,dilution_resisted
0.0,30,0.0,0.0,0.0,0.0,0.0
0.25,30,0.23714766714766716,0.17303846900661787,0.1272261419354715,0.23714766714766716,0.06410919814104929
0.5,30,0.3392754159420826,0.20058108183244863,0.105797696569971,0.3392754159420826,0.13869433410963397
1.0,30,0.4887377746665672,0.3123680216570695,0.13044886157244315,0.4887377746665672,0.1763697530094977
2.0,30,0.6589327801827802,0.48167757888635,0.14762610049387853,0.6589327801827802,0.17725520129643024
