0x44d	52	0x8836	14
0xb37	29	0x471	1
0xb37	29	0xb56	1
0xb37	29	0xbe1	1
0xb37	29	0xc2d	1
0xb37	29	0xccd	1
0xb37	29	0xd18	1
0xb37	29	0xd93	1
0xb37	29	0xdfd	1
0xb37	29	0xe9a	1
0xb37	29	0xf84	1
0xb37	29	0x105d	1
0xb37	29	0x10c6	1
0xb37	29	0x115c	1
0xb37	29	0x11d8	1
0xb37	29	0x1228	1
0xb37	29	0x1270	1
0xb37	29	0x1312	1
0xb37	29	0x1341	1
0xb37	29	0x1378	1
0xb37	29	0x13cc	1
0xb37	29	0x143e	1
0xb37	29	0x148b	1
0xb37	29	0x155b	1
0xb37	29	0x15c1	1
0xb37	29	0x1695	1
0xb37	29	0x1719	1
0xb37	29	0x1750	1
0xb37	29	0x179d	1
0xb37	29	0x1812	1
0xec9	9	0x669	1
0xec9	9	0xc7a	1
0xec9	9	0xe4a	1
0xec9	9	0x118b	1
0xec9	9	0x12ac	1
0xec9	9	0x14ed	1
0xec9	9	0x158a	1
0xec9	9	0x1645	1
0xec9	9	0x16c4	1
0x1a1d	21	0x1a8c	9
0x1a35	3	0x482	1
0x1a35	3	0x581	1
0x1a35	3	0x870	1
0x1a61	9	0x4b2	1
0x1a61	9	0x63a	1
0x1a61	9	0x710	1
0x1a61	9	0x7b0	1
0x1a61	9	0x7d0	1
0x1a61	9	0x83b	1
0x1a61	9	0x93b	1
0x1a61	9	0x9bb	1
0x1a61	9	0xa95	1
0x1a7a	9	0x4f6	1
0x1a7a	9	0x541	1
0x1a7a	9	0x605	1
0x1a7a	9	0x67a	1
0x1a7a	9	0x77b	1
0x1a7a	9	0x81b	1
0x1a7a	9	0x8c6	1
0x1a7a	9	0x8fb	1
0x1a7a	9	0xa10	1
0x1c12	4	0xaa9	1
0x1c12	4	0x129f	1
0x1c12	4	0x800a	1
0x1c12	4	0x844c	1
0x1c4c	3	0xd74	1
0x1c4c	3	0x80a3	1
0x1c4c	3	0x8536	1
0x1c69	29	0x1624	1
0x1c69	29	0x80ff	1
0x1c69	29	0x815a	1
0x1c69	29	0x818f	1
0x1c69	29	0x81ec	1
0x1c69	29	0x8248	1
0x1c69	29	0x827d	1
0x1c69	29	0x82b2	1
0x1c69	29	0x830e	1
0x1c69	29	0x8343	1
0x1c69	29	0x8378	1
0x1c69	29	0x83ad	1
0x1c69	29	0x83e2	1
0x1c69	29	0x8417	1
0x1c69	29	0x8497	1
0x1c69	29	0x84cc	1
0x1c69	29	0x8501	1
0x1c69	29	0x856b	1
0x1c69	29	0x85c8	1
0x1c69	29	0x85fd	1
0x1c69	29	0x8632	1
0x1c69	29	0x8667	1
0x1c69	29	0x869c	1
0x1c69	29	0x86d1	1
0x1c69	29	0x8706	1
0x1c69	29	0x873b	1
0x1c69	29	0x8770	1
0x1c69	29	0x87a5	1
0x1c69	29	0x87da	1
