0x176	0x52d
0x57b	0x7ae
0x7cd	0x81b
0x82d	0x840
0x843	0x851
0x857	0x8aa
0x8b4	0x8b4
0x8d3	0x8dd
0x8f3	0x906
0x90c	0x90c
0x966	0x97d
0x9bd	0x9d8
0x9e4	0x9ee
0x9f5	0xa08
0xa0b	0xa19
0xa1f	0xa41
0xa4a	0xaa4
0xae8	0xaf4
0xb00	0xb00
0xb54	0xb54
0xb5e	0xb7b
0xbb6	0xbcc
0xc1f	0xc37
0xc3f	0xc3f
0xc75	0xcaf
0xcb6	0xce3
0xd3d	0xd46
0xd4c	0xd6c
