0x1f2	3	0x6f3	1
0x1f2	3	0xfec	1
0x1f2	3	0xbd73	1
0x1f2	3	0x1128d	1
0x1f2	3	0x1134e	1
0x1986	16	0xf6b	1
0x1986	16	0xf8d	1
0x1986	16	0xfa2	1
0x1986	16	0xfb3	1
0x1986	16	0x1097	1
0x1986	16	0x10bd	1
0x1986	16	0x10e3	1
0x1986	16	0x1131	1
0x1986	16	0x1183	1
0x1986	16	0x11c7	1
0x1986	16	0x1319	1
0x1986	16	0x133f	1
0x1986	16	0x1364	1
0x1986	16	0x1388	1
0x1986	16	0x13a8	1
0x1986	16	0x13d5	1
0x2031	23	0x293c	10
0x208c	3	0x214e	1
0x208c	3	0x252c	1
0x208c	3	0x26e3	1
0x21ae	3	0x27a	1
0x21ae	3	0x535	1
0x21ae	3	0x555	1
0x2328	10	0x2a6d	4
0x2407	3	0x16e4c	1
0x2407	3	0x16e78	1
0x2407	3	0x16f12	1
0x2546	3	0x25ba	1
0x2546	3	0x25df	1
0x2546	3	0x2604	1
0x2708	8	0x27c4	2
0x2708	8	0x27ed	2
0x2708	8	0x28d7	2
0x2708	8	0x29b0	2
0x274d	8	0x27db	2
0x274d	8	0x27ff	2
0x274d	8	0x28f1	2
0x274d	8	0x29c2	2
0x2947	21	0x1503	5
0x2947	21	0x1523	5
0x2947	21	0x1547	5
0x2a86	15	0x1515	5
0x2a86	15	0x1539	5
0x2a86	15	0x156c	5
0x2ab6	6	0x1c1f	2
0x2ab6	6	0x1c3a	2
0x2ab6	6	0x1c56	2
