chain,address,exact_bytecode_id,bytecode_family_id,evidence_path,verified_source_status
ethereum,0x20358c096c999f785f427d7b0aa83326d36a5556,EXACT00104,FAM00080,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x20358c096c999f785f427d7b0aa83326d36a5556.json,UNAVAILABLE
ethereum,0x20ac083fb4d82224627fcf89c0fbb67cf766a932,EXACT00105,FAM00081,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x20ac083fb4d82224627fcf89c0fbb67cf766a932.json,UNAVAILABLE
ethereum,0x20bb4e82a6d833e1b092fd2591ddecc63e82c2f6,EXACT00106,FAM00082,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x20bb4e82a6d833e1b092fd2591ddecc63e82c2f6.json,UNAVAILABLE
ethereum,0x20c89abf27f3bd8cf449822a77b8b53c73ed5311,EXACT00031,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x20c89abf27f3bd8cf449822a77b8b53c73ed5311.json,UNAVAILABLE
ethereum,0x215142fefa83fc7909e9702dc0a76727aa040750,EXACT00107,FAM00083,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x215142fefa83fc7909e9702dc0a76727aa040750.json,VERIFIED
ethereum,0x217c037a79bc3a46f6bde8fd62bf5745afa1282b,EXACT00108,FAM00084,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x217c037a79bc3a46f6bde8fd62bf5745afa1282b.json,UNAVAILABLE
ethereum,0x21a2e9d532c7b9e5e8b628d32e2cabaa65e146de,EXACT00109,FAM00085,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x21a2e9d532c7b9e5e8b628d32e2cabaa65e146de.json,UNAVAILABLE
ethereum,0x223fabc28a2c7491395d4409cc127ff12a852c86,EXACT00110,FAM00086,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x223fabc28a2c7491395d4409cc127ff12a852c86.json,UNAVAILABLE
ethereum,0x225f594f97d18ef6b8a4b42a4ad6d9575c811c10,EXACT00111,FAM00087,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x225f594f97d18ef6b8a4b42a4ad6d9575c811c10.json,UNAVAILABLE
ethereum,0x227563eabfc46a4700bd0eea4b87116edf891fee,EXACT00112,FAM00088,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x227563eabfc46a4700bd0eea4b87116edf891fee.json,UNAVAILABLE
ethereum,0x229d04b94ed8fd851fc32d1ccb4794e66cfdf65f,EXACT00113,FAM00089,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x229d04b94ed8fd851fc32d1ccb4794e66cfdf65f.json,UNAVAILABLE
ethereum,0x23062aee40e9a35fbade70ab9e4f91e6ffccfe44,EXACT00114,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x23062aee40e9a35fbade70ab9e4f91e6ffccfe44.json,UNAVAILABLE
ethereum,0x239b26a77a81c95f96efc8b6cba85f72aacf51c0,EXACT00115,FAM00090,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x239b26a77a81c95f96efc8b6cba85f72aacf51c0.json,VERIFIED
ethereum,0x242e809094f7fa83763119988d84e4f4d9528713,EXACT00116,FAM00091,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x242e809094f7fa83763119988d84e4f4d9528713.json,UNAVAILABLE
ethereum,0x244e7d674a86473085a70b4cd09d1df4bd65e740,EXACT00117,FAM00092,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x244e7d674a86473085a70b4cd09d1df4bd65e740.json,UNAVAILABLE
ethereum,0x2460976919bc73fddbc9d4b74695fbf1697c84be,EXACT00118,FAM00093,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2460976919bc73fddbc9d4b74695fbf1697c84be.json,UNAVAILABLE
ethereum,0x24c71aa9aa0ce5fb95ffc0f276eced02467d4e4d,EXACT00119,FAM00094,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x24c71aa9aa0ce5fb95ffc0f276eced02467d4e4d.json,UNAVAILABLE
ethereum,0x25054a2b9d4544ed292dc1a74e8bf1f6f449d988,EXACT00120,FAM00095,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x25054a2b9d4544ed292dc1a74e8bf1f6f449d988.json,VERIFIED
ethereum,0x250c1e4e572e07b375125208340f8e038f335915,EXACT00121,FAM00096,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x250c1e4e572e07b375125208340f8e038f335915.json,UNAVAILABLE
ethereum,0x252fe07aff7bf7f39704a615b1b347827e90db7f,EXACT00122,FAM00097,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x252fe07aff7bf7f39704a615b1b347827e90db7f.json,UNAVAILABLE
ethereum,0x260b14eed940039ba19ee654b873d07588f29e92,EXACT00123,FAM00098,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x260b14eed940039ba19ee654b873d07588f29e92.json,UNAVAILABLE
ethereum,0x2679e336d94b6de7171b7a493048c73ee426e902,EXACT00124,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2679e336d94b6de7171b7a493048c73ee426e902.json,UNAVAILABLE
ethereum,0x268d193d74d3b9a13a82da831302cf8dbdc9245a,EXACT00125,FAM00099,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x268d193d74d3b9a13a82da831302cf8dbdc9245a.json,VERIFIED
ethereum,0x272d1bbcc55ee20bf9cd19d8b3161b3932ce9229,EXACT00126,FAM00042,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x272d1bbcc55ee20bf9cd19d8b3161b3932ce9229.json,UNAVAILABLE
ethereum,0x2778c550f989a2fef56c39ba5b0a8f885285dd66,EXACT00127,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2778c550f989a2fef56c39ba5b0a8f885285dd66.json,UNAVAILABLE
ethereum,0x278b70c29c3e1cc4d3a25e4db637ac973e94f7e6,EXACT00128,FAM00100,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x278b70c29c3e1cc4d3a25e4db637ac973e94f7e6.json,UNAVAILABLE
ethereum,0x27bfd156c8c0df64e6a863c589dc9593ddac3ee2,EXACT00129,FAM00101,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x27bfd156c8c0df64e6a863c589dc9593ddac3ee2.json,UNAVAILABLE
ethereum,0x27dbd0e71b85700e29994d6d3a51f2e32442aa61,EXACT00130,FAM00102,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x27dbd0e71b85700e29994d6d3a51f2e32442aa61.json,UNAVAILABLE
ethereum,0x282d9c45b6c678483c63fbcb0a4ad6ed478ddfec,EXACT00131,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x282d9c45b6c678483c63fbcb0a4ad6ed478ddfec.json,UNAVAILABLE
ethereum,0x282daab4f1dfe9621533df573953ae2685de5bc4,EXACT00132,FAM00103,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x282daab4f1dfe9621533df573953ae2685de5bc4.json,UNAVAILABLE
ethereum,0x28440c42093eac685190579fae50ab33d5a3107d,EXACT00133,FAM00104,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x28440c42093eac685190579fae50ab33d5a3107d.json,UNAVAILABLE
ethereum,0x293d24249840998edcf4c00b417274e09ee869d8,EXACT00134,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x293d24249840998edcf4c00b417274e09ee869d8.json,UNAVAILABLE
ethereum,0x2949c70d12e33c9cc98e03ff650089e2fca854bd,EXACT00135,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2949c70d12e33c9cc98e03ff650089e2fca854bd.json,UNAVAILABLE
ethereum,0x29a48c8c8746be8171b87b70ad8376274d74c0d9,EXACT00136,FAM00105,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x29a48c8c8746be8171b87b70ad8376274d74c0d9.json,UNAVAILABLE
ethereum,0x2a17a9ef6854697aefee2f550238894f010de045,EXACT00137,FAM00106,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2a17a9ef6854697aefee2f550238894f010de045.json,UNAVAILABLE
ethereum,0x2a9cc087855b86e4d304813e7ab006935fb69ff5,EXACT00138,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2a9cc087855b86e4d304813e7ab006935fb69ff5.json,UNAVAILABLE
ethereum,0x2b07c980b1c892727694098a9dd711c973b9b8f8,EXACT00139,FAM00107,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2b07c980b1c892727694098a9dd711c973b9b8f8.json,UNAVAILABLE
ethereum,0x2b87f28530812b469c3416c128fd402d77b6f925,EXACT00140,FAM00108,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2b87f28530812b469c3416c128fd402d77b6f925.json,UNAVAILABLE
ethereum,0x2b9b9bb92de60a604819711cfd13893d44909824,EXACT00141,FAM00109,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2b9b9bb92de60a604819711cfd13893d44909824.json,UNAVAILABLE
ethereum,0x2c060fe342ae3fee39f4c6a1d7fc4a1c6be86980,EXACT00142,FAM00110,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2c060fe342ae3fee39f4c6a1d7fc4a1c6be86980.json,UNAVAILABLE
ethereum,0x2c3cbe3b2cf2015602045e9b4b0f180897b369c1,EXACT00143,FAM00111,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2c3cbe3b2cf2015602045e9b4b0f180897b369c1.json,UNAVAILABLE
ethereum,0x2c6f01799fa9db1e7f2797e5ba892b72b865571d,EXACT00144,FAM00112,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2c6f01799fa9db1e7f2797e5ba892b72b865571d.json,UNAVAILABLE
ethereum,0x2cbc388b1f126ed2f9d4dce86856fdbfaec1b1d1,EXACT00031,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2cbc388b1f126ed2f9d4dce86856fdbfaec1b1d1.json,UNAVAILABLE
ethereum,0x2cd7a861bc8fc73e9047fefbf074fd9acd20c87f,EXACT00145,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2cd7a861bc8fc73e9047fefbf074fd9acd20c87f.json,UNAVAILABLE
ethereum,0x2df4247e44697d4e4983a92827dbde905f61a0ff,EXACT00146,FAM00113,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2df4247e44697d4e4983a92827dbde905f61a0ff.json,UNAVAILABLE
ethereum,0x2e086ac01cb8e6538d393944f02be58d52439ae8,EXACT00147,FAM00114,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2e086ac01cb8e6538d393944f02be58d52439ae8.json,UNAVAILABLE
ethereum,0x2f53bcb1f4b5d88dd39ec764a76bc52597c9cabf,EXACT00148,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2f53bcb1f4b5d88dd39ec764a76bc52597c9cabf.json,UNAVAILABLE
ethereum,0x2f5f0aafdf35064498f66475e935c86ce20a52a1,EXACT00149,FAM00115,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2f5f0aafdf35064498f66475e935c86ce20a52a1.json,UNAVAILABLE
ethereum,0x3056af9b05f81ac637fb723d5bb34b221457f956,EXACT00150,FAM00116,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3056af9b05f81ac637fb723d5bb34b221457f956.json,UNAVAILABLE
ethereum,0x30e40f90d3f164192d33b98acaaeec8f39ac34cb,EXACT00151,FAM00054,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x30e40f90d3f164192d33b98acaaeec8f39ac34cb.json,UNAVAILABLE
ethereum,0x313ada1527318a5af4626ed9c841d7372ea6119a,EXACT00152,FAM00117,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x313ada1527318a5af4626ed9c841d7372ea6119a.json,UNAVAILABLE
ethereum,0x316d59c8614bb042152bae1190c6afb39febfb90,EXACT00153,FAM00118,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x316d59c8614bb042152bae1190c6afb39febfb90.json,UNAVAILABLE
ethereum,0x331897e3f5fe6c53480bcea6ca6fc0d5c544a0bc,EXACT00154,FAM00119,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x331897e3f5fe6c53480bcea6ca6fc0d5c544a0bc.json,UNAVAILABLE
ethereum,0x3345fa485e27b4c9044552f043a6625d92dbdeb8,EXACT00031,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3345fa485e27b4c9044552f043a6625d92dbdeb8.json,UNAVAILABLE
ethereum,0x33ad496cad27fb4d7fb995f2e90b61a161540a22,EXACT00031,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x33ad496cad27fb4d7fb995f2e90b61a161540a22.json,UNAVAILABLE
ethereum,0x33f1003a3bbe8242be248da9b439cdce5a0ba970,EXACT00155,FAM00120,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x33f1003a3bbe8242be248da9b439cdce5a0ba970.json,UNAVAILABLE
ethereum,0x33fc3829e619cf9b9c672ddbb83a63f55dff80e6,EXACT00156,FAM00121,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x33fc3829e619cf9b9c672ddbb83a63f55dff80e6.json,UNAVAILABLE
ethereum,0x3427a6911210aac809e6d0bfeea6dea570c9bb58,EXACT00157,FAM00122,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3427a6911210aac809e6d0bfeea6dea570c9bb58.json,UNAVAILABLE
ethereum,0x34fff33dc9c0ead473a1878923b3858d8ed04dfb,EXACT00158,FAM00123,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x34fff33dc9c0ead473a1878923b3858d8ed04dfb.json,UNAVAILABLE
ethereum,0x3525f1c4ba12279747fb7f06a2291d406508d1ff,EXACT00159,FAM00124,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3525f1c4ba12279747fb7f06a2291d406508d1ff.json,UNAVAILABLE
ethereum,0x35298e16bc8bc4022105238c58a918d4235407b7,EXACT00160,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x35298e16bc8bc4022105238c58a918d4235407b7.json,UNAVAILABLE
ethereum,0x358c7a4bf89fb98c3ac057d69b054858a35b2471,EXACT00161,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x358c7a4bf89fb98c3ac057d69b054858a35b2471.json,UNAVAILABLE
ethereum,0x36253c1a8bd094e130f2a4b1b1cdf01b9ca4a367,EXACT00162,FAM00125,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x36253c1a8bd094e130f2a4b1b1cdf01b9ca4a367.json,UNAVAILABLE
ethereum,0x36d098ba5fff034332fcafc53366354343e735ae,EXACT00163,FAM00126,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x36d098ba5fff034332fcafc53366354343e735ae.json,UNAVAILABLE
ethereum,0x36d3cbd83961868398d056efbf50f5ce15528c0d,EXACT00164,FAM00127,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x36d3cbd83961868398d056efbf50f5ce15528c0d.json,UNAVAILABLE
ethereum,0x37ee921732654b81b2c2be0d4544236bed121f2d,EXACT00165,FAM00128,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x37ee921732654b81b2c2be0d4544236bed121f2d.json,UNAVAILABLE
ethereum,0x3850073783e69bcfc1151cec07f76d29f27baca2,EXACT00166,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3850073783e69bcfc1151cec07f76d29f27baca2.json,UNAVAILABLE
ethereum,0x39165d069fb2ad145cafa7c4bf710f4566aa5218,EXACT00167,FAM00129,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x39165d069fb2ad145cafa7c4bf710f4566aa5218.json,UNAVAILABLE
ethereum,0x3940c77f7d5a6dc927513e5b43b436bfc98aca1c,EXACT00168,FAM00130,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3940c77f7d5a6dc927513e5b43b436bfc98aca1c.json,UNAVAILABLE
ethereum,0x399fbfea9fce84e57976c5c57d6ce7725a7f96f4,EXACT00169,FAM00094,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x399fbfea9fce84e57976c5c57d6ce7725a7f96f4.json,UNAVAILABLE
ethereum,0x3a23c39dc57825cb7962256548d86d529ef67429,EXACT00031,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3a23c39dc57825cb7962256548d86d529ef67429.json,UNAVAILABLE
ethereum,0x3a7df4c0c74f82e67d77c27ecc06a22370fb003a,EXACT00031,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3a7df4c0c74f82e67d77c27ecc06a22370fb003a.json,UNAVAILABLE
ethereum,0x3aabc01cc82a8f9dd0a427706cbec7cfb4acec4d,EXACT00170,FAM00131,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3aabc01cc82a8f9dd0a427706cbec7cfb4acec4d.json,UNAVAILABLE
ethereum,0x3ac5f265b93c63014534893c0b6300ddfc5d2ebe,EXACT00171,FAM00132,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3ac5f265b93c63014534893c0b6300ddfc5d2ebe.json,UNAVAILABLE
ethereum,0x3acf630a625ad483415228faae718d8c2f9076f5,EXACT00172,FAM00133,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3acf630a625ad483415228faae718d8c2f9076f5.json,UNAVAILABLE
ethereum,0x3ae1f70cf6da80955936f5599d103fcf62162d10,EXACT00173,FAM00134,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3ae1f70cf6da80955936f5599d103fcf62162d10.json,UNAVAILABLE
ethereum,0x3af1ed23d4425aea89c84361399664a95530ac6c,EXACT00174,FAM00135,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3af1ed23d4425aea89c84361399664a95530ac6c.json,UNAVAILABLE
ethereum,0x3b1129fe01dc1249d2be072ffac4a59723119a75,EXACT00175,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3b1129fe01dc1249d2be072ffac4a59723119a75.json,UNAVAILABLE
ethereum,0x3b83ea3f8cc10d99c1187119f7b8ba08465e2980,EXACT00176,FAM00136,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3b83ea3f8cc10d99c1187119f7b8ba08465e2980.json,UNAVAILABLE
ethereum,0x3bd089fda508d2ae0001007a0e77f882abc14bd8,EXACT00177,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3bd089fda508d2ae0001007a0e77f882abc14bd8.json,UNAVAILABLE
ethereum,0x3be59da4ab2c8b8488e0e98dff528fa19d669cea,EXACT00178,FAM00137,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3be59da4ab2c8b8488e0e98dff528fa19d669cea.json,UNAVAILABLE
ethereum,0x3cca057a2104eb0251d4272eaae169152033b67e,EXACT00179,FAM00138,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3cca057a2104eb0251d4272eaae169152033b67e.json,UNAVAILABLE
ethereum,0x3cf32d4d57e91e0a1c3658884040889dafbe5103,EXACT00180,FAM00139,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3cf32d4d57e91e0a1c3658884040889dafbe5103.json,VERIFIED
ethereum,0x3d1a36f20298d7f8f41d79940bed1afbe8d7500c,EXACT00181,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3d1a36f20298d7f8f41d79940bed1afbe8d7500c.json,UNAVAILABLE
ethereum,0x3d512c1b1dbda46a80e5b2f77a27c6b4af6f20c1,EXACT00182,FAM00140,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3d512c1b1dbda46a80e5b2f77a27c6b4af6f20c1.json,UNAVAILABLE
ethereum,0x3d965cfdda791589ccab955498d509f2f7e30b79,EXACT00183,FAM00141,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3d965cfdda791589ccab955498d509f2f7e30b79.json,UNAVAILABLE
ethereum,0x3dec040d11fd8de1358f4157f7a250715cd012bd,EXACT00184,FAM00142,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3dec040d11fd8de1358f4157f7a250715cd012bd.json,UNAVAILABLE
ethereum,0x3e2b1f7c601300bd2a3c9a70edb1bbbf245cace0,EXACT00185,FAM00143,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3e2b1f7c601300bd2a3c9a70edb1bbbf245cace0.json,UNAVAILABLE
ethereum,0x3e515544f8d8293b0a353e10ff3b7ca03b52f35b,EXACT00186,FAM00144,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3e515544f8d8293b0a353e10ff3b7ca03b52f35b.json,VERIFIED
ethereum,0x3e95f3ad3ddac747a886cb4f7bd8bedcbac8f27a,EXACT00187,FAM00145,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3e95f3ad3ddac747a886cb4f7bd8bedcbac8f27a.json,UNAVAILABLE
ethereum,0x3efe7fe04bed5f9e7150897a9d57fe8d16eeccd1,EXACT00096,FAM00061,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3efe7fe04bed5f9e7150897a9d57fe8d16eeccd1.json,UNAVAILABLE
ethereum,0x3f5e1e40769bc9194d9cd4f480f1e613ed3478bc,EXACT00188,FAM00028,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3f5e1e40769bc9194d9cd4f480f1e613ed3478bc.json,UNAVAILABLE
ethereum,0x3f899cbe20efc5ab590c7b9aedf878e055ed0550,EXACT00189,FAM00146,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3f899cbe20efc5ab590c7b9aedf878e055ed0550.json,UNAVAILABLE
ethereum,0x3febcead386747dcd02b3acd7e37a5394dd6fd92,EXACT00190,FAM00096,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3febcead386747dcd02b3acd7e37a5394dd6fd92.json,UNAVAILABLE
ethereum,0x407d77ddaf4aabdad7d1985fd36ee3a653ae596e,EXACT00191,FAM00147,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x407d77ddaf4aabdad7d1985fd36ee3a653ae596e.json,UNAVAILABLE
ethereum,0x408c022f572590b3d08bd9951a624c0d0beb2e30,EXACT00192,FAM00148,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x408c022f572590b3d08bd9951a624c0d0beb2e30.json,UNAVAILABLE
ethereum,0x40a044318af172ad8d1228f9dfcff2f7ea929a8c,EXACT00193,FAM00149,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x40a044318af172ad8d1228f9dfcff2f7ea929a8c.json,UNAVAILABLE
ethereum,0x4174451576e30fd3ca0a867c584abe1422107394,EXACT00194,FAM00150,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x4174451576e30fd3ca0a867c584abe1422107394.json,UNAVAILABLE
ethereum,0x422375f5658e9b17115f639137aace711351fc9d,EXACT00195,FAM00063,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x422375f5658e9b17115f639137aace711351fc9d.json,VERIFIED
ethereum,0x424b5d94cd8fc92ed77c0d1a85a15c4144ffb3ea,EXACT00196,FAM00151,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x424b5d94cd8fc92ed77c0d1a85a15c4144ffb3ea.json,UNAVAILABLE
ethereum,0x427e6a09ee2a9ef4ecb6a1f8e32a04ff50aff0a3,EXACT00031,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x427e6a09ee2a9ef4ecb6a1f8e32a04ff50aff0a3.json,UNAVAILABLE
ethereum,0x42ccc9422f83399a551866460bdb0013b498e8b7,EXACT00031,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x42ccc9422f83399a551866460bdb0013b498e8b7.json,UNAVAILABLE
ethereum,0x431296107a9e4e184fd73bd6f852578d791f9d71,EXACT00197,FAM00152,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x431296107a9e4e184fd73bd6f852578d791f9d71.json,UNAVAILABLE
ethereum,0x438f67c2aa7ff150352295dcb190c19fb6672ad5,EXACT00198,FAM00153,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x438f67c2aa7ff150352295dcb190c19fb6672ad5.json,VERIFIED
ethereum,0x445b24e7fd218572b62a891b481613bbb71705a3,EXACT00199,FAM00016,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x445b24e7fd218572b62a891b481613bbb71705a3.json,UNAVAILABLE
ethereum,0x44cbf40ae487e77da5d419cc8fbd7652e41af1b4,EXACT00200,FAM00154,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x44cbf40ae487e77da5d419cc8fbd7652e41af1b4.json,UNAVAILABLE
ethereum,0x45126d6de83cba2d2cb01cd6aba6a6063accf079,EXACT00201,FAM00155,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x45126d6de83cba2d2cb01cd6aba6a6063accf079.json,UNAVAILABLE
ethereum,0x451d7d6f235c26172d5d39e24d8e96e05e62ff10,EXACT00202,FAM00156,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x451d7d6f235c26172d5d39e24d8e96e05e62ff10.json,UNAVAILABLE
ethereum,0x45a30e03b5b2bb9931a4517937ec151833e1825c,EXACT00203,FAM00157,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x45a30e03b5b2bb9931a4517937ec151833e1825c.json,UNAVAILABLE
