chain,address,exact_bytecode_id,bytecode_family_id,evidence_path,verified_source_status
ethereum,0x81f604e86f6c02c982075efcea800de826598f2a,EXACT00047,FAM00046,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x81f604e86f6c02c982075efcea800de826598f2a.json,UNAVAILABLE
ethereum,0x8257a9c7e3c068cac3ccd688546ab8c363ae10fd,EXACT00048,FAM00047,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x8257a9c7e3c068cac3ccd688546ab8c363ae10fd.json,UNAVAILABLE
ethereum,0x88cf071b4bf5facab6712070a671f71282188d46,EXACT00049,FAM00048,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x88cf071b4bf5facab6712070a671f71282188d46.json,VERIFIED
ethereum,0x89383882fc2d0cd4d7952a3267a3b6dae967e704,EXACT00050,FAM00049,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x89383882fc2d0cd4d7952a3267a3b6dae967e704.json,VERIFIED
ethereum,0x955d84139e7621bc571b117d8eb5d28a4a222c6f,EXACT00051,FAM00050,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x955d84139e7621bc571b117d8eb5d28a4a222c6f.json,UNAVAILABLE
ethereum,0x9a6bc2f56b9bbcb5a354d336dbda10ef8febd0ec,EXACT00052,FAM00051,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x9a6bc2f56b9bbcb5a354d336dbda10ef8febd0ec.json,UNAVAILABLE
ethereum,0xa34e1e389097409aa65ff374af50b402e4a8f5c3,EXACT00053,FAM00052,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xa34e1e389097409aa65ff374af50b402e4a8f5c3.json,UNAVAILABLE
ethereum,0xa4b0c4366ca08cc913e225189015b135c240faf0,EXACT00054,FAM00053,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xa4b0c4366ca08cc913e225189015b135c240faf0.json,UNAVAILABLE
ethereum,0xa4b2befee38792b931777df37feae679ed8cfa17,EXACT00055,FAM00054,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xa4b2befee38792b931777df37feae679ed8cfa17.json,UNAVAILABLE
ethereum,0xa5817eac0d9e783857ee7d12ff2d232ec1013ff0,EXACT00056,FAM00055,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xa5817eac0d9e783857ee7d12ff2d232ec1013ff0.json,UNAVAILABLE
ethereum,0xa5944f5f00c87d75394fbfe701a641a3b9b8ef3c,EXACT00057,FAM00056,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xa5944f5f00c87d75394fbfe701a641a3b9b8ef3c.json,UNAVAILABLE
ethereum,0xad9cca330a131cd3bf3886db21d734ec60ab3076,EXACT00058,FAM00057,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xad9cca330a131cd3bf3886db21d734ec60ab3076.json,UNAVAILABLE
ethereum,0xb84076cad6043ad43712fb1930b1f5b3e31e3ef2,EXACT00059,FAM00058,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xb84076cad6043ad43712fb1930b1f5b3e31e3ef2.json,UNAVAILABLE
ethereum,0xba46592f35043cc9f046cab73cced6e83c11207e,EXACT00060,FAM00059,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xba46592f35043cc9f046cab73cced6e83c11207e.json,UNAVAILABLE
ethereum,0xc3c89ff8589644332c916d9c6ec2883eb69d44e5,EXACT00061,FAM00060,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xc3c89ff8589644332c916d9c6ec2883eb69d44e5.json,VERIFIED
ethereum,0xc43b6c6a43e5760a756a67756b2155c7fa735310,EXACT00062,FAM00017,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xc43b6c6a43e5760a756a67756b2155c7fa735310.json,UNAVAILABLE
ethereum,0xc4bfc6712347f63ffd05a8e2d26f148e6f63e082,EXACT00063,FAM00061,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xc4bfc6712347f63ffd05a8e2d26f148e6f63e082.json,UNAVAILABLE
ethereum,0xc7c81d704e705f47a6c5ce33a82fb110883f4aec,EXACT00064,FAM00062,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xc7c81d704e705f47a6c5ce33a82fb110883f4aec.json,UNAVAILABLE
ethereum,0xc99965fb12027683a76c6c7d595fe8bb9096e727,EXACT00065,FAM00063,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xc99965fb12027683a76c6c7d595fe8bb9096e727.json,UNAVAILABLE
ethereum,0xcc0c946eecf01a4bc76bc333ea74ceb04756f17b,EXACT00066,FAM00064,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xcc0c946eecf01a4bc76bc333ea74ceb04756f17b.json,VERIFIED
ethereum,0xcda3577ca7ef65f6b7201e9bd80375f5628d15f7,EXACT00067,FAM00065,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xcda3577ca7ef65f6b7201e9bd80375f5628d15f7.json,UNAVAILABLE
ethereum,0xd1bc2349a57a0621deeb0a85e923991eb187a02d,EXACT00068,FAM00066,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xd1bc2349a57a0621deeb0a85e923991eb187a02d.json,UNAVAILABLE
ethereum,0xd2c66eb938fe5847522891a247264eac90eea93e,EXACT00069,FAM00067,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xd2c66eb938fe5847522891a247264eac90eea93e.json,UNAVAILABLE
ethereum,0xd2e28229f6f2c235e57de2ebc727025a1d0530fb,EXACT00070,FAM00068,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xd2e28229f6f2c235e57de2ebc727025a1d0530fb.json,VERIFIED
ethereum,0xd6cedde84be40893d153be9d467cd6ad37875b28,EXACT00071,FAM00069,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xd6cedde84be40893d153be9d467cd6ad37875b28.json,VERIFIED
ethereum,0xda1333d76a1b9883022513c089a0ca84043cf079,EXACT00072,FAM00070,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xda1333d76a1b9883022513c089a0ca84043cf079.json,VERIFIED
ethereum,0xe135b1b9cdbafa9d3cb56b10d20945db5a95963e,EXACT00073,FAM00071,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xe135b1b9cdbafa9d3cb56b10d20945db5a95963e.json,UNAVAILABLE
ethereum,0xe3014e9ab2739adef234b3829c79128746160178,EXACT00074,FAM00072,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xe3014e9ab2739adef234b3829c79128746160178.json,VERIFIED
ethereum,0xe40ccb2d94975c51bff0c004efdfd9b3a5796fa4,EXACT00075,FAM00073,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xe40ccb2d94975c51bff0c004efdfd9b3a5796fa4.json,UNAVAILABLE
ethereum,0xe4f741b8b86f7379cd8d3f1d1bebedc971ef82e7,EXACT00076,FAM00074,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xe4f741b8b86f7379cd8d3f1d1bebedc971ef82e7.json,UNAVAILABLE
ethereum,0xe6b97aa1490c93c28a14d86c13c9dc9c950643ed,EXACT00077,FAM00075,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xe6b97aa1490c93c28a14d86c13c9dc9c950643ed.json,VERIFIED
ethereum,0xe6cae83bde06e4c305530e199d7217f42808555b,EXACT00078,FAM00076,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xe6cae83bde06e4c305530e199d7217f42808555b.json,UNAVAILABLE
ethereum,0xea9a903ea7db3c6a803b7d75cfb032f0b29e4983,EXACT00079,FAM00077,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xea9a903ea7db3c6a803b7d75cfb032f0b29e4983.json,UNAVAILABLE
ethereum,0xecad547e905892ff19d162ca57b91f0fecf78469,EXACT00080,FAM00078,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xecad547e905892ff19d162ca57b91f0fecf78469.json,UNAVAILABLE
ethereum,0xf4b2569a806c1f4d1be0cebc3f0475a3d17a1c4d,EXACT00081,FAM00079,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xf4b2569a806c1f4d1be0cebc3f0475a3d17a1c4d.json,UNAVAILABLE
ethereum,0xf4f3022183afcdca51469e760976811652b1d1d7,EXACT00082,FAM00080,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xf4f3022183afcdca51469e760976811652b1d1d7.json,UNAVAILABLE
ethereum,0xf67b710f95eb8aa07a3180f0addd469fe6e6bde0,EXACT00083,FAM00081,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xf67b710f95eb8aa07a3180f0addd469fe6e6bde0.json,VERIFIED
ethereum,0xfb1b8fb55d1aabeb96bc1c36a9754b28e46a8b6a,EXACT00084,FAM00082,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xfb1b8fb55d1aabeb96bc1c36a9754b28e46a8b6a.json,UNAVAILABLE
ethereum,0xfc2c64ce1c098a7328874dd09d9a71e306d1a948,EXACT00085,FAM00083,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xfc2c64ce1c098a7328874dd09d9a71e306d1a948.json,VERIFIED
ethereum,0xff26b51fb5a6420453f362e26dc5e3d5adbfa208,EXACT00086,FAM00084,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xff26b51fb5a6420453f362e26dc5e3d5adbfa208.json,UNAVAILABLE
