unit_key,model,seed,fold,epoch,train_loss,val_AUPRC
authguard_msp_16384:7703:3,authguard_msp_16384,7703,3,13,0.012321859924542988,0.93700103300942
authguard_msp_16384:7703:3,authguard_msp_16384,7703,3,14,0.007051718184525133,0.9408875945085595
authguard_msp_16384:7704:3,authguard_msp_16384,7704,3,1,0.6661420517798626,0.8910797789629565
authguard_msp_16384:7704:3,authguard_msp_16384,7704,3,2,0.285121152459672,0.955328372085731
authguard_msp_16384:7704:3,authguard_msp_16384,7704,3,3,0.13584848852743478,0.9639521077794309
authguard_msp_16384:7704:3,authguard_msp_16384,7704,3,4,0.09139912772154661,0.9722816381867041
authguard_msp_16384:7704:3,authguard_msp_16384,7704,3,5,0.056218387879374804,0.966796660276927
authguard_msp_16384:7704:3,authguard_msp_16384,7704,3,6,0.038566212208101976,0.967587870797239
authguard_msp_16384:7704:3,authguard_msp_16384,7704,3,7,0.038599753355304,0.9706892961995095
authguard_msp_16384:7704:3,authguard_msp_16384,7704,3,8,0.028809845207918745,0.9747661936129611
authguard_msp_16384:7704:3,authguard_msp_16384,7704,3,9,0.01467829225002788,0.9651282845397559
authguard_msp_16384:7704:3,authguard_msp_16384,7704,3,10,0.008313406173020309,0.9693321950953233
authguard_msp_16384:7704:3,authguard_msp_16384,7704,3,11,0.015548877838293926,0.960659876127449
authguard_msp_16384:7704:3,authguard_msp_16384,7704,3,12,0.0066189261273889724,0.968850038416829
authguard_msp_16384:7704:3,authguard_msp_16384,7704,3,13,0.022862816558506784,0.9706790469056306
authguard_msp_16384:7702:4,authguard_msp_16384,7702,4,1,0.7757091452226494,0.5839341670101706
authguard_msp_16384:7702:4,authguard_msp_16384,7702,4,2,0.3108908106601148,0.9341478598070588
authguard_msp_16384:7702:4,authguard_msp_16384,7702,4,3,0.1165859036973085,0.8963983979339205
authguard_msp_16384:7702:4,authguard_msp_16384,7702,4,4,0.06303338640948024,0.8511477011683372
authguard_msp_16384:7702:4,authguard_msp_16384,7702,4,5,0.036772404822774905,0.8502059094146162
authguard_msp_16384:7702:4,authguard_msp_16384,7702,4,6,0.04775599128933567,0.8306321016017628
authguard_msp_16384:7702:4,authguard_msp_16384,7702,4,7,0.03453554308736895,0.8600508179815698
authguard_msp_16384:7703:4,authguard_msp_16384,7703,4,1,0.6893829981937553,0.8024745801644819
authguard_msp_16384:7703:4,authguard_msp_16384,7703,4,2,0.20639473601724162,0.8113249525738365
authguard_msp_16384:7703:4,authguard_msp_16384,7703,4,3,0.08779274538074705,0.7410041142491796
authguard_msp_16384:7703:4,authguard_msp_16384,7703,4,4,0.04065056916107565,0.7672045501987254
authguard_msp_16384:7703:4,authguard_msp_16384,7703,4,5,0.05271911991594331,0.767691286883619
authguard_msp_16384:7703:4,authguard_msp_16384,7703,4,6,0.024615820046605993,0.7609134520050764
authguard_msp_16384:7703:4,authguard_msp_16384,7703,4,7,0.012485352568160813,0.7212518562701008
authguard_msp_16384:7704:4,authguard_msp_16384,7704,4,1,0.7708122522541971,0.7775537230307505
authguard_msp_16384:7704:4,authguard_msp_16384,7704,4,2,0.21583974275907333,0.8412571638234057
authguard_msp_16384:7704:4,authguard_msp_16384,7704,4,3,0.11553344693683991,0.8833796020373781
authguard_msp_16384:7704:4,authguard_msp_16384,7704,4,4,0.07914712856749467,0.8830172885944884
authguard_msp_16384:7704:4,authguard_msp_16384,7704,4,5,0.05804713676898797,0.8824489711941399
authguard_msp_16384:7704:4,authguard_msp_16384,7704,4,6,0.04406369662998865,0.8636094411062318
authguard_msp_16384:7704:4,authguard_msp_16384,7704,4,7,0.02608725321814277,0.8855871783327387
authguard_msp_16384:7704:4,authguard_msp_16384,7704,4,8,0.03402957594935839,0.8503633215507485
authguard_msp_16384:7704:4,authguard_msp_16384,7704,4,9,0.021574732496546033,0.8857142128698506
authguard_msp_16384:7704:4,authguard_msp_16384,7704,4,10,0.02828482008405968,0.8541431241100541
authguard_msp_16384:7704:4,authguard_msp_16384,7704,4,11,0.019379342149080582,0.8717610305378871
authguard_msp_16384:7704:4,authguard_msp_16384,7704,4,12,0.020450654404350753,0.8564224813309598
authguard_msp_16384:7704:4,authguard_msp_16384,7704,4,13,0.013454458021618793,0.8937107572463656
authguard_msp_16384:7704:4,authguard_msp_16384,7704,4,14,0.013594160790701911,0.8737598278025724
authguard_msp_16384:7704:4,authguard_msp_16384,7704,4,15,0.008299671790706325,0.8898816161272765
authguard_msp_16384:7704:4,authguard_msp_16384,7704,4,16,0.016447253355319404,0.8392762648090694
authguard_msp_16384:7704:4,authguard_msp_16384,7704,4,17,0.01818319507562564,0.8057861606061587
authguard_msp_16384:7704:4,authguard_msp_16384,7704,4,18,0.007203964988746685,0.801557118972495
