model,condition,AUPRC_mean,AUPRC_sd,AUROC_mean,AUROC_sd,Brier_mean,Brier_sd,Recall_01_mean,Recall_01_sd,FPR_01_mean,FPR_01_sd,Recall_05_mean,Recall_05_sd,FPR_05_mean,FPR_05_sd,Recall_10_mean,Recall_10_sd,FPR_10_mean,FPR_10_sd
authguard_msp_16384,F200,0.8381953135815855,0.023369904315210497,0.9137645531418553,0.019806908797488712,0.121997907976841,0.02043829766191761,0.20602495613685298,0.04529309462421741,0.012438032041721203,0.003042976445055026,0.6718516982640971,0.06532362186012725,0.0733996418045046,0.01911944941286568,0.8028032079565288,0.06738082375589959,0.13515637884285434,0.014840517949561318
authguard_msp_16384,M0,0.9488516163265496,0.009436914609768985,0.9789441606495698,0.0026211178050573915,0.053247126971188476,0.0074028186770291665,0.5108508840214808,0.03887193735050125,0.015539398151085964,0.001811664019326976,0.9394756885904441,0.009388410941690682,0.07657323686870172,0.005405981783069779,0.9686058748043097,0.020752033729613182,0.12161532471043328,0.008871935009654967
