chain,from,ca_address
arbitrum,0xe039802366498c5cc75b200decaa9ad520e60a11,0x3d3562c4b60738ceee4d32f6d8234f27c4eb45d1
arbitrum,0x28d7aae1705b29822e6fba76178d561c792ef274,0xe51a09443c098c57f00c2904e34dfe624dfc2c4b
arbitrum,0x926151965a6280b3f39ea754d949bf706119f76a,0x38c57fd1ad45425a2c89eecb1f2c78ec4290c254
arbitrum,0x7fdb57227b3fe50a9989d15d3653cd13236ad1ef,0x913ef342a833f58ba924e819b25c345e2ae9e5a7
arbitrum,0x926151965a6280b3f39ea754d949bf706119f76a,0xbc71a34405c357b76c5528bfaa92dc28c5cf0715
arbitrum,0x7fdb57227b3fe50a9989d15d3653cd13236ad1ef,0x76ff9c83c537ec01ff2e4102c1554a314840e765
arbitrum,0x7638a17d0dde05a2616b8b765600af6a0adad750,0xf45ef0f15205cbbb46796f2a7358ccc974a77214
arbitrum,0x7638a17d0dde05a2616b8b765600af6a0adad750,0x9b9d06bba2f40ae51b352ae17381249fdfaac49f
arbitrum,0x7638a17d0dde05a2616b8b765600af6a0adad750,0xd6464c671084289ed0c3082a9853491b7115a630
arbitrum,0x7638a17d0dde05a2616b8b765600af6a0adad750,0x34c9e9ddef9ecb27bc05e94ec47aba3946f86a65
arbitrum,0xbce31af175dfc6be46d93665ab2022ec9420ac57,0x216abf451f8e9f13d11089a00efd2520c9ffb379
arbitrum,0xb79231d4d83f03d3a1a49848b3fca0429e4a3b93,0x0e6513a4bd58c073aab8dea150fa09f65592476e
arbitrum,0xb79231d4d83f03d3a1a49848b3fca0429e4a3b93,0x39613fef285d9cee7288acfb2e6256e1ccfae8c1
arbitrum,0xb79231d4d83f03d3a1a49848b3fca0429e4a3b93,0xef8d4573baa3b18c3997564898a00419e29de5c8
arbitrum,0x37b31c7239b6d7c38801bf32831c2bed66e7c1b6,0x684e8fcf3e2a9f0a48dd193b80ddeec30d826a0a
arbitrum,0x7638a17d0dde05a2616b8b765600af6a0adad750,0x302440b974fc73b69131dbf47befc2e08cdbc7ac
arbitrum,0x7638a17d0dde05a2616b8b765600af6a0adad750,0xdccec47c8e7238fdf9954f89c4c002f279f02a86
arbitrum,0x7638a17d0dde05a2616b8b765600af6a0adad750,0x1228c327251fc03922ab7da10cec28bbfaf023cd
arbitrum,0x7638a17d0dde05a2616b8b765600af6a0adad750,0x8f45c2c04fe72d6fa28c9ba64f5cc55cb321946d
arbitrum,0x7638a17d0dde05a2616b8b765600af6a0adad750,0xd86094cd83327109037dd58a6d63ccb22868f31a
arbitrum,0x2efd55d3adbf71498a78321034e0a97fe5e0abc1,0x0113fdebc24e0a87d158a7e8857678aa7d1af5ba
arbitrum,0xb79231d4d83f03d3a1a49848b3fca0429e4a3b93,0x055e040ee80039ce86f65dfe004310fe61f7fe46
arbitrum,0xe99fe1d334b6a74d00adf4522e5051361de2bf40,0x89ce3b12173fafb371816128059d7dde83aaeac2
arbitrum,0x2efd55d3adbf71498a78321034e0a97fe5e0abc1,0x4a7424df36bec3d6a791d9974c4e427ff7063821
arbitrum,0xb79231d4d83f03d3a1a49848b3fca0429e4a3b93,0x6e0abca1f2b71787fcbf9b6e8e26397cd980893e
arbitrum,0x76e3d82b0c49f1c921d8c1093cd91c20ba23740d,0x5629d61461b2dca215da8ffe8f87661ba971719a
arbitrum,0xca61a6b8af9e666b50328d17a0bd777c04250c5b,0xbbc9e6412d2b48acd4273faca993bd1a3e0d11da
arbitrum,0xa2f2b25483da565184234eda081ea8c01b74fb22,0x7eb840769e1c4a16e5dde43f0012d39cfaffe255
arbitrum,0x2e5269b9ea393eae90f15e87d06d10547e4df87e,0xf1d92ee5c530138378069c7aa7796fe643bc1b03
arbitrum,0xd55a0557a95eb5d4c19fdf9cb1e96b2a317469b8,0xb56c1b9d03ba4b3958092bfdd27b25cba02c5031
