sample_id,family_id,fold,true_label,model,condition,mutation_seed,raw_score,threshold,predicted_label
bnb:0xed79a74c1d95bbf31a3f39a5f3cf9217735adf52,F00008,2,1,opcode-histogram RF,F100,test:F100:1.0,0.38952380952380955,0.3853333333333333,1
bnb:0x8972c34d0030b3a0faeb69051b72c12598cf1879,F00015,2,1,opcode-histogram RF,F100,test:F100:1.0,0.4,0.3853333333333333,1
bnb:0xef1f6e80c2f405d1a0acd6c36d87457113fb83c9,F00168,2,1,opcode-histogram RF,F100,test:F100:1.0,0.5259714795008912,0.3853333333333333,1
bnb:0x03d3a03315b9a80fd3bb00b1da747f88987f6d8f,F00182,2,1,opcode-histogram RF,F100,test:F100:1.0,0.21,0.3853333333333333,0
bnb:0x2ea03bbf2df570a354e460e6d76f5eb246483e93,F00184,2,1,opcode-histogram RF,F100,test:F100:1.0,0.33666666666666667,0.3853333333333333,0
bnb:0x7daca39645b25b09d2f72779c823cfcfc0fc8ab8,F00168,2,1,opcode-histogram RF,F100,test:F100:1.0,0.5548286223580341,0.3853333333333333,1
bnb:0x9bf434ecc229f69222bb10fed215a4f5f5a840ae,F00184,2,1,opcode-histogram RF,F100,test:F100:1.0,0.2733333333333333,0.3853333333333333,0
bnb:0x5f0393396359b58366049e7b11aa786de4c473fd,F00008,2,1,opcode-histogram RF,F100,test:F100:1.0,0.36666666666666664,0.3853333333333333,0
bnb:0x677237ec1e03135888075a498f2dbc5948bdb85e,F00008,2,1,opcode-histogram RF,F100,test:F100:1.0,0.35800000000000004,0.3853333333333333,0
bnb:0x572065f25b2af0081bca42d1b173e507e8005e54,F00008,2,1,opcode-histogram RF,F100,test:F100:1.0,0.25,0.3853333333333333,0
bnb:0xb878a41ec78d68d4f108a2f1761f6752087290bd,F00001,2,1,opcode-histogram RF,F100,test:F100:1.0,0.4262222222222222,0.3853333333333333,1
bnb:0x73822de9de838b1c85deee3d884bf47c2e33c8a0,F00193,2,1,opcode-histogram RF,F100,test:F100:1.0,0.4095555555555555,0.3853333333333333,1
bnb:0x9ae6a30440360ada91d98366d4fd6bd59501dbb1,F00008,2,1,opcode-histogram RF,F100,test:F100:1.0,0.2866666666666667,0.3853333333333333,0
bnb:0xb73127ab1612af6ef68a6729786ed223cb7ec530,F00096,2,1,opcode-histogram RF,F100,test:F100:1.0,0.3244444444444445,0.3853333333333333,0
bnb:0x8efe81101b585e214feaa98d455ae20396093085,F00008,2,1,opcode-histogram RF,F100,test:F100:1.0,0.35,0.3853333333333333,0
bnb:0x01808003e43a662a25718e31dc3b7ac5c99d9f84,F00184,2,1,opcode-histogram RF,F100,test:F100:1.0,0.47222222222222227,0.3853333333333333,1
bnb:0x50507dde95eff03d6bd7f95d68702d80a4fcef28,F00198,2,1,opcode-histogram RF,F100,test:F100:1.0,0.3642962962962963,0.3853333333333333,0
bnb:0x89046d34e70a65acab2152c26a0c8e493b5ba629,F00008,2,1,opcode-histogram RF,F100,test:F100:1.0,0.4166666666666667,0.3853333333333333,1
bnb:0xea5215c62627ed32e96c0d8ff33795f327c8d91c,F00008,2,1,opcode-histogram RF,F100,test:F100:1.0,0.4166666666666667,0.3853333333333333,1
bnb:0x1a0cd42ba3be5dba1026c35e6f39c70a401bfeb1,F00184,2,1,opcode-histogram RF,F100,test:F100:1.0,0.34,0.3853333333333333,0
bnb:0x00000000007047538007de9dd86921f8992ba638,F00148,2,1,opcode-histogram RF,F100,test:F100:1.0,0.3293333333333333,0.3853333333333333,0
bnb:0x09b917c2ed6efa27a4b6395d72c584b9ce355a40,F00205,2,1,opcode-histogram RF,F100,test:F100:1.0,0.38,0.3853333333333333,0
bnb:0x8e7f4b8e98c93d62888bf54bc174de79da134f30,F00010,2,1,opcode-histogram RF,F100,test:F100:1.0,0.4483333333333333,0.3853333333333333,1
bnb:0x0d4aec93951384e02f3fea19f886959d59bed848,F00001,2,1,opcode-histogram RF,F100,test:F100:1.0,0.4098776844070961,0.3853333333333333,1
bnb:0x3bab9bad9488f9b635bf5b6bcecabf53914eb4d7,F00024,2,1,opcode-histogram RF,F100,test:F100:1.0,0.38,0.3853333333333333,0
bnb:0xd02bff2e76ac896ee89081ec615cb71159564bfb,F00025,2,1,opcode-histogram RF,F100,test:F100:1.0,0.565,0.3853333333333333,1
bnb:0x5baacb1a8b069c3ad2908381c2a5b6c053902be9,F00015,2,1,opcode-histogram RF,F100,test:F100:1.0,0.39599999999999996,0.3853333333333333,1
bnb:0x32ee3edc8f1f0ea479fb22600cdbd4530f48698e,F00001,2,1,opcode-histogram RF,F100,test:F100:1.0,0.3823809523809524,0.3853333333333333,0
bnb:0x0dd61275ecd8666b3bfe77ff1ce17a98b542caad,F00024,2,1,opcode-histogram RF,F100,test:F100:1.0,0.4533333333333333,0.3853333333333333,1
bnb:0xb80568899c6e33e7b31b4fc371ee6b4a78bc153d,F00001,2,1,opcode-histogram RF,F100,test:F100:1.0,0.32154435107376284,0.3853333333333333,0
bnb:0x34e94eceb0cfc0c248106044468db4258eaba4cb,F00211,2,1,opcode-histogram RF,F100,test:F100:1.0,0.4,0.3853333333333333,1
bnb:0x7543d5c7417fde1b7e2b1d12f7ec77a8fa0d7e7c,F00010,2,1,opcode-histogram RF,F100,test:F100:1.0,0.2030952380952381,0.3853333333333333,0
bnb:0xac8bd2651a6a366eb036aff84d984586f800cee1,F00008,2,1,opcode-histogram RF,F100,test:F100:1.0,0.44246498599439776,0.3853333333333333,1
bnb:0x4351d1bec873130a0217be62646c9ce73c814720,F00008,2,1,opcode-histogram RF,F100,test:F100:1.0,0.39,0.3853333333333333,1
bnb:0xfd621952b4f7a6887220b3488d849cec3168c138,F00008,2,1,opcode-histogram RF,F100,test:F100:1.0,0.33666666666666667,0.3853333333333333,0
polygon:0x93c1bfc95c20d212c85c6bbc74bd339b3c0086da,F00008,2,1,opcode-histogram RF,F100,test:F100:1.0,0.43333333333333335,0.3853333333333333,1
polygon:0x82e5a36516775c62b91e9a2aa3446c28418424f7,F00015,2,1,opcode-histogram RF,F100,test:F100:1.0,0.39,0.3853333333333333,1
polygon:0x22c620b031cab3c23b135b2c7c6f8fa22fed77f9,F00096,2,1,opcode-histogram RF,F100,test:F100:1.0,0.3244444444444445,0.3853333333333333,0
polygon:0x0dd61275ecd8666b3bfe77ff1ce17a98b542caad,F00024,2,1,opcode-histogram RF,F100,test:F100:1.0,0.44,0.3853333333333333,1
optimism:0x705260323b8632741fa9a72a81e4eba9d4983668,F00664,2,0,opcode-histogram RF,F100,test:F100:1.0,0.38666666666666666,0.3853333333333333,1
optimism:0x9170a99829be1ad5045a7b5f7f674d7a61ef9220,F00665,2,0,opcode-histogram RF,F100,test:F100:1.0,0.17666666666666667,0.3853333333333333,0
optimism:0x81c531d88f21d619c981a1e9cbf254c22f6a9bd7,F00665,2,0,opcode-histogram RF,F100,test:F100:1.0,0.19333333333333333,0.3853333333333333,0
optimism:0x3cbad1e3b9049ecdb9588fb48dd61d80faf41bd5,F00669,2,0,opcode-histogram RF,F100,test:F100:1.0,0.03333333333333333,0.3853333333333333,0
optimism:0xed2fcab2e8e7d5c1fc4a4a7b820e6d4f6afb6807,F00674,2,0,opcode-histogram RF,F100,test:F100:1.0,0.36833333333333335,0.3853333333333333,0
optimism:0x6e7d9f4216863db4289206a7ed51f67846d8fd3d,F00677,2,0,opcode-histogram RF,F100,test:F100:1.0,0.49666666666666665,0.3853333333333333,1
optimism:0x41b3e11d7c26b344abc34b660859f345eb63f657,F00665,2,0,opcode-histogram RF,F100,test:F100:1.0,0.17,0.3853333333333333,0
optimism:0x3f5ad6d54769e78414acc527e6bc41e6f753dbbf,F00665,2,0,opcode-histogram RF,F100,test:F100:1.0,0.18,0.3853333333333333,0
optimism:0xe8459b638ec42ab8dec25dcebe8e1114fbbcade7,F00665,2,0,opcode-histogram RF,F100,test:F100:1.0,0.19,0.3853333333333333,0
optimism:0x45a397011fe856105f17c6ded14fd96c1f1b9a5a,F00681,2,0,opcode-histogram RF,F100,test:F100:1.0,0.09333333333333334,0.3853333333333333,0
optimism:0x57678b37823e47b13c17cab41b1e9c264c9d93a3,F00683,2,0,opcode-histogram RF,F100,test:F100:1.0,0.4282057267351384,0.3853333333333333,1
optimism:0x29a58e0f47adeb1af7328a55c86f21714b3b61be,F00665,2,0,opcode-histogram RF,F100,test:F100:1.0,0.18333333333333332,0.3853333333333333,0
optimism:0x2cf5105db667bf77e11574a411e7e6db9bd74d3d,F00688,2,0,opcode-histogram RF,F100,test:F100:1.0,0.14333333333333334,0.3853333333333333,0
optimism:0x90dff32b896bdf35f7ed676fde503b66876aeac1,F00665,2,0,opcode-histogram RF,F100,test:F100:1.0,0.19,0.3853333333333333,0
optimism:0x8891b8b0ea00da157a41177407da2e4e718f0849,F00669,2,0,opcode-histogram RF,F100,test:F100:1.0,0.03333333333333333,0.3853333333333333,0
optimism:0x4f437dd0ae5f58612fd2555aadd9c2268d0deda6,F00665,2,0,opcode-histogram RF,F100,test:F100:1.0,0.19,0.3853333333333333,0
optimism:0x41580c802bb83bf28a2f3e2a4f26c6dc2054d074,F00665,2,0,opcode-histogram RF,F100,test:F100:1.0,0.17666666666666667,0.3853333333333333,0
optimism:0x19d353b172df307b13a6946ae685d7873b83d241,F00691,2,0,opcode-histogram RF,F100,test:F100:1.0,0.4446296296296296,0.3853333333333333,1
optimism:0x6f1fea1154caa3db86db53d070cf38996892dc9c,F00665,2,0,opcode-histogram RF,F100,test:F100:1.0,0.17,0.3853333333333333,0
optimism:0x4eab5dd62874c93aea0afc40806869f55e4258e8,F00694,2,0,opcode-histogram RF,F100,test:F100:1.0,0.10333333333333333,0.3853333333333333,0
optimism:0xa049428465b022d4179b8d587e5e24080fdc4471,F00664,2,0,opcode-histogram RF,F100,test:F100:1.0,0.18904761904761905,0.3853333333333333,0
optimism:0x6de5fe23be1ae6793c795449b08945adec8a5cce,F00701,2,0,opcode-histogram RF,F100,test:F100:1.0,0.20296296296296296,0.3853333333333333,0
optimism:0x3d8dd3cc0c248ea131c95e78005a53ac879a9afa,F00702,2,0,opcode-histogram RF,F100,test:F100:1.0,0.10666666666666667,0.3853333333333333,0
optimism:0x7785a22facd31db653ba4928f1d5b81d093f0b2f,F00705,2,0,opcode-histogram RF,F100,test:F100:1.0,0.07333333333333333,0.3853333333333333,0
optimism:0x00000000557a0daf2659cbb6a45f2beb6081e6ae,F00669,2,0,opcode-histogram RF,F100,test:F100:1.0,0.03333333333333333,0.3853333333333333,0
optimism:0x57ccf3d3e42e79041b8a13bfc562ab5202e46906,F00694,2,0,opcode-histogram RF,F100,test:F100:1.0,0.10333333333333333,0.3853333333333333,0
optimism:0x07926b8fbfddf09cd66a7fcdc2b224b8482e6690,F00664,2,0,opcode-histogram RF,F100,test:F100:1.0,0.24,0.3853333333333333,0
optimism:0x8c107ef0d256ab4daad8d4b41a9b61e338e28dac,F00665,2,0,opcode-histogram RF,F100,test:F100:1.0,0.16627450980392158,0.3853333333333333,0
optimism:0x988185b2378fe889c886c5fac2aad069240d8a43,F00664,2,0,opcode-histogram RF,F100,test:F100:1.0,0.14,0.3853333333333333,0
optimism:0x4f75076caba0dec697ae025bc407313bc3316b43,F00664,2,0,opcode-histogram RF,F100,test:F100:1.0,0.37666666666666665,0.3853333333333333,0
optimism:0x5cf14fbc2c6445203647bf14b2c16ab6f188db89,F00716,2,0,opcode-histogram RF,F100,test:F100:1.0,0.28904761904761905,0.3853333333333333,0
optimism:0xfc14282d502608b4d6982e04d4bad7e7b21bb476,F00694,2,0,opcode-histogram RF,F100,test:F100:1.0,0.10333333333333333,0.3853333333333333,0
optimism:0x312a7608cfead92bb39e7c42fc86e9c9353684cd,F00665,2,0,opcode-histogram RF,F100,test:F100:1.0,0.16333333333333333,0.3853333333333333,0
optimism:0x58ab3381fd9a28eb3f5805c25932102c395e59c3,F00723,2,0,opcode-histogram RF,F100,test:F100:1.0,0.42,0.3853333333333333,1
optimism:0x000000009b1d0af20d8c6d0a44e162d11f9b8f00,F00669,2,0,opcode-histogram RF,F100,test:F100:1.0,0.03333333333333333,0.3853333333333333,0
optimism:0xca11bde05977b3631167028862be2a173976ca11,F00724,2,0,opcode-histogram RF,F100,test:F100:1.0,0.2997777777777778,0.3853333333333333,0
gnosis:0xaf7a472f8833458e25e8dbd6f58f69451cb3eef0,F00664,2,0,opcode-histogram RF,F100,test:F100:1.0,0.24333333333333335,0.3853333333333333,0
gnosis:0x57678b37823e47b13c17cab41b1e9c264c9d93a3,F00683,2,0,opcode-histogram RF,F100,test:F100:1.0,0.40857609710550885,0.3853333333333333,1
gnosis:0x6e7d9f4216863db4289206a7ed51f67846d8fd3d,F00677,2,0,opcode-histogram RF,F100,test:F100:1.0,0.3433333333333333,0.3853333333333333,0
gnosis:0x58ab3381fd9a28eb3f5805c25932102c395e59c3,F00723,2,0,opcode-histogram RF,F100,test:F100:1.0,0.4429411764705882,0.3853333333333333,1
gnosis:0xca11bde05977b3631167028862be2a173976ca11,F00724,2,0,opcode-histogram RF,F100,test:F100:1.0,0.28589743589743594,0.3853333333333333,0
gnosis:0xafa66520947501c1aaa4c620ce8ca7f8c86b4cd2,F00664,2,0,opcode-histogram RF,F100,test:F100:1.0,0.21666666666666667,0.3853333333333333,0
gnosis:0xe4e49868adf7118960c7d038964c21f62e615afe,F00730,2,0,opcode-histogram RF,F100,test:F100:1.0,0.2833333333333333,0.3853333333333333,0
gnosis:0x19d353b172df307b13a6946ae685d7873b83d241,F00691,2,0,opcode-histogram RF,F100,test:F100:1.0,0.24,0.3853333333333333,0
gnosis:0x68e22002235022dfa77b8f9511a1b51799deb7a1,F00732,2,0,opcode-histogram RF,F100,test:F100:1.0,0.38,0.3853333333333333,0
arbitrum:0x6e7d9f4216863db4289206a7ed51f67846d8fd3d,F00677,2,0,opcode-histogram RF,F100,test:F100:1.0,0.3211111111111111,0.3853333333333333,0
arbitrum:0xca11bde05977b3631167028862be2a173976ca11,F00724,2,0,opcode-histogram RF,F100,test:F100:1.0,0.30644444444444446,0.3853333333333333,0
arbitrum:0xc33cd8f17ca92337cdb6bc77f5e2b02bd38c0463,F00664,2,0,opcode-histogram RF,F100,test:F100:1.0,0.16627450980392158,0.3853333333333333,0
arbitrum:0x51f75811c0d1be8b5aa8fa9cd6b6425ede3a125b,F00741,2,0,opcode-histogram RF,F100,test:F100:1.0,0.18333333333333332,0.3853333333333333,0
arbitrum:0xaf7a472f8833458e25e8dbd6f58f69451cb3eef0,F00664,2,0,opcode-histogram RF,F100,test:F100:1.0,0.19,0.3853333333333333,0
arbitrum:0xc9a6f7ff9db9408eba9bef142ea8aa53d7bbe303,F00664,2,0,opcode-histogram RF,F100,test:F100:1.0,0.2733333333333333,0.3853333333333333,0
arbitrum:0xd86094cd83327109037dd58a6d63ccb22868f31a,F00744,2,0,opcode-histogram RF,F100,test:F100:1.0,0.2256078431372549,0.3853333333333333,0
arbitrum:0x45a397011fe856105f17c6ded14fd96c1f1b9a5a,F00681,2,0,opcode-histogram RF,F100,test:F100:1.0,0.09333333333333334,0.3853333333333333,0
arbitrum:0xe448be644d5055986c6a74000163aee9181c6818,F00054,2,0,opcode-histogram RF,F100,test:F100:1.0,0.32,0.3853333333333333,0
arbitrum:0x58ab3381fd9a28eb3f5805c25932102c395e59c3,F00723,2,0,opcode-histogram RF,F100,test:F100:1.0,0.41333333333333333,0.3853333333333333,1
arbitrum:0x01b4834f9aaf3fec20effb505badd07622893772,F00664,2,0,opcode-histogram RF,F100,test:F100:1.0,0.19333333333333333,0.3853333333333333,0
arbitrum:0x2edb5e8753e5469225600133e8f177f9eb7bc4fe,F00749,2,0,opcode-histogram RF,F100,test:F100:1.0,0.17666666666666667,0.3853333333333333,0
arbitrum:0xf45ef0f15205cbbb46796f2a7358ccc974a77214,F00744,2,0,opcode-histogram RF,F100,test:F100:1.0,0.18933333333333333,0.3853333333333333,0
arbitrum:0xe4e49868adf7118960c7d038964c21f62e615afe,F00730,2,0,opcode-histogram RF,F100,test:F100:1.0,0.37,0.3853333333333333,0
arbitrum:0xd0854791e3968d09c11008344df3a1eeb8f14d83,F00757,2,0,opcode-histogram RF,F100,test:F100:1.0,0.07,0.3853333333333333,0
arbitrum:0x7785a22facd31db653ba4928f1d5b81d093f0b2f,F00705,2,0,opcode-histogram RF,F100,test:F100:1.0,0.21666666666666667,0.3853333333333333,0
arbitrum:0x00000000557a0daf2659cbb6a45f2beb6081e6ae,F00669,2,0,opcode-histogram RF,F100,test:F100:1.0,0.03333333333333333,0.3853333333333333,0
arbitrum:0xa4f84f51dcac6ce7be19586e674b74ce0bbc26c8,F00664,2,0,opcode-histogram RF,F100,test:F100:1.0,0.128,0.3853333333333333,0
arbitrum:0x7eb840769e1c4a16e5dde43f0012d39cfaffe255,F00664,2,0,opcode-histogram RF,F100,test:F100:1.0,0.20666666666666667,0.3853333333333333,0
arbitrum:0xd5919194e9e5c479b0cadc1afd0097c24cdbc13b,F00765,2,0,opcode-histogram RF,F100,test:F100:1.0,0.13583333333333333,0.3853333333333333,0
arbitrum:0x57678b37823e47b13c17cab41b1e9c264c9d93a3,F00683,2,0,opcode-histogram RF,F100,test:F100:1.0,0.26,0.3853333333333333,0
arbitrum:0xf8db4c9224e1dddf34fecf62478bffb9dbdbcf3b,F00701,2,0,opcode-histogram RF,F100,test:F100:1.0,0.35333333333333333,0.3853333333333333,0
arbitrum:0xbd4d2554743d3afffd2acfaa272b506d78fb06c4,F00767,2,0,opcode-histogram RF,F100,test:F100:1.0,0.10666666666666667,0.3853333333333333,0
base:0xa32ff9e1e1b466fbde683abfe3eaab1e86678286,F00771,2,0,opcode-histogram RF,F100,test:F100:1.0,0.3566666666666667,0.3853333333333333,0
base:0x45a397011fe856105f17c6ded14fd96c1f1b9a5a,F00681,2,0,opcode-histogram RF,F100,test:F100:1.0,0.09333333333333334,0.3853333333333333,0
base:0x47f84331e65a3dd345b36cf66bcb77d3bc564a41,F00773,2,0,opcode-histogram RF,F100,test:F100:1.0,0.21666666666666667,0.3853333333333333,0
base:0x89b3cf8877abac5d274df8d6efbea1c19b60163f,F00771,2,0,opcode-histogram RF,F100,test:F100:1.0,0.33666666666666667,0.3853333333333333,0
base:0x1fb9f14f2d6884b18e28c2dc3ace1f7297b5539c,F00694,2,0,opcode-histogram RF,F100,test:F100:1.0,0.07666666666666666,0.3853333333333333,0
base:0x7b52df5e78910bebee88898cfbcaaa5689e46047,F00787,2,0,opcode-histogram RF,F100,test:F100:1.0,0.18571428571428572,0.3853333333333333,0
base:0x2354814f465dee584efeaa88bd6df891309995ab,F00788,2,0,opcode-histogram RF,F100,test:F100:1.0,0.29627450980392156,0.3853333333333333,0
base:0x3cbad1e3b9049ecdb9588fb48dd61d80faf41bd5,F00669,2,0,opcode-histogram RF,F100,test:F100:1.0,0.03333333333333333,0.3853333333333333,0
base:0xe3e39c898d2395c0a6a2a439b833fc27e3e5cfdb,F00793,2,0,opcode-histogram RF,F100,test:F100:1.0,0.173125,0.3853333333333333,0
base:0xca11bde05977b3631167028862be2a173976ca11,F00724,2,0,opcode-histogram RF,F100,test:F100:1.0,0.17215873015873018,0.3853333333333333,0
base:0x1116c0e4b5b8836d1f6d422a9ecad41ed67393da,F00797,2,0,opcode-histogram RF,F100,test:F100:1.0,0.2966666666666667,0.3853333333333333,0
base:0x060300fc909df94b19fd163fda778461901a91c3,F00798,2,0,opcode-histogram RF,F100,test:F100:1.0,0.15333333333333332,0.3853333333333333,0
base:0xeebd8b35da41fb9d04c9003c06c75a8e929a08e3,F00694,2,0,opcode-histogram RF,F100,test:F100:1.0,0.09333333333333334,0.3853333333333333,0
base:0x1408a9c868030cd0ffda082cd21c85d8ccc9dafd,F00664,2,0,opcode-histogram RF,F100,test:F100:1.0,0.28548677248677246,0.3853333333333333,0
base:0x1dba0afbbd99f553869b7b3089b897859bde1964,F00064,2,0,opcode-histogram RF,F100,test:F100:1.0,0.15333333333333332,0.3853333333333333,0
base:0x2d7e702d1efdaf47c8b23e323d4adf2c315db820,F00811,2,0,opcode-histogram RF,F100,test:F100:1.0,0.37222222222222223,0.3853333333333333,0
base:0x8329d1a24f47820108e3726273ebb192b37d6503,F00817,2,0,opcode-histogram RF,F100,test:F100:1.0,0.07,0.3853333333333333,0
base:0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,F00822,2,0,opcode-histogram RF,F100,test:F100:1.0,0.19333333333333333,0.3853333333333333,0
base:0x4adec02cec8022c1ccf671477a7fcf9fcc7f7058,F00694,2,0,opcode-histogram RF,F100,test:F100:1.0,0.08666666666666667,0.3853333333333333,0
base:0xfe1962d1f168f9dd496978ddbbdc7683df6a4297,F00664,2,0,opcode-histogram RF,F100,test:F100:1.0,0.20333333333333334,0.3853333333333333,0
base:0x5bc3ee6df05c244b59abbf4a81c02d625f0fd23f,F00828,2,0,opcode-histogram RF,F100,test:F100:1.0,0.32733333333333337,0.3853333333333333,0
base:0xcd318ec4784d9ad764bd0130c7771673352ee5fd,F00664,2,0,opcode-histogram RF,F100,test:F100:1.0,0.19333333333333333,0.3853333333333333,0
base:0x8891b8b0ea00da157a41177407da2e4e718f0849,F00669,2,0,opcode-histogram RF,F100,test:F100:1.0,0.03333333333333333,0.3853333333333333,0
base:0x03494e4e0ab1bab1bbb89fdcb39289365cb7ef0a,F00001,2,0,opcode-histogram RF,F100,test:F100:1.0,0.34916339869281043,0.3853333333333333,0
base:0x16e661537010b9e1f66b08b78d629e81d671f0ff,F00832,2,0,opcode-histogram RF,F100,test:F100:1.0,0.20966666666666667,0.3853333333333333,0
base:0x458f5a9f47a01bea5d7a32662660559d9ed3312c,F00669,2,0,opcode-histogram RF,F100,test:F100:1.0,0.03333333333333333,0.3853333333333333,0
base:0xa937bf715d310eaa81e769f3495129dc36ddf056,F00691,2,0,opcode-histogram RF,F100,test:F100:1.0,0.32633333333333336,0.3853333333333333,0
base:0xa158dae69c7d9323452f17f563d621417672ece9,F00694,2,0,opcode-histogram RF,F100,test:F100:1.0,0.09,0.3853333333333333,0
base:0x5ab0764f4404db2c30a0d6b701fc2ed67cc98e77,F00841,2,0,opcode-histogram RF,F100,test:F100:1.0,0.4066666666666667,0.3853333333333333,1
base:0x33e2e714890d1bed77db014da3d857d20c51bf13,F00842,2,0,opcode-histogram RF,F100,test:F100:1.0,0.19904761904761906,0.3853333333333333,0
base:0x81e3bddd83ec3830bcd41453bdb0457d32765da9,F00849,2,0,opcode-histogram RF,F100,test:F100:1.0,0.2816666666666667,0.3853333333333333,0
base:0x6545f7b82e4604e90d99580d5f97db4ceb3b7414,F00793,2,0,opcode-histogram RF,F100,test:F100:1.0,0.16666666666666666,0.3853333333333333,0
base:0x57678b37823e47b13c17cab41b1e9c264c9d93a3,F00683,2,0,opcode-histogram RF,F100,test:F100:1.0,0.36857609710550887,0.3853333333333333,0
base:0xbbfc42c69c17d8a392a1c40091e0bbe9e73a1d4c,F00691,2,0,opcode-histogram RF,F100,test:F100:1.0,0.305547619047619,0.3853333333333333,0
base:0x95242d9415ee9b9a7b8452c323dc06fa5bd7a263,F00856,2,0,opcode-histogram RF,F100,test:F100:1.0,0.39,0.3853333333333333,1
base:0x000000009b1d0af20d8c6d0a44e162d11f9b8f00,F00669,2,0,opcode-histogram RF,F100,test:F100:1.0,0.03333333333333333,0.3853333333333333,0
base:0x58ab3381fd9a28eb3f5805c25932102c395e59c3,F00723,2,0,opcode-histogram RF,F100,test:F100:1.0,0.285,0.3853333333333333,0
base:0x01b4834f9aaf3fec20effb505badd07622893772,F00664,2,0,opcode-histogram RF,F100,test:F100:1.0,0.17875,0.3853333333333333,0
base:0xf73e5921736ce43a93dd447ab92a341d03f3bda4,F00817,2,0,opcode-histogram RF,F100,test:F100:1.0,0.04666666666666667,0.3853333333333333,0
base:0x7ed9d7b644a14a634cabdcf73b2b09a7d658d61e,F00787,2,0,opcode-histogram RF,F100,test:F100:1.0,0.2861904761904762,0.3853333333333333,0
base:0x091e99cb1c49331a94dd62755d168e941abd0693,F00866,2,0,opcode-histogram RF,F100,test:F100:1.0,0.13666666666666666,0.3853333333333333,0
base:0x7785a22facd31db653ba4928f1d5b81d093f0b2f,F00705,2,0,opcode-histogram RF,F100,test:F100:1.0,0.285962962962963,0.3853333333333333,0
base:0x00000000557a0daf2659cbb6a45f2beb6081e6ae,F00669,2,0,opcode-histogram RF,F100,test:F100:1.0,0.03333333333333333,0.3853333333333333,0
base:0x3e1217e6fe30dabccb9dfcac50665f5ed61cea5e,F00771,2,0,opcode-histogram RF,F100,test:F100:1.0,0.3333333333333333,0.3853333333333333,0
base:0xdacff2ddda48064e2c07dc11da66ef764abc2e58,F00870,2,0,opcode-histogram RF,F100,test:F100:1.0,0.17666666666666667,0.3853333333333333,0
base:0x6aa3b7b5be8bfb9e64ff096412415e38d1069c32,F00873,2,0,opcode-histogram RF,F100,test:F100:1.0,0.33666666666666667,0.3853333333333333,0
base:0xa64ffd70f06192f6718ed1adec018ffcb0b29a87,F00875,2,0,opcode-histogram RF,F100,test:F100:1.0,0.4146078431372549,0.3853333333333333,1
base:0x25683a9ccf81a2910f7744ace5ddbeab513f1242,F00793,2,0,opcode-histogram RF,F100,test:F100:1.0,0.17666666666666667,0.3853333333333333,0
base:0x4eab5dd62874c93aea0afc40806869f55e4258e8,F00694,2,0,opcode-histogram RF,F100,test:F100:1.0,0.10333333333333333,0.3853333333333333,0
base:0x2abab3ef3b7b05f1de1ea135e682915eff8e97aa,F00881,2,0,opcode-histogram RF,F100,test:F100:1.0,0.22333333333333333,0.3853333333333333,0
base:0xad89bc93230d0a9efb8cd57c4fcf244f2e8979e1,F00842,2,0,opcode-histogram RF,F100,test:F100:1.0,0.18779761904761905,0.3853333333333333,0
base:0x16dbd763833a76564ae13d52b69fc6e426c31df4,F00886,2,0,opcode-histogram RF,F100,test:F100:1.0,0.315,0.3853333333333333,0
base:0xa83270c022b9f23587cf2956044caf407717a4af,F00889,2,0,opcode-histogram RF,F100,test:F100:1.0,0.24,0.3853333333333333,0
base:0x333ed1bb029ed5e026e58bd65a4081e8a615b16d,F00891,2,0,opcode-histogram RF,F100,test:F100:1.0,0.34833333333333333,0.3853333333333333,0
base:0xcf2d3f920e98b440310b276815148f786ed0b4b2,F00897,2,0,opcode-histogram RF,F100,test:F100:1.0,0.17333333333333334,0.3853333333333333,0
base:0x57ccf3d3e42e79041b8a13bfc562ab5202e46906,F00694,2,0,opcode-histogram RF,F100,test:F100:1.0,0.10333333333333333,0.3853333333333333,0
base:0x5ea649ccb088fc366938aaec14d80dbac2ed0335,F00793,2,0,opcode-histogram RF,F100,test:F100:1.0,0.15333333333333332,0.3853333333333333,0
base:0xbd4d2554743d3afffd2acfaa272b506d78fb06c4,F00767,2,0,opcode-histogram RF,F100,test:F100:1.0,0.10666666666666667,0.3853333333333333,0
base:0x3d8dd3cc0c248ea131c95e78005a53ac879a9afa,F00702,2,0,opcode-histogram RF,F100,test:F100:1.0,0.11666666666666667,0.3853333333333333,0
base:0xa7e04d6b53cdf3bc6248c55a18444831c6884480,F00886,2,0,opcode-histogram RF,F100,test:F100:1.0,0.3466666666666667,0.3853333333333333,0
base:0xde845a23ee56eb46e706227e61e54e4f83abdb47,F00793,2,0,opcode-histogram RF,F100,test:F100:1.0,0.19333333333333333,0.3853333333333333,0
base:0xac2fb30f9140977fbe9e26c15c70d746412edca7,F00797,2,0,opcode-histogram RF,F100,test:F100:1.0,0.2833333333333333,0.3853333333333333,0
base:0xe4e49868adf7118960c7d038964c21f62e615afe,F00730,2,0,opcode-histogram RF,F100,test:F100:1.0,0.37666666666666665,0.3853333333333333,0
base:0xa9e8371014570e83555e6d3075047a2cf2e7edc6,F00870,2,0,opcode-histogram RF,F100,test:F100:1.0,0.19666666666666666,0.3853333333333333,0
