0x0	0xd
0x3bbB0x17c	0x3bdB0x17c
0xb71B0xaa8	0xb7eB0xaa8
0xb93B0xaa8	0xb98B0xaa8
0xb92B0xaa8	0xb93B0xaa8
0x1929B0xb7eB0xaa8	0x1937B0xb7eB0xaa8
0x1906B0x1914B0x193fB0xb7eB0xaa8	0x190dB0x1914B0x193fB0xb7eB0xaa8
0xbefB0xbd7B0xb0fB0xaa8	0xbfaB0xbd7B0xb0fB0xaa8
0xc5dB0xbd7B0xb0fB0xaa8	0xc79B0xbd7B0xb0fB0xaa8
0xc9aB0xbd7B0xb0fB0xaa8	0xc9fB0xbd7B0xb0fB0xaa8
0x1154B0x14aeB0xc34B0xbd7B0xb0fB0xaa8	0x115dB0x14aeB0xc34B0xbd7B0xb0fB0xaa8
0x1151B0x14aeB0xc34B0xbd7B0xb0fB0xaa8	0x1154B0x14aeB0xc34B0xbd7B0xb0fB0xaa8
0xcc5B0xc9fB0xbd7B0xb0fB0xaa8	0xcceB0xc9fB0xbd7B0xb0fB0xaa8
0xcceB0xc9fB0xbd7B0xb0fB0xaa8	0xcedB0xc9fB0xbd7B0xb0fB0xaa8
0xcbcB0xc9fB0xbd7B0xb0fB0xaa8	0xcc5B0xc9fB0xbd7B0xb0fB0xaa8
0xd43B0xc9fB0xbd7B0xb0fB0xaa8	0xd4eB0xc9fB0xbd7B0xb0fB0xaa8
0x1154B0x1b06B0xd56B0xc9fB0xbd7B0xb0fB0xaa8	0x115dB0x1b06B0xd56B0xc9fB0xbd7B0xb0fB0xaa8
0x1151B0x1b06B0xd56B0xc9fB0xbd7B0xb0fB0xaa8	0x1154B0x1b06B0xd56B0xc9fB0xbd7B0xb0fB0xaa8
0xd27B0xc9fB0xbd7B0xb0fB0xaa8	0xd28B0xc9fB0xbd7B0xb0fB0xaa8
0x1079B0x10db	0x1086B0x10db
0xfb6B0x108eB0x10db	0xfd2B0x108eB0x10db
0x1005B0x108eB0x10db	0x1020B0x108eB0x10db
0xe38B0x108eB0x10db	0xe4bB0x108eB0x10db
0xf86B0x108eB0x10db	0xf94B0x108eB0x10db
0x102aB0x108eB0x10db	0x1033B0x108eB0x10db
0x1033B0x108eB0x10db	0x1045B0x108eB0x10db
0xdf5B0xf9cB0x108eB0x10db	0xe0cB0xf9cB0x108eB0x10db
0xdf5B0x1000B0x108eB0x10db	0xe0cB0x1000B0x108eB0x10db
0xeaeB0xebcB0xfa6B0x108eB0x10db	0xeb5B0xebcB0xfa6B0x108eB0x10db
0xf58B0xfdaB0x108eB0x10db	0xf65B0xfdaB0x108eB0x10db
0xf29B0xf6dB0xfdaB0x108eB0x10db	0xf3dB0xf6dB0xfdaB0x108eB0x10db
0xed6B0xf6dB0xfdaB0x108eB0x10db	0xee9B0xf6dB0xfdaB0x108eB0x10db
0xdf5B0xf24B0xf6dB0xfdaB0x108eB0x10db	0xe0cB0xf24B0xf6dB0xfdaB0x108eB0x10db
0x1028B0x108eB0x10db	0x102aB0x108eB0x10db
