model,seed,fold,temperature,best_val_AUPRC,threshold_01,threshold_05,threshold_10,AUPRC,AUROC,Brier,Recall_01,FPR_01,Recall_05,FPR_05,Recall_10,FPR_10
dense_only,7703,4,6.853521347045898,0.5901433179313711,0.7257911119762039,0.6954951125372978,0.6296362609886366,0.7406644875280983,0.7796553041367997,0.2010886788045277,0.256544502617801,0.03862660944206,0.3821989528795811,0.0858369098712446,0.450261780104712,0.1158798283261802
ngram_only,7703,4,5.083167552947998,0.7247809950273438,0.7533732222549292,0.3311307495571889,0.207685307136364,0.8838085474140792,0.9154888434487564,0.1376629121741935,0.2460732984293193,0.0171673819742489,0.7853403141361257,0.1201716738197424,0.8429319371727748,0.1974248927038626
flat_cnn,7703,4,3.8019278049468994,0.7897569398611268,0.727503945688655,0.4439243147570809,0.407250340771657,0.9532723498612484,0.9715075388176078,0.0885509847589602,0.6073298429319371,0.0085836909871244,0.9581151832460733,0.1030042918454935,0.9685863874345548,0.1373390557939914
bigru,7703,4,0.4408544600009918,0.5806220794682836,0.787502648576888,0.7748413233415716,0.7330766926896382,0.6055050792982843,0.7366469676201605,0.2123585329753103,0.0104712041884816,0.0171673819742489,0.06282722513089,0.0429184549356223,0.1727748691099476,0.1416309012875536
transformer,7703,4,1.4759926795959473,0.8076321390857378,0.9116191132041842,0.7220865953119961,0.5444342581334242,0.7221316893859717,0.7913623800642653,0.2087491467181362,0.1361256544502617,0.0171673819742489,0.3821989528795811,0.0815450643776824,0.4607329842931937,0.1931330472103004
authguard_seq,7703,4,3.470149278640747,0.7447338123920162,0.8078077177391473,0.5151035052293895,0.2762307492924332,0.9671122519658806,0.9776194863267644,0.0747064230501047,0.581151832460733,0.0128755364806866,0.8534031413612565,0.0600858369098712,0.9790575916230366,0.0772532188841201
hist_ngram_xgb,7704,0,2.4203779697418213,,0.7581486996386793,0.6279374241680524,0.3706856881412574,0.7705645719872121,0.8243488184747583,0.1608323537581648,0.2828947368421052,0.0068027210884353,0.375,0.0068027210884353,0.5,0.0476190476190476
dense_only,7704,0,5.399067401885986,0.6589666770214007,0.8079767347338436,0.757254622580439,0.6867681323477866,0.5451855283348039,0.6430473505191551,0.2125013508157388,0.0131578947368421,0.0034013605442176,0.1842105263157894,0.0408163265306122,0.2960526315789473,0.0612244897959183
ngram_only,7704,0,3.6574668884277344,0.7983979048792136,0.810819264837761,0.5340592169113505,0.2090928256481872,0.637759853973245,0.67327918009309,0.2044763786330108,0.0460526315789473,0.0034013605442176,0.25,0.0170068027210884,0.3684210526315789,0.064625850340136
flat_cnn,7704,0,1.882644772529602,0.9040169424735084,0.9151421690935446,0.7099990885703487,0.6472519832375174,0.8437211258506887,0.9100541532402434,0.1310888777205533,0.4210526315789473,0.010204081632653,0.5460526315789473,0.0340136054421768,0.5592105263157895,0.0510204081632653
bigru,7704,0,1.987740397453308,0.8163051201944493,0.8666328441192244,0.7297139411593532,0.5613314691768051,0.9035829458325848,0.9402300393841748,0.0861350412546961,0.2039473684210526,0.0034013605442176,0.3881578947368421,0.0068027210884353,0.5855263157894737,0.0340136054421768
transformer,7704,0,2.273622274398804,0.5521178124037718,0.6579620365319392,0.5715252887521356,0.5253885177588977,0.5856955641220228,0.7663019155030435,0.1797213721225644,0.0263157894736842,0.0,0.1776315789473684,0.1530612244897959,0.6118421052631579,0.1904761904761904
