model,seed,fold,temperature,best_val_AUPRC,threshold_01,threshold_05,threshold_10,AUPRC,AUROC,Brier,Recall_01,FPR_01,Recall_05,FPR_05,Recall_10,FPR_10
authguard_seq,7704,0,2.521492481231689,0.9527717430912176,0.90893411270333,0.8584403883112666,0.753150419582707,0.8952258719355506,0.9637150912996776,0.0702726190531436,0.3223684210526316,0.0136054421768707,0.5263157894736842,0.0442176870748299,0.9539473684210528,0.0680272108843537
hist_ngram_xgb,7704,1,1.6430656909942627,,0.8481407372688261,0.3325470684940041,0.1911057054803398,0.8487674321672588,0.9175114155251142,0.1100174081533687,0.3835616438356164,0.0166666666666666,0.7328767123287672,0.0866666666666666,0.8698630136986302,0.1533333333333333
dense_only,7704,1,2.342540979385376,0.8425978140956746,0.8892788511526621,0.7805612048550328,0.6332722528138978,0.6409566842309532,0.8078310502283105,0.1680063678353293,0.1438356164383561,0.05,0.3767123287671233,0.0833333333333333,0.5136986301369864,0.12
ngram_only,7704,1,1.635737061500549,0.9256443370652848,0.9289194243079748,0.4288033621336948,0.0512405203696135,0.7812882275447506,0.8910045662100456,0.1496514078864734,0.136986301369863,0.0133333333333333,0.5821917808219178,0.0566666666666666,0.8082191780821918,0.2033333333333333
flat_cnn,7704,1,2.0868492126464844,0.9395682094069704,0.7797245458300852,0.2368479080014262,0.1307604935783613,0.9058882847493848,0.95162100456621,0.0832737574260875,0.5205479452054794,0.0133333333333333,0.8493150684931506,0.0933333333333333,0.8904109589041096,0.1866666666666666
bigru,7704,1,2.800031900405884,0.7974773057325907,0.9262949813793356,0.7168855490021293,0.5306780604964807,0.7773645380536498,0.8628538812785388,0.1308201839470637,0.1232876712328767,0.01,0.4931506849315068,0.0366666666666666,0.6164383561643836,0.0833333333333333
transformer,7704,1,7.443192958831787,0.5008899591964348,0.7456661497192254,0.6217542106805238,0.5615711539358058,0.6586864216022463,0.7517808219178083,0.1879212415976023,0.0342465753424657,0.0,0.2054794520547945,0.0133333333333333,0.3767123287671233,0.0633333333333333
authguard_seq,7704,1,2.4820804595947266,0.9406445942274736,0.819007843520557,0.0911098907500855,0.0659118381749186,0.956500828436424,0.983972602739726,0.0507284874500098,0.3561643835616438,0.0033333333333333,0.958904109589041,0.0566666666666666,0.9726027397260274,0.1133333333333333
hist_ngram_xgb,7704,2,1.17853045463562,,0.8912988246065189,0.4016617028689263,0.4016617028689263,0.8805628617253134,0.935387625336268,0.1164030345578281,0.3862068965517241,0.0106382978723404,0.6896551724137931,0.0673758865248227,0.6896551724137931,0.0673758865248227
dense_only,7704,2,3.5049023628234863,0.6646460687072662,0.8761806502133067,0.8017988888396587,0.8017988888396587,0.6403751000638167,0.820200538028858,0.1927529057588464,0.1310344827586207,0.0212765957446808,0.5172413793103449,0.1134751773049645,0.5172413793103449,0.1134751773049645
