model,n_seeds,AUPRC_mean,AUPRC_sd,AUROC_mean,AUROC_sd,Brier_mean,Brier_sd,Recall_01_mean,Recall_01_sd,FPR_01_mean,FPR_01_sd,Recall_05_mean,Recall_05_sd,FPR_05_mean,FPR_05_sd,Recall_10_mean,Recall_10_sd,FPR_10_mean,FPR_10_sd
authguard_seq,3,0.9244479428258328,0.0140366072625678,0.962655622442897,0.0108176443894456,0.0719809275107262,0.0116182303659013,0.5691287288392826,0.0470326689584896,0.0164174641257097,0.0007185705717187,0.8326676628011823,0.0155388337059686,0.0521784674194225,0.0069707004498546,0.917152391679126,0.0400517773557122,0.127520334832266,0.0128390365095181
flat_cnn,3,0.8851973997149355,0.0100388123608012,0.9371565463196764,0.0071711635962824,0.0994076961202569,0.0038615429172314,0.4740972072681887,0.0294485351973597,0.0140818580736303,0.0035913769177151,0.711806975472304,0.0239782080228777,0.0584698391051299,0.0034250368400389,0.7904002620998473,0.0379636625408738,0.0994572604443451,0.0168638635622299
hist_ngram_xgb,3,0.8333278618794067,0.0043129103422798,0.90745495718084,0.0020030644328916,0.1269833103195322,0.0034909464091217,0.3200120299558339,0.0189195030760487,0.0119240442531987,0.0028132427439032,0.6152720992363089,0.0147721055115416,0.0713248529574748,0.005674188555801,0.7086570646200027,0.0249499160288032,0.1117307408964141,0.0139835136451544
ngram_only,3,0.8099433997355573,0.0069321740298903,0.8795861015951782,0.0196520490622296,0.124838763466746,0.0012856002666368,0.1695741976088628,0.0312064103278552,0.0094142090884891,0.0011036856334181,0.653730194848943,0.0288387542027637,0.0607449448033537,0.0118291375887804,0.7760142332250672,0.0099913178360072,0.1219005221379827,0.0106141891530801
bigru,3,0.6792116428508508,0.097860017488296,0.8145921921208634,0.0688873189994461,0.1633581314940874,0.0271650666059723,0.1595549317751605,0.0627339627856104,0.016153908769681,0.0066848940922491,0.3787387089970654,0.1128721332364859,0.0634354734322767,0.0049304222958679,0.520829888914256,0.1174527046629042,0.1154133646194481,0.0130156497102996
dense_only,3,0.6372190567191215,0.0175721219794972,0.7800461218122859,0.0224454527845588,0.1817164426164861,0.0090747896708018,0.1156601062262595,0.0151248403668176,0.0171032083846737,0.0034074960756812,0.331199694089713,0.0234391700916735,0.0697723326093377,0.0019070576632241,0.4875084646751587,0.0206551362382838,0.1135861010639622,0.0179644476425814
transformer,3,0.5625687302900232,0.0306657167316566,0.7303041173603736,0.0186831977907076,0.2082200453125659,0.0128508198236395,0.0419731431663939,0.0116389377203344,0.0096107200294114,0.0022014777116046,0.239377802583564,0.0544358385525849,0.0681847989051811,0.002735349938422,0.3709356125223677,0.0744371229814085,0.1269371319440217,0.0029893316772684
